,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-17,745772,Single,single,False,682928,656731,CJ Abrams,Tylor Megill,0,acd01d46-8bb5-4a97-8fff-b186b68d980c,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,3.98,4.06,72.1,97.0,108.0,100.0,0.739,10.33,3.73,7.71,0.75,0.97,0.275,0.368,0.192,0.321,0.417,130.0,94.0,112.0,91.0,78.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,105.0,93.0,107.0,0.081,0.485,0.133,0.079,0.127,0.08,0.016,0.19,-0.67,-1.23,4.34,-0.38,-0.07,-4.37,95.7,90.2,84.7,87.2,94.4,85.0,77.9,0.231,0.359,0.288,0.341,0.537,0.244,0.22,0.22,0.26,0.143,0.393,0.438,0.115,0.115,0.204,0.154,0.308,0.342,0.5,0.5,0.111,0.25,1.0,0.2
1,2024-09-17,745772,Strikeout,strikeout,True,695578,656731,James Wood,Tylor Megill,0,6ce73277-b2f1-4c8a-ab82-a05764225a28,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,3.98,4.06,72.1,97.0,108.0,100.0,0.739,10.33,3.73,7.71,0.75,0.97,0.275,0.368,0.192,0.321,0.417,130.0,94.0,112.0,91.0,78.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,105.0,93.0,107.0,0.081,0.485,0.133,0.079,0.127,0.08,0.016,0.19,-0.67,-1.23,4.34,-0.38,-0.07,-4.37,95.7,90.2,84.7,87.2,94.4,85.0,77.9,0.231,0.359,0.288,0.341,0.537,0.244,0.22,0.22,0.26,0.143,0.393,0.438,0.115,0.115,0.204,0.154,0.308,0.342,0.5,0.5,0.111,0.25,1.0,0.2
2,2024-09-17,745772,Flyout,field_out,True,677588,656731,José Tena,Tylor Megill,0,d4a274b4-08da-4b1e-867c-3adaeb42973c,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,3.98,4.06,72.1,97.0,108.0,100.0,0.739,10.33,3.73,7.71,0.75,0.97,0.275,0.368,0.192,0.321,0.417,130.0,94.0,112.0,91.0,78.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,105.0,93.0,107.0,0.081,0.485,0.133,0.079,0.127,0.08,0.016,0.19,-0.67,-1.23,4.34,-0.38,-0.07,-4.37,95.7,90.2,84.7,87.2,94.4,85.0,77.9,0.231,0.359,0.288,0.341,0.537,0.244,0.22,0.22,0.26,0.143,0.393,0.438,0.115,0.115,0.204,0.154,0.308,0.342,0.5,0.5,0.111,0.25,1.0,0.2
3,2024-09-17,745772,Groundout,field_out,True,660766,656731,Juan Yepez,Tylor Megill,0,b1ca0de3-37d0-4ffc-8f29-05848105c996,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,3.98,4.06,72.1,97.0,108.0,100.0,0.739,10.33,3.73,7.71,0.75,0.97,0.275,0.368,0.192,0.321,0.417,130.0,94.0,112.0,91.0,78.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,105.0,93.0,107.0,0.081,0.485,0.133,0.079,0.127,0.08,0.016,0.19,-0.67,-1.23,4.34,-0.38,-0.07,-4.37,95.7,90.2,84.7,87.2,94.4,85.0,77.9,0.231,0.359,0.288,0.341,0.537,0.244,0.22,0.22,0.26,0.143,0.393,0.438,0.115,0.115,0.204,0.154,0.308,0.342,0.5,0.5,0.111,0.25,1.0,0.2
4,2024-09-17,745772,Groundout,field_out,True,578428,680730,Jose Iglesias,Mitchell Parker,0,ebad1f3b-b84c-4d2d-8913-9c1595c7126c,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.44,4.38,146.0,99.0,88.0,97.0,0.802,7.89,2.53,9.18,1.11,0.89,0.249,0.442,0.135,0.318,0.445,,,,99.0,96.0,96.0,78.0,101.0,96.0,,,,107.0,107.0,110.0,,,,90.0,96.0,95.0,,0.488,,0.19,0.102,0.22,,0.02,,-0.35,,-0.72,0.42,,92.5,,85.6,,,84.5,80.4,0.279,0.434,0.117,,,,0.238,0.429,0.357,0.222,0.393,0.372,,,,0.257,0.371,0.258,,,,,,
5,2024-09-17,745772,Single,single,False,516782,680730,Starling Marte,Mitchell Parker,0,df7fa375-d4e5-4424-aee6-d22e96880841,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.44,4.38,146.0,99.0,88.0,97.0,0.802,7.89,2.53,9.18,1.11,0.89,0.249,0.442,0.135,0.318,0.445,,,,99.0,96.0,96.0,78.0,101.0,96.0,,,,107.0,107.0,110.0,,,,90.0,96.0,95.0,,0.488,,0.19,0.102,0.22,,0.02,,-0.35,,-0.72,0.42,,92.5,,85.6,,,84.5,80.4,0.279,0.434,0.117,,,,0.238,0.429,0.357,0.222,0.393,0.372,,,,0.257,0.371,0.258,,,,,,
6,2024-09-17,745772,Flyout,field_out,True,624413,680730,Pete Alonso,Mitchell Parker,0,21aacd80-e540-48a7-9faa-72272cabf621,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.44,4.38,146.0,99.0,88.0,97.0,0.802,7.89,2.53,9.18,1.11,0.89,0.249,0.442,0.135,0.318,0.445,,,,99.0,96.0,96.0,78.0,101.0,96.0,,,,107.0,107.0,110.0,,,,90.0,96.0,95.0,,0.488,,0.19,0.102,0.22,,0.02,,-0.35,,-0.72,0.42,,92.5,,85.6,,,84.5,80.4,0.279,0.434,0.117,,,,0.238,0.429,0.357,0.222,0.393,0.372,,,,0.257,0.371,0.258,,,,,,
7,2024-09-17,745772,Flyout,field_out,True,668901,680730,Mark Vientos,Mitchell Parker,0,dc3318ac-a5bb-443e-8ba1-9206325b539f,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.44,4.38,146.0,99.0,88.0,97.0,0.802,7.89,2.53,9.18,1.11,0.89,0.249,0.442,0.135,0.318,0.445,,,,99.0,96.0,96.0,78.0,101.0,96.0,,,,107.0,107.0,110.0,,,,90.0,96.0,95.0,,0.488,,0.19,0.102,0.22,,0.02,,-0.35,,-0.72,0.42,,92.5,,85.6,,,84.5,80.4,0.279,0.434,0.117,,,,0.238,0.429,0.357,0.222,0.393,0.372,,,,0.257,0.371,0.258,,,,,,
8,2024-09-17,745772,Flyout,field_out,True,671277,656731,Luis García Jr.,Tylor Megill,0,a769c1fe-6624-4d64-972d-7bc9df4c4b1f,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,3.98,4.06,72.1,97.0,108.0,100.0,0.739,10.33,3.73,7.71,0.75,0.97,0.275,0.368,0.192,0.321,0.417,130.0,94.0,112.0,91.0,78.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,105.0,93.0,107.0,0.081,0.485,0.133,0.079,0.127,0.08,0.016,0.19,-0.67,-1.23,4.34,-0.38,-0.07,-4.37,95.7,90.2,84.7,87.2,94.4,85.0,77.9,0.231,0.359,0.288,0.341,0.537,0.244,0.22,0.22,0.26,0.143,0.393,0.438,0.115,0.115,0.204,0.154,0.308,0.342,0.5,0.5,0.111,0.25,1.0,0.2
9,2024-09-17,745772,Groundout,field_out,True,660688,656731,Keibert Ruiz,Tylor Megill,0,13c7284b-1776-4abb-8ac3-8c83b8a4db26,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,3.98,4.06,72.1,97.0,108.0,100.0,0.739,10.33,3.73,7.71,0.75,0.97,0.275,0.368,0.192,0.321,0.417,130.0,94.0,112.0,91.0,78.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,103.0,103.0,106.0,101.0,96.0,93.0,105.0,93.0,107.0,0.081,0.485,0.133,0.079,0.127,0.08,0.016,0.19,-0.67,-1.23,4.34,-0.38,-0.07,-4.37,95.7,90.2,84.7,87.2,94.4,85.0,77.9,0.231,0.359,0.288,0.341,0.537,0.244,0.22,0.22,0.26,0.143,0.393,0.438,0.115,0.115,0.204,0.154,0.308,0.342,0.5,0.5,0.111,0.25,1.0,0.2
