,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-02,746679,Strikeout,strikeout,True,666149,671096,Tyler Fitzgerald,Andrew Abbott,0,66734ed1-8e6e-471a-b48b-dcc39bf25fd9,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-02,746679,Walk,walk,False,592192,671096,Mark Canha,Andrew Abbott,0,b9325d61-a1cb-441f-b0cd-4de107a4b7c9,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-02,746679,Pop Out,field_out,True,671218,671096,Heliot Ramos,Andrew Abbott,0,1fa01f39-d3dd-4734-a5bf-5cb38ada2c13,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-02,746679,Single,single,False,656305,671096,Matt Chapman,Andrew Abbott,1,b8147a9d-5d9d-4c95-98e5-c46ee8b278bb,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-02,746679,Pop Out,field_out,True,672275,671096,Patrick Bailey,Andrew Abbott,0,61a046a1-82f7-41e5-93c4-f45f63bf1e56,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-02,746679,Strikeout,strikeout,True,663697,605483,Jonathan India,Blake Snell,0,240ac5b2-61fc-4a02-bb9a-852e78b08056,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,,,,0.341,0.477,0.421,0.079,0.139,0.497,0.185,0.296,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-02,746679,Strikeout,strikeout,True,682829,605483,Elly De La Cruz,Blake Snell,0,f59e87fa-3159-4caf-8ff1-bced26445d07,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,,,,0.341,0.477,0.421,0.079,0.139,0.497,0.185,0.296,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-02,746679,Strikeout,strikeout,True,668715,605483,Spencer Steer,Blake Snell,0,aa11a940-3d7d-4ae4-9184-2a4a8feea769,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,,,,0.341,0.477,0.421,0.079,0.139,0.497,0.185,0.296,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-02,746679,Strikeout,strikeout,True,666464,671096,Jerar Encarnacion,Andrew Abbott,0,22617c8f-3ae3-43c5-af96-efd3f269daf5,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-02,746679,Pop Out,field_out,True,624424,671096,Michael Conforto,Andrew Abbott,0,66d84d91-2e29-4e61-b6a0-818f81f86822,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.06,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.163,0.287,0.428,96.0,94.0,97.0,101.0,98.0,100.0,78.0,96.0,89.0,125.0,106.0,112.0,0.535,0.186,0.115,0.163,-0.23,0.52,-1.59,0.23,92.8,84.8,82.9,80.8,0.254,0.451,0.194,0.188,0.305,0.286,0.214,0.429,0.273,0.333,0.667,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
