,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,CH%,wFC/C,wKC/C,wCH/C,vFC,vCH,vKC,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff
0,2024-08-06,745467,Strikeout,strikeout,True,595777,663559,Jurickson Profar,Bailey Falter,0,fce81bcf-d2ba-493a-aafb-63fb3e6d5865,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-06,745467,Single,single,False,456781,663559,Donovan Solano,Bailey Falter,0,b91fb3b2-8b43-4d27-9d7a-ae12f4b122ca,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-06,745467,Grounded Into DP,grounded_into_double_play,True,593428,663559,Xander Bogaerts,Bailey Falter,1,c275af0e-7a44-4624-b108-2955e4cdea63,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-06,745467,Flyout,field_out,True,457705,656302,Andrew McCutchen,Dylan Cease,0,bb17e8f4-4e58-457a-a3f2-60ac2b5816dd,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,,,,0.434,,0.47,,0.09,,,1.78,,96.9,,,87.3,,0.237,0.417,0.208,,,,0.17,0.27,0.444,0.273,0.455,0.292,,,,54.0,73.0,69.0,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,0.01,-5.13,-1.16,-4.15,91.8,69.7,82.5,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2
4,2024-08-06,745467,Strikeout,strikeout,True,668804,656302,Bryan Reynolds,Dylan Cease,0,180d7428-b55e-4481-9579-8614c2a4b022,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,,,,0.434,,0.47,,0.09,,,1.78,,96.9,,,87.3,,0.237,0.417,0.208,,,,0.17,0.27,0.444,0.273,0.455,0.292,,,,54.0,73.0,69.0,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,0.01,-5.13,-1.16,-4.15,91.8,69.7,82.5,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2
5,2024-08-06,745467,Double,double,False,642133,656302,Rowdy Tellez,Dylan Cease,0,83fa6fc1-16f1-4ce4-bfd0-62a6e5a064f1,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,,,,0.434,,0.47,,0.09,,,1.78,,96.9,,,87.3,,0.237,0.417,0.208,,,,0.17,0.27,0.444,0.273,0.455,0.292,,,,54.0,73.0,69.0,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,0.01,-5.13,-1.16,-4.15,91.8,69.7,82.5,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2
6,2024-08-06,745467,Strikeout,strikeout,True,663698,656302,Joey Bart,Dylan Cease,0,3baa0cc9-9718-461c-b1de-92e83e54f510,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.57,3.32,159.0,101.0,123.0,108.0,0.693,11.15,3.11,6.68,0.96,0.97,0.194,0.442,0.16,0.3,0.39,,,,124.0,96.0,103.0,,,,113.0,101.0,105.0,,,,,0.434,,0.47,,0.09,,,1.78,,96.9,,,87.3,,0.237,0.417,0.208,,,,0.17,0.27,0.444,0.273,0.455,0.292,,,,54.0,73.0,69.0,109.0,96.0,103.0,113.0,89.0,90.0,0.007,0.08,0.01,-5.13,-1.16,-4.15,91.8,69.7,82.5,0.154,0.231,0.405,0.25,1.0,0.0,0.25,1.0,0.2
7,2024-08-06,745467,Flyout,field_out,True,592518,663559,Manny Machado,Bailey Falter,0,392fa446-77a1-4221-be3b-8e4a3468ef54,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-06,745467,Groundout,field_out,True,630105,663559,Jake Cronenworth,Bailey Falter,0,26fa3b13-3eb1-47dc-abad-57de452a3480,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-06,745467,Single,single,False,669134,663559,Luis Campusano,Bailey Falter,0,3cacb88d-e00f-4fc5-a365-6060bdadbf9c,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.25,5.11,112.1,100.0,90.0,97.0,0.824,6.33,2.64,8.73,1.12,0.8,0.289,0.361,0.135,0.301,0.482,99.0,100.0,99.0,86.0,101.0,96.0,99.0,102.0,99.0,91.0,97.0,96.0,43.0,95.0,70.0,0.138,0.5,0.007,0.194,0.16,0.69,-7.07,1.83,0.11,-1.45,91.9,86.9,92.0,85.9,77.3,0.247,0.381,0.165,0.25,0.447,0.145,0.26,0.301,0.327,0.327,0.615,0.189,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
