,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CH%,wFA/C,wFC/C,wSI/C,wCH/C,vFA,vFC,vCH,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-05-19,746064,Strikeout,strikeout,True,650559,640455,Bryan De La Cruz,Sean Manaea,0,8d66d170-20c8-4655-987f-41ed8e463fd9,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
11,2024-05-19,746064,Double,double,False,605137,640455,Josh Bell,Sean Manaea,0,4f78ded1-fdac-4a25-9128-18d9b72866e1,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
12,2024-05-19,746064,Groundout,field_out,True,669394,640455,Jake Burger,Sean Manaea,0,976af642-a09d-47bd-b4c6-40a52e411ad1,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
13,2024-05-19,746064,Strikeout,strikeout,True,596019,664350,Francisco Lindor,Sixto Sánchez,0,59670e3b-d31e-41ec-a823-1aaebec95099,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-05-19,746064,Double,double,False,624413,664350,Pete Alonso,Sixto Sánchez,0,829f7028-41bf-4126-acdf-ebb1ac4b8650,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-05-19,746064,Groundout,field_out,True,607043,664350,Brandon Nimmo,Sixto Sánchez,1,fd0f63ab-ea53-4e61-9666-7543f1c3d936,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-05-19,746064,Pop Out,field_out,True,621466,664350,DJ Stewart,Sixto Sánchez,0,275c21eb-9d40-481a-93c5-25ed79ed04d6,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-05-19,746064,Walk,walk,False,656896,640455,Emmanuel Rivera,Sean Manaea,0,f556bf29-5ed4-4005-bd64-52fb656f97e0,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
18,2024-05-19,746064,Flyout,field_out,True,672640,640455,Otto Lopez,Sean Manaea,0,84fbebec-3a36-444f-b3d7-bee1388f1cd0,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
19,2024-05-19,746064,Home Run,home_run,False,667472,640455,Dane Myers,Sean Manaea,1,1eb4ae15-96fe-4d18-8f0d-a8c207ba231a,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
20,2024-05-19,746064,Groundout,field_out,True,660644,640455,Vidal Bruján,Sean Manaea,0,b7bfae9d-45ae-4273-9060-18479a108141,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
21,2024-05-19,746064,Groundout,field_out,True,542194,640455,Christian Bethancourt,Sean Manaea,0,ba9320b3-fb4f-4e9c-b627-80d0bd680216,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
22,2024-05-19,746064,Strikeout,strikeout,True,621438,664350,Tyrone Taylor,Sixto Sánchez,0,71e46a70-8284-4a41-922b-6eb83b2ed093,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-05-19,746064,Flyout,field_out,True,683146,664350,Brett Baty,Sixto Sánchez,0,6c93e8b1-759e-4b3f-988e-ead85e202ebb,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-05-19,746064,Groundout,field_out,True,643446,664350,Jeff McNeil,Sixto Sánchez,0,49797742-4dcd-400f-8fb7-a858d75837b9,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-05-19,746064,Groundout,field_out,True,665862,640455,Jazz Chisholm Jr.,Sean Manaea,0,8591f74e-f4a1-4b37-808d-a60326825403,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
26,2024-05-19,746064,Groundout,field_out,True,650559,640455,Bryan De La Cruz,Sean Manaea,0,8b3f56ac-3d16-423c-bfcb-219b81be863c,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
27,2024-05-19,746064,Groundout,field_out,True,605137,640455,Josh Bell,Sean Manaea,0,bee0510c-70cd-4a94-b476-e1a78373f6f3,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
28,2024-05-19,746064,Single,single,False,664056,664350,Harrison Bader,Sixto Sánchez,0,e334fcc3-0266-45c3-a69a-c3fb0f2232fd,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-05-19,746064,Single,single,True,553882,664350,Omar Narváez,Sixto Sánchez,1,ec6abe85-55c7-4c21-923b-3fa111e31c88,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-05-19,746064,Forceout,force_out,True,596019,664350,Francisco Lindor,Sixto Sánchez,1,03a6a40f-b1e1-4d70-bb51-a06f9d18bf3b,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-05-19,746064,Forceout,force_out,True,624413,664350,Pete Alonso,Sixto Sánchez,1,2c0de174-4341-4588-a38e-5b6c845e4b11,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,77.0,98.0,88.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.298,0.34,0.314,-1.21,-1.59,-4.74,1.59,93.8,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.267,0.433,0.104,0.5,1.333,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-05-19,746064,Lineout,field_out,True,669394,640455,Jake Burger,Sean Manaea,0,27142720-eb8e-4d2a-bbf9-d2c1d900d86c,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
33,2024-05-19,746064,Single,single,False,656896,640455,Emmanuel Rivera,Sean Manaea,0,c46274da-722d-4397-9c23-a011bea25ef4,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
34,2024-05-19,746064,Single,single,False,672640,640455,Otto Lopez,Sean Manaea,1,ba777a19-83f9-4c5f-8bfb-9a1a4cc8d42d,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.1,0.119,0.128,0.32,0.62,1.2,-1.41,92.5,88.4,85.6,92.5,0.242,0.273,0.178,0.316,0.456,0.258,0.227,0.295,0.213,0.229,0.344,0.19,89.0,87.0,92.0,0.255,0.11,80.2,0.143,0.429,0.328,,,,,,,,,,,,,,,,,,
