,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-09,746523,Groundout,field_out,True,624585,685299,Jorge Soler,Tanner Gordon,0,84a8cc3b-eb5c-4b77-a62b-2733cbab802e,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,0.191,-1.45,6.91,-0.25,-18.97,-3.15,92.1,84.0,93.3,85.2,80.3,0.339,0.61,0.116,0.241,0.379,0.299,0.333,0.667,0.239,0.545,1.091,0.154,,,,,,,,,,,,,,,
1,2024-08-09,746523,Strikeout,strikeout,True,663586,685299,Austin Riley,Tanner Gordon,0,44858c5b-7eb6-4a19-adea-5c41eeacabf1,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,0.191,-1.45,6.91,-0.25,-18.97,-3.15,92.1,84.0,93.3,85.2,80.3,0.339,0.61,0.116,0.241,0.379,0.299,0.333,0.667,0.239,0.545,1.091,0.154,,,,,,,,,,,,,,,
2,2024-08-09,746523,Home Run,home_run,False,542303,685299,Marcell Ozuna,Tanner Gordon,0,7dcc0318-7178-49d1-b23c-a6b3c2b33aea,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,0.191,-1.45,6.91,-0.25,-18.97,-3.15,92.1,84.0,93.3,85.2,80.3,0.339,0.61,0.116,0.241,0.379,0.299,0.333,0.667,0.239,0.545,1.091,0.154,,,,,,,,,,,,,,,
3,2024-08-09,746523,Flyout,field_out,True,621566,685299,Matt Olson,Tanner Gordon,0,c4ec4437-312b-4244-9f2c-4d2826a7424c,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,0.191,-1.45,6.91,-0.25,-18.97,-3.15,92.1,84.0,93.3,85.2,80.3,0.339,0.61,0.116,0.241,0.379,0.299,0.333,0.667,0.239,0.545,1.091,0.154,,,,,,,,,,,,,,,
4,2024-08-09,746523,Strikeout,strikeout,True,453568,656550,Charlie Blackmon,Grant Holmes,0,5da153ae-b563-44c1-9c97-8f56edb42df7,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,,,,116.0,107.0,113.0,,0.367,0.282,0.234,0.012,1.75,,1.66,1.03,-0.82,94.5,91.2,,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,,,,0.239,0.283,0.433,94.0,88.0,89.0,0.105,-3.79,92.6,0.462,0.923,0.167,,,,,,
5,2024-08-09,746523,Strikeout,strikeout,True,678662,656550,Ezequiel Tovar,Grant Holmes,0,005a58ac-f3fc-4d10-8aae-7d98a6df0f64,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,,,,116.0,107.0,113.0,,0.367,0.282,0.234,0.012,1.75,,1.66,1.03,-0.82,94.5,91.2,,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,,,,0.239,0.283,0.433,94.0,88.0,89.0,0.105,-3.79,92.6,0.462,0.923,0.167,,,,,,
6,2024-08-09,746523,Groundout,field_out,True,686668,656550,Brenton Doyle,Grant Holmes,0,635c85ff-5bdb-49cf-8fad-642e70f7e319,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,,,,116.0,107.0,113.0,,0.367,0.282,0.234,0.012,1.75,,1.66,1.03,-0.82,94.5,91.2,,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,,,,0.239,0.283,0.433,94.0,88.0,89.0,0.105,-3.79,92.6,0.462,0.923,0.167,,,,,,
7,2024-08-09,746523,Strikeout,strikeout,True,606115,685299,Orlando Arcia,Tanner Gordon,0,d3c80e37-a8ed-4a8a-980f-c880a9de8b74,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,0.191,-1.45,6.91,-0.25,-18.97,-3.15,92.1,84.0,93.3,85.2,80.3,0.339,0.61,0.116,0.241,0.379,0.299,0.333,0.667,0.239,0.545,1.091,0.154,,,,,,,,,,,,,,,
8,2024-08-09,746523,Triple,triple,False,669221,685299,Sean Murphy,Tanner Gordon,0,4d8f6afc-b4f3-4fcb-8ab6-c7165f9bd3b9,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,0.191,-1.45,6.91,-0.25,-18.97,-3.15,92.1,84.0,93.3,85.2,80.3,0.339,0.61,0.116,0.241,0.379,0.299,0.333,0.667,0.239,0.545,1.091,0.154,,,,,,,,,,,,,,,
9,2024-08-09,746523,Groundout,field_out,True,657656,685299,Ramón Laureano,Tanner Gordon,0,d5266244-7d33-4c1d-99c5-6d7061ce2044,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,0.191,-1.45,6.91,-0.25,-18.97,-3.15,92.1,84.0,93.3,85.2,80.3,0.339,0.61,0.116,0.241,0.379,0.299,0.333,0.667,0.239,0.545,1.091,0.154,,,,,,,,,,,,,,,
10,2024-08-09,746523,Strikeout,strikeout,True,672284,685299,Jarred Kelenic,Tanner Gordon,0,c1c03913-319e-437e-a992-120ebc8cf595,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,79.0,113.0,89.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.039,0.191,-1.45,6.91,-0.25,-18.97,-3.15,92.1,84.0,93.3,85.2,80.3,0.339,0.61,0.116,0.241,0.379,0.299,0.333,0.667,0.239,0.545,1.091,0.154,,,,,,,,,,,,,,,
11,2024-08-09,746523,Single,single,False,641857,656550,Ryan McMahon,Grant Holmes,0,e0134da3-ed79-485f-98f9-36584364fbbb,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,,,,116.0,107.0,113.0,,0.367,0.282,0.234,0.012,1.75,,1.66,1.03,-0.82,94.5,91.2,,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,,,,0.239,0.283,0.433,94.0,88.0,89.0,0.105,-3.79,92.6,0.462,0.923,0.167,,,,,,
12,2024-08-09,746523,Strikeout,strikeout,True,663898,656550,Brendan Rodgers,Grant Holmes,0,43a0c52e-9e88-49af-83b8-a007e3466b82,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,,,,116.0,107.0,113.0,,0.367,0.282,0.234,0.012,1.75,,1.66,1.03,-0.82,94.5,91.2,,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,,,,0.239,0.283,0.433,94.0,88.0,89.0,0.105,-3.79,92.6,0.462,0.923,0.167,,,,,,
13,2024-08-09,746523,Walk,walk,False,592178,656550,Kris Bryant,Grant Holmes,1,8a866059-6acf-4e47-94f5-2f1270642745,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,,,,116.0,107.0,113.0,,0.367,0.282,0.234,0.012,1.75,,1.66,1.03,-0.82,94.5,91.2,,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,,,,0.239,0.283,0.433,94.0,88.0,89.0,0.105,-3.79,92.6,0.462,0.923,0.167,,,,,,
14,2024-08-09,746523,Flyout,field_out,True,669911,656550,Michael Toglia,Grant Holmes,1,692b461a-7f00-4e34-8420-bcaf3e8ab4d0,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,,,,116.0,107.0,113.0,,0.367,0.282,0.234,0.012,1.75,,1.66,1.03,-0.82,94.5,91.2,,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,,,,0.239,0.283,0.433,94.0,88.0,89.0,0.105,-3.79,92.6,0.462,0.923,0.167,,,,,,
15,2024-08-09,746523,Strikeout,strikeout,True,553869,656550,Elias Díaz,Grant Holmes,0,61dccdcd-5d95-45f4-815e-84a63aaa5d88,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,,,,116.0,107.0,113.0,,0.367,0.282,0.234,0.012,1.75,,1.66,1.03,-0.82,94.5,91.2,,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,,,,0.239,0.283,0.433,94.0,88.0,89.0,0.105,-3.79,92.6,0.462,0.923,0.167,,,,,,
