,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-06-19,745887,Single,single,False,650490,657746,Yandy Díaz,Joe Ryan,0,21da6983-2b26-4e69-86a7-307c7e809b59,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-19,745887,Strikeout,strikeout,True,664040,657746,Brandon Lowe,Joe Ryan,0,68d909c3-d549-4f41-abbb-aec9a1bb27a0,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-19,745887,Single,single,False,670623,657746,Isaac Paredes,Joe Ryan,1,6729bfff-3cb5-480a-a6ff-11e71ce3ff7c,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-19,745887,Flyout,field_out,True,666139,657746,Josh Lowe,Joe Ryan,0,ed95f8a5-bc3c-4b92-a0a4-355387bdae30,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-19,745887,Strikeout,strikeout,True,668227,657746,Randy Arozarena,Joe Ryan,0,65087fa2-25fe-4643-bc2a-506bc4677b07,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-19,745887,Flyout,field_out,True,650489,671737,Willi Castro,Taj Bradley,0,5f7487c9-5a4e-4b20-b1f4-0052a8256456,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,125.0,96.0,101.0,,,,,,,124.0,100.0,116.0,,0.424,0.28,,-0.12,2.2,,,96.3,90.5,,,0.275,0.486,0.223,0.149,0.207,0.348,,,,,,,99.0,86.0,90.0,90.0,99.0,96.0,0.206,0.09,1.83,-0.92,90.8,78.8,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,
6,2024-06-19,745887,Double,double,False,663616,671737,Trevor Larnach,Taj Bradley,0,5c40610a-a994-45c5-8be6-01a4eeabf284,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,125.0,96.0,101.0,,,,,,,124.0,100.0,116.0,,0.424,0.28,,-0.12,2.2,,,96.3,90.5,,,0.275,0.486,0.223,0.149,0.207,0.348,,,,,,,99.0,86.0,90.0,90.0,99.0,96.0,0.206,0.09,1.83,-0.92,90.8,78.8,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,
7,2024-06-19,745887,Single,single,False,668904,671737,Royce Lewis,Taj Bradley,1,f433ee88-7429-436d-be4c-8cb10836a54f,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,125.0,96.0,101.0,,,,,,,124.0,100.0,116.0,,0.424,0.28,,-0.12,2.2,,,96.3,90.5,,,0.275,0.486,0.223,0.149,0.207,0.348,,,,,,,99.0,86.0,90.0,90.0,99.0,96.0,0.206,0.09,1.83,-0.92,90.8,78.8,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,
8,2024-06-19,745887,Strikeout,strikeout,True,596146,671737,Max Kepler,Taj Bradley,0,7343b426-0796-427c-bb96-83b6af276644,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,125.0,96.0,101.0,,,,,,,124.0,100.0,116.0,,0.424,0.28,,-0.12,2.2,,,96.3,90.5,,,0.275,0.486,0.223,0.149,0.207,0.348,,,,,,,99.0,86.0,90.0,90.0,99.0,96.0,0.206,0.09,1.83,-0.92,90.8,78.8,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,
9,2024-06-19,745887,Forceout,force_out,True,621043,671737,Carlos Correa,Taj Bradley,1,beff7e51-76ac-4621-8674-520fd70d7ce7,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,125.0,96.0,101.0,,,,,,,124.0,100.0,116.0,,0.424,0.28,,-0.12,2.2,,,96.3,90.5,,,0.275,0.486,0.223,0.149,0.207,0.348,,,,,,,99.0,86.0,90.0,90.0,99.0,96.0,0.206,0.09,1.83,-0.92,90.8,78.8,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,
