,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff
0,2024-07-05,745725,Strikeout,strikeout,True,680776,641482,Jarren Duran,Nestor Cortes,0,5c307f83-4bf9-4f1e-9222-59d9d836a3ff,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-05,745725,Strikeout,strikeout,True,608701,641482,Rob Refsnyder,Nestor Cortes,0,2007706c-11fa-44b7-ab38-27d7bab3d2c7,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-05,745725,Lineout,field_out,True,641933,641482,Tyler O'Neill,Nestor Cortes,0,5cd25b9d-7d21-4d19-8fd8-38d7fec207ee,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-05,745725,Pop Out,field_out,True,700250,656557,Ben Rice,Tanner Houck,0,c9922271-d5b4-4fa3-8871-babf16a35d71,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,,,,0.2,0.4,0.235,0.191,0.275,0.294,,,,0.275,0.344,0.129,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,,,,,,,,,,
4,2024-07-05,745725,Strikeout,strikeout,True,665742,656557,Juan Soto,Tanner Houck,0,894fbc9e-2f5e-4188-b70f-d7e09bc67b7b,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,,,,0.2,0.4,0.235,0.191,0.275,0.294,,,,0.275,0.344,0.129,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,,,,,,,,,,
5,2024-07-05,745725,Groundout,field_out,True,592450,656557,Aaron Judge,Tanner Houck,0,965a6736-b819-43cc-99d1-b0df66e65f6a,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,,,,0.2,0.4,0.235,0.191,0.275,0.294,,,,0.275,0.344,0.129,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,,,,,,,,,,
6,2024-07-05,745725,Strikeout,strikeout,True,646240,641482,Rafael Devers,Nestor Cortes,0,f5175560-8259-4b3e-8fb2-4b0e5f9f55b9,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-05,745725,Groundout,field_out,True,657136,641482,Connor Wong,Nestor Cortes,0,4755a39e-e2df-415a-9cba-d0b13b142477,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-05,745725,Double,double,False,663853,641482,Romy Gonzalez,Nestor Cortes,0,d869c0ff-c241-4df8-b0b6-7dfe98b53112,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-05,745725,Strikeout,strikeout,True,807799,641482,Masataka Yoshida,Nestor Cortes,0,4d6dc179-ceba-466d-970c-a516a4829f0c,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,,,,,,,
