,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-15,747038,Groundout,field_out,True,543807,680694,George Springer,Kyle Bradish,0,412458bc-5e68-4f23-8a65-4efe724ab1a0,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,
1,2024-05-15,747038,Strikeout,strikeout,True,662139,680694,Daulton Varsho,Kyle Bradish,0,65dcff3f-154e-4c65-bf2f-330cec07f81b,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,
2,2024-05-15,747038,Groundout,field_out,True,665489,680694,Vladimir Guerrero Jr.,Kyle Bradish,0,47d23645-a81a-4137-8d16-abf0c8acc2be,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,
3,2024-05-15,747038,Home Run,home_run,False,676059,579328,Jordan Westburg,Yusei Kikuchi,0,522c0cf3-5ac6-4013-99c4-5bf4d1cc00a9,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.244,0.107,-0.31,,-0.05,-0.17,0.45,95.6,87.2,,89.2,82.9,,,,0.241,0.31,0.297,0.278,0.435,0.271,0.302,0.55,0.269,0.189,0.264,0.329,,,,,,,,,,,,,,,
4,2024-05-15,747038,Strikeout,strikeout,True,668939,579328,Adley Rutschman,Yusei Kikuchi,0,55bfc3bd-b571-43a0-8373-8b7b6dd4b55a,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.244,0.107,-0.31,,-0.05,-0.17,0.45,95.6,87.2,,89.2,82.9,,,,0.241,0.31,0.297,0.278,0.435,0.271,0.302,0.55,0.269,0.189,0.264,0.329,,,,,,,,,,,,,,,
5,2024-05-15,747038,Strikeout,strikeout,True,663624,579328,Ryan Mountcastle,Yusei Kikuchi,0,052564f8-8e87-4ebc-8ebd-e5c60f37dc37,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.244,0.107,-0.31,,-0.05,-0.17,0.45,95.6,87.2,,89.2,82.9,,,,0.241,0.31,0.297,0.278,0.435,0.271,0.302,0.55,0.269,0.189,0.264,0.329,,,,,,,,,,,,,,,
6,2024-05-15,747038,Walk,walk,False,683002,579328,Gunnar Henderson,Yusei Kikuchi,0,7a2ba1f5-45c4-42f2-af52-b6f9cab5c344,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.244,0.107,-0.31,,-0.05,-0.17,0.45,95.6,87.2,,89.2,82.9,,,,0.241,0.31,0.297,0.278,0.435,0.271,0.302,0.55,0.269,0.189,0.264,0.329,,,,,,,,,,,,,,,
7,2024-05-15,747038,Strikeout,strikeout,True,623993,579328,Anthony Santander,Yusei Kikuchi,0,4cfd5bbc-f302-483f-864c-27d5191608f2,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.244,0.107,-0.31,,-0.05,-0.17,0.45,95.6,87.2,,89.2,82.9,,,,0.241,0.31,0.297,0.278,0.435,0.271,0.302,0.55,0.269,0.189,0.264,0.329,,,,,,,,,,,,,,,
8,2024-05-15,747038,Single,single,False,666182,680694,Bo Bichette,Kyle Bradish,0,b66d75b3-d944-43ae-a8b9-609b3ceef4c5,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,
9,2024-05-15,747038,Flyout,field_out,True,643376,680694,Danny Jansen,Kyle Bradish,0,89b361b5-0315-4cc4-87dd-5ffbc89d8738,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,
