,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,CH%,wFC/C,wKC/C,wCH/C,vFC,vCH,vKC,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-09-24,744802,Field Error,field_error,False,502054,680730,Tommy Pham,Mitchell Parker,0,af2a8ee8-ae0f-4da4-98f0-2c57d5f63e4c,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.31,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.135,0.321,0.441,97.0,96.0,96.0,78.0,101.0,96.0,106.0,107.0,110.0,89.0,94.0,94.0,0.486,0.191,0.098,0.225,0.07,-0.6,-0.73,0.47,92.5,85.6,84.5,80.5,0.276,0.425,0.12,0.233,0.4,0.372,0.252,0.36,0.263,0.238,0.429,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-24,744802,Single,single,False,677951,680730,Bobby Witt Jr.,Mitchell Parker,1,bad8de30-2b16-4b0b-b94a-296958b171cf,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.31,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.135,0.321,0.441,97.0,96.0,96.0,78.0,101.0,96.0,106.0,107.0,110.0,89.0,94.0,94.0,0.486,0.191,0.098,0.225,0.07,-0.6,-0.73,0.47,92.5,85.6,84.5,80.5,0.276,0.425,0.12,0.233,0.4,0.372,0.252,0.36,0.263,0.238,0.429,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-24,744802,Single,single,False,521692,680730,Salvador Perez,Mitchell Parker,1,c80fe445-0539-4fb2-87f6-15d42599ae6d,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.31,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.135,0.321,0.441,97.0,96.0,96.0,78.0,101.0,96.0,106.0,107.0,110.0,89.0,94.0,94.0,0.486,0.191,0.098,0.225,0.07,-0.6,-0.73,0.47,92.5,85.6,84.5,80.5,0.276,0.425,0.12,0.233,0.4,0.372,0.252,0.36,0.263,0.238,0.429,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-24,744802,Double Play,double_play,True,493329,680730,Yuli Gurriel,Mitchell Parker,1,e7ff7cba-5556-46af-8920-0ddc7c25306a,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.31,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.135,0.321,0.441,97.0,96.0,96.0,78.0,101.0,96.0,106.0,107.0,110.0,89.0,94.0,94.0,0.486,0.191,0.098,0.225,0.07,-0.6,-0.73,0.47,92.5,85.6,84.5,80.5,0.276,0.425,0.12,0.233,0.4,0.372,0.252,0.36,0.263,0.238,0.429,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-24,744802,Groundout,field_out,True,666023,680730,Freddy Fermin,Mitchell Parker,0,8b428ceb-f4fa-488f-9f80-baa145e7ced7,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.31,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.135,0.321,0.441,97.0,96.0,96.0,78.0,101.0,96.0,106.0,107.0,110.0,89.0,94.0,94.0,0.486,0.191,0.098,0.225,0.07,-0.6,-0.73,0.47,92.5,85.6,84.5,80.5,0.276,0.425,0.12,0.233,0.4,0.372,0.252,0.36,0.263,0.238,0.429,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-24,744802,Pop Out,field_out,True,686611,666142,Dylan Crews,Cole Ragans,0,9b8d1bbd-6f38-4a7e-9159-bf94b58793d0,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.27,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.298,0.409,,,,105.0,101.0,106.0,132.0,106.0,114.0,,,,0.418,,0.128,,0.85,,-0.34,,95.4,,86.0,,0.213,0.361,0.231,,,,0.14,0.256,0.352,0.21,0.305,0.326,114.0,98.0,103.0,101.0,97.0,101.0,88.0,94.0,91.0,0.113,0.104,0.237,0.26,0.9,1.43,90.7,84.8,80.8,0.183,0.28,0.478,0.348,0.455,0.228,,,,,,,,,
6,2024-09-24,744802,Walk,walk,False,695578,666142,James Wood,Cole Ragans,0,fd113da7-9dcf-4449-a8d8-abdeb92af2d4,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.27,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.298,0.409,,,,105.0,101.0,106.0,132.0,106.0,114.0,,,,0.418,,0.128,,0.85,,-0.34,,95.4,,86.0,,0.213,0.361,0.231,,,,0.14,0.256,0.352,0.21,0.305,0.326,114.0,98.0,103.0,101.0,97.0,101.0,88.0,94.0,91.0,0.113,0.104,0.237,0.26,0.9,1.43,90.7,84.8,80.8,0.183,0.28,0.478,0.348,0.455,0.228,,,,,,,,,
7,2024-09-24,744802,Walk,walk,False,660766,666142,Juan Yepez,Cole Ragans,1,d161f769-bf0c-4aa9-b1c3-a456f22b57fd,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.27,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.298,0.409,,,,105.0,101.0,106.0,132.0,106.0,114.0,,,,0.418,,0.128,,0.85,,-0.34,,95.4,,86.0,,0.213,0.361,0.231,,,,0.14,0.256,0.352,0.21,0.305,0.326,114.0,98.0,103.0,101.0,97.0,101.0,88.0,94.0,91.0,0.113,0.104,0.237,0.26,0.9,1.43,90.7,84.8,80.8,0.183,0.28,0.478,0.348,0.455,0.228,,,,,,,,,
8,2024-09-24,744802,Flyout,field_out,True,677588,666142,José Tena,Cole Ragans,0,ca49ef52-c5b8-4780-abb6-c8664f02ed69,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.27,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.298,0.409,,,,105.0,101.0,106.0,132.0,106.0,114.0,,,,0.418,,0.128,,0.85,,-0.34,,95.4,,86.0,,0.213,0.361,0.231,,,,0.14,0.256,0.352,0.21,0.305,0.326,114.0,98.0,103.0,101.0,97.0,101.0,88.0,94.0,91.0,0.113,0.104,0.237,0.26,0.9,1.43,90.7,84.8,80.8,0.183,0.28,0.478,0.348,0.455,0.228,,,,,,,,,
9,2024-09-24,744802,Groundout,field_out,True,660688,666142,Keibert Ruiz,Cole Ragans,0,e52785b3-ccf8-45c8-810b-97e1ad2214cd,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.27,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.298,0.409,,,,105.0,101.0,106.0,132.0,106.0,114.0,,,,0.418,,0.128,,0.85,,-0.34,,95.4,,86.0,,0.213,0.361,0.231,,,,0.14,0.256,0.352,0.21,0.305,0.326,114.0,98.0,103.0,101.0,97.0,101.0,88.0,94.0,91.0,0.113,0.104,0.237,0.26,0.9,1.43,90.7,84.8,80.8,0.183,0.28,0.478,0.348,0.455,0.228,,,,,,,,,
