,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-09-05,745612,Hit By Pitch,hit_by_pitch,False,645302,683155,Victor Robles,Joey Estes,0,c910e15f-68a9-41c3-9923-9c6aa76d0d02,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,79.0,106.0,100.0,54.0,97.0,86.0,113.0,114.0,117.0,112.0,89.0,91.0,0.02,0.526,0.008,0.335,0.111,0.24,-13.82,-2.23,0.78,-2.49,92.4,86.4,84.6,90.3,79.3,0.251,0.463,0.175,0.189,0.321,0.23,0.217,0.406,0.258,0.343,0.714,0.193,0.2,0.5,0.063,,,,,,,,,,,,
1,2024-09-05,745612,Groundout,field_out,True,677594,683155,Julio Rodríguez,Joey Estes,1,e08c5dca-cb64-4040-9463-2b90c446d7fc,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,79.0,106.0,100.0,54.0,97.0,86.0,113.0,114.0,117.0,112.0,89.0,91.0,0.02,0.526,0.008,0.335,0.111,0.24,-13.82,-2.23,0.78,-2.49,92.4,86.4,84.6,90.3,79.3,0.251,0.463,0.175,0.189,0.321,0.23,0.217,0.406,0.258,0.343,0.714,0.193,0.2,0.5,0.063,,,,,,,,,,,,
2,2024-09-05,745612,Home Run,home_run,False,663728,683155,Cal Raleigh,Joey Estes,1,fde3a27f-fb1e-4fb8-bf2e-f5559ef61742,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,79.0,106.0,100.0,54.0,97.0,86.0,113.0,114.0,117.0,112.0,89.0,91.0,0.02,0.526,0.008,0.335,0.111,0.24,-13.82,-2.23,0.78,-2.49,92.4,86.4,84.6,90.3,79.3,0.251,0.463,0.175,0.189,0.321,0.23,0.217,0.406,0.258,0.343,0.714,0.193,0.2,0.5,0.063,,,,,,,,,,,,
3,2024-09-05,745612,Double,double,False,670042,683155,Luke Raley,Joey Estes,0,ccec3b1a-3599-4ea1-a024-096e759cd6ba,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,79.0,106.0,100.0,54.0,97.0,86.0,113.0,114.0,117.0,112.0,89.0,91.0,0.02,0.526,0.008,0.335,0.111,0.24,-13.82,-2.23,0.78,-2.49,92.4,86.4,84.6,90.3,79.3,0.251,0.463,0.175,0.189,0.321,0.23,0.217,0.406,0.258,0.343,0.714,0.193,0.2,0.5,0.063,,,,,,,,,,,,
4,2024-09-05,745612,Flyout,field_out,True,457759,683155,Justin Turner,Joey Estes,0,6db511c8-033d-4d59-96f6-27b826f2bd63,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,79.0,106.0,100.0,54.0,97.0,86.0,113.0,114.0,117.0,112.0,89.0,91.0,0.02,0.526,0.008,0.335,0.111,0.24,-13.82,-2.23,0.78,-2.49,92.4,86.4,84.6,90.3,79.3,0.251,0.463,0.175,0.189,0.321,0.23,0.217,0.406,0.258,0.343,0.714,0.193,0.2,0.5,0.063,,,,,,,,,,,,
5,2024-09-05,745612,Flyout,field_out,True,593871,683155,Jorge Polanco,Joey Estes,0,752d8915-345c-4e06-8b85-0bd8035066e7,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,79.0,106.0,100.0,54.0,97.0,86.0,113.0,114.0,117.0,112.0,89.0,91.0,0.02,0.526,0.008,0.335,0.111,0.24,-13.82,-2.23,0.78,-2.49,92.4,86.4,84.6,90.3,79.3,0.251,0.463,0.175,0.189,0.321,0.23,0.217,0.406,0.258,0.343,0.714,0.193,0.2,0.5,0.063,,,,,,,,,,,,
6,2024-09-05,745612,Groundout,field_out,True,671732,693433,Lawrence Butler,Bryan Woo,0,00e768ce-5c29-4076-9670-9cf23a6d644a,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.36,2.53,99.0,108.0,104.0,108.0,0.808,7.0,0.82,6.82,0.91,1.01,0.284,0.363,0.151,0.243,0.511,86.0,101.0,97.0,97.0,110.0,107.0,117.0,111.0,111.0,114.0,103.0,110.0,,,,0.234,0.488,,0.179,0.098,1.46,,1.96,1.82,1.17,94.8,,89.6,94.6,84.2,0.222,0.348,0.243,0.065,0.065,0.396,0.25,0.429,0.188,0.167,0.292,0.167,0.225,0.324,0.104,,,,,,,,,,,,
7,2024-09-05,745612,Strikeout,strikeout,True,667670,693433,Brent Rooker,Bryan Woo,0,f2daab88-e2a9-4909-a2b9-4d5785315a0e,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.36,2.53,99.0,108.0,104.0,108.0,0.808,7.0,0.82,6.82,0.91,1.01,0.284,0.363,0.151,0.243,0.511,86.0,101.0,97.0,97.0,110.0,107.0,117.0,111.0,111.0,114.0,103.0,110.0,,,,0.234,0.488,,0.179,0.098,1.46,,1.96,1.82,1.17,94.8,,89.6,94.6,84.2,0.222,0.348,0.243,0.065,0.065,0.396,0.25,0.429,0.188,0.167,0.292,0.167,0.225,0.324,0.104,,,,,,,,,,,,
8,2024-09-05,745612,Flyout,field_out,True,668709,693433,JJ Bleday,Bryan Woo,0,177db3f9-aeec-48c5-b128-223ea27a30af,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.36,2.53,99.0,108.0,104.0,108.0,0.808,7.0,0.82,6.82,0.91,1.01,0.284,0.363,0.151,0.243,0.511,86.0,101.0,97.0,97.0,110.0,107.0,117.0,111.0,111.0,114.0,103.0,110.0,,,,0.234,0.488,,0.179,0.098,1.46,,1.96,1.82,1.17,94.8,,89.6,94.6,84.2,0.222,0.348,0.243,0.065,0.065,0.396,0.25,0.429,0.188,0.167,0.292,0.167,0.225,0.324,0.104,,,,,,,,,,,,
9,2024-09-05,745612,Flyout,field_out,True,571745,683155,Mitch Haniger,Joey Estes,0,d343d7bc-2928-48b2-ba00-8531d521db2f,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,4.46,4.16,111.0,106.0,92.0,105.0,0.83,6.97,1.86,8.27,1.46,0.41,0.259,0.414,0.166,0.3,0.481,80.0,91.0,93.0,79.0,106.0,100.0,54.0,97.0,86.0,113.0,114.0,117.0,112.0,89.0,91.0,0.02,0.526,0.008,0.335,0.111,0.24,-13.82,-2.23,0.78,-2.49,92.4,86.4,84.6,90.3,79.3,0.251,0.463,0.175,0.189,0.321,0.23,0.217,0.406,0.258,0.343,0.714,0.193,0.2,0.5,0.063,,,,,,,,,,,,
