,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff
0,2024-07-06,746044,Single,single,False,502054,630023,Tommy Pham,Yonny Chirinos,0,5d11179b-ffd3-47b2-b238-2be015646d0b,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,99.0,97.0,92.0,0.292,0.176,0.159,0.373,-4.05,0.12,-6.55,1.09,93.0,85.6,92.8,85.1,0.514,0.811,0.134,0.2,0.3,0.238,0.3,0.65,0.308,0.158,0.316,0.194,,,,,,,,,,,,,,,,,,
1,2024-07-06,746044,Single,single,False,643217,630023,Andrew Benintendi,Yonny Chirinos,1,bd9d4c2b-2c8b-4122-aa49-3f635149a990,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,99.0,97.0,92.0,0.292,0.176,0.159,0.373,-4.05,0.12,-6.55,1.09,93.0,85.6,92.8,85.1,0.514,0.811,0.134,0.2,0.3,0.238,0.3,0.65,0.308,0.158,0.316,0.194,,,,,,,,,,,,,,,,,,
2,2024-07-06,746044,Forceout,force_out,True,673357,630023,Luis Robert Jr.,Yonny Chirinos,1,90795bae-a07e-4529-88dd-40dc0ccb47ee,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,99.0,97.0,92.0,0.292,0.176,0.159,0.373,-4.05,0.12,-6.55,1.09,93.0,85.6,92.8,85.1,0.514,0.811,0.134,0.2,0.3,0.238,0.3,0.65,0.308,0.158,0.316,0.194,,,,,,,,,,,,,,,,,,
3,2024-07-06,746044,Double Play,double_play,True,657757,630023,Gavin Sheets,Yonny Chirinos,1,b73bff77-dc01-4a80-b295-71896aedb10e,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,99.0,97.0,92.0,0.292,0.176,0.159,0.373,-4.05,0.12,-6.55,1.09,93.0,85.6,92.8,85.1,0.514,0.811,0.134,0.2,0.3,0.238,0.3,0.65,0.308,0.158,0.316,0.194,,,,,,,,,,,,,,,,,,
4,2024-07-06,746044,Strikeout,strikeout,True,665862,676979,Jazz Chisholm Jr.,Garrett Crochet,0,f0987a8e-dec6-4b43-a96c-eae77cdd5f3e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,105.0,103.0,103.0,,,,138.0,99.0,103.0,,,,,0.552,,0.114,1.77,,,-2.87,97.0,,,84.1,,,,0.227,0.614,0.372,0.188,0.274,0.31,,,,69.0,103.0,103.0,92.0,107.0,104.0,0.273,0.061,2.05,-0.38,91.4,90.8,0.213,0.283,0.351,0.179,0.321,0.279
5,2024-07-06,746044,Groundout,field_out,True,650559,676979,Bryan De La Cruz,Garrett Crochet,0,81716138-b154-44ac-98a5-835ad5253482,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,105.0,103.0,103.0,,,,138.0,99.0,103.0,,,,,0.552,,0.114,1.77,,,-2.87,97.0,,,84.1,,,,0.227,0.614,0.372,0.188,0.274,0.31,,,,69.0,103.0,103.0,92.0,107.0,104.0,0.273,0.061,2.05,-0.38,91.4,90.8,0.213,0.283,0.351,0.179,0.321,0.279
6,2024-07-06,746044,Single,single,False,669394,676979,Jake Burger,Garrett Crochet,0,2a265430-6fb0-4acc-8497-e1156f80bcf8,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,105.0,103.0,103.0,,,,138.0,99.0,103.0,,,,,0.552,,0.114,1.77,,,-2.87,97.0,,,84.1,,,,0.227,0.614,0.372,0.188,0.274,0.31,,,,69.0,103.0,103.0,92.0,107.0,104.0,0.273,0.061,2.05,-0.38,91.4,90.8,0.213,0.283,0.351,0.179,0.321,0.279
7,2024-07-06,746044,Single,single,False,667472,676979,Dane Myers,Garrett Crochet,1,2854637a-6700-47be-b564-f970fd8483d1,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,105.0,103.0,103.0,,,,138.0,99.0,103.0,,,,,0.552,,0.114,1.77,,,-2.87,97.0,,,84.1,,,,0.227,0.614,0.372,0.188,0.274,0.31,,,,69.0,103.0,103.0,92.0,107.0,104.0,0.273,0.061,2.05,-0.38,91.4,90.8,0.213,0.283,0.351,0.179,0.321,0.279
8,2024-07-06,746044,Forceout,force_out,True,656896,676979,Emmanuel Rivera,Garrett Crochet,1,3506c673-27b3-4c02-85e3-120a8accc693,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,105.0,103.0,103.0,,,,138.0,99.0,103.0,,,,,0.552,,0.114,1.77,,,-2.87,97.0,,,84.1,,,,0.227,0.614,0.372,0.188,0.274,0.31,,,,69.0,103.0,103.0,92.0,107.0,104.0,0.273,0.061,2.05,-0.38,91.4,90.8,0.213,0.283,0.351,0.179,0.321,0.279
9,2024-07-06,746044,Flyout,field_out,True,683734,630023,Andrew Vaughn,Yonny Chirinos,0,a5c8738e-1663-4600-ae74-4c7df9ce2643,630023.0,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,5.76,4.07,25.0,99.0,114.0,100.0,0.8,7.56,3.24,12.24,1.8,0.73,0.271,0.341,0.2,0.294,0.451,67.0,97.0,86.0,101.0,101.0,102.0,153.0,99.0,109.0,99.0,97.0,92.0,0.292,0.176,0.159,0.373,-4.05,0.12,-6.55,1.09,93.0,85.6,92.8,85.1,0.514,0.811,0.134,0.2,0.3,0.238,0.3,0.65,0.308,0.158,0.316,0.194,,,,,,,,,,,,,,,,,,
