,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-23,746597,Groundout,field_out,True,543760,676440,Marcus Semien,Tanner Bibee,0,029d81bc-1b55-4397-863e-04e634526e54,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-23,746597,Single,single,False,608369,676440,Corey Seager,Tanner Bibee,0,20c5fdb6-5548-4881-aa26-bb08044fa4f7,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-23,746597,Strikeout,strikeout,True,669701,676440,Josh Smith,Tanner Bibee,0,01a0150d-dccc-40cd-9052-335bac081cb9,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-23,746597,Pop Out,field_out,True,666969,676440,Adolis García,Tanner Bibee,0,ab8c603c-ee93-491a-8d7b-3c2408c86e98,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-23,746597,Flyout,field_out,True,680757,543135,Steven Kwan,Nathan Eovaldi,0,67be06cc-fca7-4df0-b8d4-851586ef375c,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,,0.375,0.031,0.135,,1.27,,-1.5,-1.28,,95.5,,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,-0.05,1.64,91.5,88.6,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,,,,
5,2024-08-23,746597,Strikeout,strikeout,True,682177,543135,Daniel Schneemann,Nathan Eovaldi,0,86311bdb-9a19-453c-bb2b-05f5fac8d392,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,,0.375,0.031,0.135,,1.27,,-1.5,-1.28,,95.5,,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,-0.05,1.64,91.5,88.6,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,,,,
6,2024-08-23,746597,Walk,walk,False,608070,543135,José Ramírez,Nathan Eovaldi,0,35de3628-158a-4dc8-8019-b22fe2766abc,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,,0.375,0.031,0.135,,1.27,,-1.5,-1.28,,95.5,,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,-0.05,1.64,91.5,88.6,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,,,,
7,2024-08-23,746597,Lineout,field_out,True,647304,543135,Josh Naylor,Nathan Eovaldi,0,c3c070f1-a9f4-498f-8ee6-f905ccb7f1e1,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,,0.375,0.031,0.135,,1.27,,-1.5,-1.28,,95.5,,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,-0.05,1.64,91.5,88.6,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,,,,
8,2024-08-23,746597,Single,single,False,663993,676440,Nathaniel Lowe,Tanner Bibee,0,ef8233b7-91f0-49ef-82bf-7d12b0c6b24b,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-23,746597,Double,double,False,673962,676440,Josh Jung,Tanner Bibee,1,eea1d096-a746-4c54-8fba-642a32f6d57f,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-23,746597,Pop Out,field_out,True,694671,676440,Wyatt Langford,Tanner Bibee,0,5646278a-becc-4e86-b01e-fcf1fe38ed93,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-23,746597,Strikeout,strikeout,True,641680,676440,Jonah Heim,Tanner Bibee,0,c0143dfd-6779-4e45-9f5d-12ebe93b9464,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-23,746597,Single,single,False,665750,676440,Leody Taveras,Tanner Bibee,1,60e7172b-732f-4488-b341-9aa3ba6b31cf,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-08-23,746597,Walk,walk,False,543760,676440,Marcus Semien,Tanner Bibee,1,bd21f82a-5721-4e07-88c8-44fa4ad79c1d,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.0,0.443,0.261,0.11,0.185,-0.86,-3.49,1.5,-0.6,0.44,94.6,82.4,92.5,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
