,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-15,746437,Flyout,field_out,True,645302,656412,Victor Robles,Alex Faedo,0,ab6cefed-44a1-470a-b637-6f8abdd81667,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-15,746437,Walk,walk,False,593871,656412,Jorge Polanco,Alex Faedo,0,00520e26-9996-4049-8bbe-465befe88be8,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-15,746437,Walk,walk,False,668227,656412,Randy Arozarena,Alex Faedo,1,30981db7-353b-462a-8ac0-7ba70ba19fce,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-15,746437,Strikeout,strikeout,True,663728,656412,Cal Raleigh,Alex Faedo,0,1a3af881-faa5-4c67-aca4-18d451d2a500,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-15,746437,Walk,walk,False,670042,656412,Luke Raley,Alex Faedo,1,29ac7db6-d2fe-4405-9763-27decd4141b4,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-15,746437,Walk,walk,False,457759,656412,Justin Turner,Alex Faedo,1,a479c67f-12b9-40a2-a7d8-c26873ed22fb,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-15,746437,Groundout,field_out,True,686527,656412,Dominic Canzone,Alex Faedo,0,bf7e1ef5-dc1a-4d0b-ac20-04ca9d8f4a8b,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.29,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.313,0.362,108.0,102.0,108.0,91.0,94.0,89.0,80.0,93.0,90.0,116.0,106.0,110.0,0.054,0.352,0.396,0.199,-0.54,-4.02,0.91,-0.84,94.0,89.1,93.5,83.2,0.218,0.437,0.247,0.171,0.314,0.43,0.286,0.405,0.268,0.545,0.727,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-15,746437,Groundout,field_out,True,669234,682243,Justyn-Henry Malloy,Bryce Miller,0,78ec6faa-7710-4adc-b66e-6655025ceb9b,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,,,,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,0.177,0.433,0.164,,1.57,1.7,-0.65,,95.1,,94.7,84.3,0.19,0.365,0.268,0.219,0.563,0.243,,,,0.248,0.347,0.09,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.021,0.167,0.037,-0.88,1.14,-0.41,91.9,84.2,85.2,0.165,0.256,0.288,0.275,0.475,0.134,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,
8,2024-08-15,746437,Flyout,field_out,True,681481,682243,Kerry Carpenter,Bryce Miller,0,94be5cc7-5c91-4032-ad41-97c71aa1c5c3,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,,,,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,0.177,0.433,0.164,,1.57,1.7,-0.65,,95.1,,94.7,84.3,0.19,0.365,0.268,0.219,0.563,0.243,,,,0.248,0.347,0.09,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.021,0.167,0.037,-0.88,1.14,-0.41,91.9,84.2,85.2,0.165,0.256,0.288,0.275,0.475,0.134,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,
9,2024-08-15,746437,Groundout,field_out,True,690993,682243,Colt Keith,Bryce Miller,0,b653a80c-8f1d-44b6-b639-92095ddbfaa8,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,SEA,3.23,3.73,150.2,102.0,111.0,105.0,0.779,8.54,1.97,6.87,1.13,0.85,0.255,0.405,0.138,0.306,0.44,,,,123.0,103.0,108.0,99.0,102.0,99.0,122.0,96.0,101.0,0.177,0.433,0.164,,1.57,1.7,-0.65,,95.1,,94.7,84.3,0.19,0.365,0.268,0.219,0.563,0.243,,,,0.248,0.347,0.09,91.0,104.0,111.0,87.0,84.0,88.0,90.0,108.0,109.0,0.021,0.167,0.037,-0.88,1.14,-0.41,91.9,84.2,85.2,0.165,0.256,0.288,0.275,0.475,0.134,0.238,0.333,0.4,0.286,0.429,0.19,,,,,,
10,2024-08-15,746437,Strikeout,strikeout,True,664238,628317,Dylan Moore,Kenta Maeda,0,e719acfa-a7eb-4fdd-b87b-0bc21d996076,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.14,4.53,99.2,100.0,91.0,99.0,0.783,7.31,2.62,10.29,1.81,0.82,0.188,0.466,0.169,0.275,0.39,,,,67.0,98.0,90.0,61.0,105.0,94.0,97.0,95.0,96.0,0.072,0.236,0.367,,-3.07,0.65,-0.43,,90.7,,90.4,81.7,0.394,0.732,0.127,0.299,0.535,0.264,,,,0.258,0.29,0.127,,,,,,,109.0,105.0,110.0,,0.309,,,-0.21,,,83.9,,0.213,0.409,0.289,0.289,0.421,0.221,0.667,1.0,0.0,,,,80.0,77.0,79.0,0.017,-5.18,76.5
11,2024-08-15,746437,Pop Out,field_out,True,668942,628317,Josh Rojas,Kenta Maeda,0,068cd932-a8e8-4287-a447-a34ee4307967,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,DET,6.14,4.53,99.2,100.0,91.0,99.0,0.783,7.31,2.62,10.29,1.81,0.82,0.188,0.466,0.169,0.275,0.39,,,,67.0,98.0,90.0,61.0,105.0,94.0,97.0,95.0,96.0,0.072,0.236,0.367,,-3.07,0.65,-0.43,,90.7,,90.4,81.7,0.394,0.732,0.127,0.299,0.535,0.264,,,,0.258,0.29,0.127,,,,,,,109.0,105.0,110.0,,0.309,,,-0.21,,,83.9,,0.213,0.409,0.289,0.289,0.421,0.221,0.667,1.0,0.0,,,,80.0,77.0,79.0,0.017,-5.18,76.5
