,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-03,745888,Strikeout,strikeout,True,663837,701581,Matt Vierling,David Festa,0,cb1a415c-93fd-4d47-814d-0a07b03a5165,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,10.8,6.14,10.0,104.0,101.0,108.0,0.798,7.2,0.9,14.4,3.6,0.76,0.211,0.5,0.184,0.263,0.453,66.0,110.0,113.0,105.0,101.0,103.0,120.0,104.0,110.0,0.428,0.333,0.239,-1.27,-4.0,-7.45,95.5,88.5,86.8,0.316,0.632,0.2,0.385,0.615,0.158,0.357,0.929,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-03,745888,Groundout,field_out,True,690993,701581,Colt Keith,David Festa,0,ce10ba53-b854-4af7-ad92-eb8aa68509ee,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,10.8,6.14,10.0,104.0,101.0,108.0,0.798,7.2,0.9,14.4,3.6,0.76,0.211,0.5,0.184,0.263,0.453,66.0,110.0,113.0,105.0,101.0,103.0,120.0,104.0,110.0,0.428,0.333,0.239,-1.27,-4.0,-7.45,95.5,88.5,86.8,0.316,0.632,0.2,0.385,0.615,0.158,0.357,0.929,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-03,745888,Triple,triple,False,682985,701581,Riley Greene,David Festa,0,a8a9fa08-cd83-4a0b-af9d-05c88ba33e6d,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,10.8,6.14,10.0,104.0,101.0,108.0,0.798,7.2,0.9,14.4,3.6,0.76,0.211,0.5,0.184,0.263,0.453,66.0,110.0,113.0,105.0,101.0,103.0,120.0,104.0,110.0,0.428,0.333,0.239,-1.27,-4.0,-7.45,95.5,88.5,86.8,0.316,0.632,0.2,0.385,0.615,0.158,0.357,0.929,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-03,745888,Flyout,field_out,True,608348,701581,Carson Kelly,David Festa,0,ef6704ad-9cf6-4d04-b7c7-4668b0ba182f,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,10.8,6.14,10.0,104.0,101.0,108.0,0.798,7.2,0.9,14.4,3.6,0.76,0.211,0.5,0.184,0.263,0.453,66.0,110.0,113.0,105.0,101.0,103.0,120.0,104.0,110.0,0.428,0.333,0.239,-1.27,-4.0,-7.45,95.5,88.5,86.8,0.316,0.632,0.2,0.385,0.615,0.158,0.357,0.929,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-03,745888,Flyout,field_out,True,650489,672456,Willi Castro,Keider Montero,0,dbdda184-07c5-44c7-9d6d-35b740b0be2e,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,0.444,0.333,0.103,-0.18,2.93,-8.6,95.3,85.9,83.1,0.103,0.103,0.359,0.265,0.51,0.191,0.667,1.5,0.533,93.0,100.0,109.0,0.12,-5.91,79.1,0.375,0.688,0.185,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-03,745888,Groundout,field_out,True,663616,672456,Trevor Larnach,Keider Montero,0,154365b7-19c7-415d-a4a3-ab89ca6023a5,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,0.444,0.333,0.103,-0.18,2.93,-8.6,95.3,85.9,83.1,0.103,0.103,0.359,0.265,0.51,0.191,0.667,1.5,0.533,93.0,100.0,109.0,0.12,-5.91,79.1,0.375,0.688,0.185,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-03,745888,Double,double,False,621043,672456,Carlos Correa,Keider Montero,0,a8a15017-ff9d-4942-b015-711b70d1281a,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,0.444,0.333,0.103,-0.18,2.93,-8.6,95.3,85.9,83.1,0.103,0.103,0.359,0.265,0.51,0.191,0.667,1.5,0.533,93.0,100.0,109.0,0.12,-5.91,79.1,0.375,0.688,0.185,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-03,745888,Strikeout,strikeout,True,467793,672456,Carlos Santana,Keider Montero,0,76cd0148-8266-4ccf-b918-b72fe89ce2c3,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.47,4.83,26.1,98.0,96.0,99.0,0.741,7.86,3.42,8.89,1.71,1.11,0.247,0.455,0.13,0.325,0.46,80.0,86.0,85.0,93.0,103.0,99.0,106.0,94.0,100.0,0.444,0.333,0.103,-0.18,2.93,-8.6,95.3,85.9,83.1,0.103,0.103,0.359,0.265,0.51,0.191,0.667,1.5,0.533,93.0,100.0,109.0,0.12,-5.91,79.1,0.375,0.688,0.185,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-03,745888,Groundout,field_out,True,672761,701581,Wenceel Pérez,David Festa,0,262be5df-6a00-4c3a-9741-d6e1ddca7970,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,10.8,6.14,10.0,104.0,101.0,108.0,0.798,7.2,0.9,14.4,3.6,0.76,0.211,0.5,0.184,0.263,0.453,66.0,110.0,113.0,105.0,101.0,103.0,120.0,104.0,110.0,0.428,0.333,0.239,-1.27,-4.0,-7.45,95.5,88.5,86.8,0.316,0.632,0.2,0.385,0.615,0.158,0.357,0.929,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-03,745888,Strikeout,strikeout,True,669234,701581,Justyn-Henry Malloy,David Festa,0,e8e8f1cf-41d2-42b2-be25-130319bcb4bb,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,10.8,6.14,10.0,104.0,101.0,108.0,0.798,7.2,0.9,14.4,3.6,0.76,0.211,0.5,0.184,0.263,0.453,66.0,110.0,113.0,105.0,101.0,103.0,120.0,104.0,110.0,0.428,0.333,0.239,-1.27,-4.0,-7.45,95.5,88.5,86.8,0.316,0.632,0.2,0.385,0.615,0.158,0.357,0.929,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
