,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff
0,2024-09-20,745123,Flyout,field_out,True,682657,502043,Angel Martínez,Kyle Gibson,0,06fa1113-2b10-404d-ab53-a3fa4d78bd3f,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.13,4.82,165.2,98.0,93.0,95.0,0.756,7.93,3.53,8.47,1.2,1.3,0.218,0.427,0.172,0.343,0.36,98.0,92.0,89.0,103.0,103.0,105.0,81.0,89.0,85.0,84.0,101.0,96.0,103.0,103.0,105.0,96.0,94.0,90.0,0.27,0.13,0.209,0.209,0.086,0.097,-1.31,0.5,0.29,0.88,-1.77,0.81,91.4,88.6,84.9,90.7,80.7,78.3,0.263,0.419,0.093,0.202,0.315,0.412,0.297,0.45,0.189,0.271,0.571,0.067,0.2,0.267,0.375,0.297,0.649,0.466,,,
1,2024-09-20,745123,Walk,walk,False,700932,502043,Kyle Manzardo,Kyle Gibson,0,353c8f09-44bb-42ae-9d9e-f048d791da36,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.13,4.82,165.2,98.0,93.0,95.0,0.756,7.93,3.53,8.47,1.2,1.3,0.218,0.427,0.172,0.343,0.36,98.0,92.0,89.0,103.0,103.0,105.0,81.0,89.0,85.0,84.0,101.0,96.0,103.0,103.0,105.0,96.0,94.0,90.0,0.27,0.13,0.209,0.209,0.086,0.097,-1.31,0.5,0.29,0.88,-1.77,0.81,91.4,88.6,84.9,90.7,80.7,78.3,0.263,0.419,0.093,0.202,0.315,0.412,0.297,0.45,0.189,0.271,0.571,0.067,0.2,0.267,0.375,0.297,0.649,0.466,,,
2,2024-09-20,745123,Pop Out,field_out,True,608070,502043,José Ramírez,Kyle Gibson,0,406f33d6-ab58-4d1d-9e73-15ebc67e953b,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.13,4.82,165.2,98.0,93.0,95.0,0.756,7.93,3.53,8.47,1.2,1.3,0.218,0.427,0.172,0.343,0.36,98.0,92.0,89.0,103.0,103.0,105.0,81.0,89.0,85.0,84.0,101.0,96.0,103.0,103.0,105.0,96.0,94.0,90.0,0.27,0.13,0.209,0.209,0.086,0.097,-1.31,0.5,0.29,0.88,-1.77,0.81,91.4,88.6,84.9,90.7,80.7,78.3,0.263,0.419,0.093,0.202,0.315,0.412,0.297,0.45,0.189,0.271,0.571,0.067,0.2,0.267,0.375,0.297,0.649,0.466,,,
3,2024-09-20,745123,Groundout,field_out,True,647304,502043,Josh Naylor,Kyle Gibson,0,bbdc888a-cfd4-4e46-a79d-c3335804c8b4,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.13,4.82,165.2,98.0,93.0,95.0,0.756,7.93,3.53,8.47,1.2,1.3,0.218,0.427,0.172,0.343,0.36,98.0,92.0,89.0,103.0,103.0,105.0,81.0,89.0,85.0,84.0,101.0,96.0,103.0,103.0,105.0,96.0,94.0,90.0,0.27,0.13,0.209,0.209,0.086,0.097,-1.31,0.5,0.29,0.88,-1.77,0.81,91.4,88.6,84.9,90.7,80.7,78.3,0.263,0.419,0.093,0.202,0.315,0.412,0.297,0.45,0.189,0.271,0.571,0.067,0.2,0.267,0.375,0.297,0.649,0.466,,,
4,2024-09-20,745123,Strikeout,strikeout,True,691026,594902,Masyn Winn,Ben Lively,0,c7ac82a7-7606-491e-a8b7-6ce0d523414a,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.8,4.0,147.0,102.0,67.0,93.0,0.831,6.98,2.76,8.2,1.41,1.02,0.229,0.41,0.128,0.307,0.433,76.0,108.0,96.0,44.0,107.0,94.0,57.0,95.0,83.0,57.0,108.0,95.0,104.0,103.0,101.0,,,,0.288,0.315,,0.221,0.085,0.092,-0.3,,0.7,-0.05,0.31,-0.35,89.9,,83.9,90.4,79.3,76.9,0.223,0.394,0.133,0.235,0.422,0.235,,,,0.279,0.525,0.157,0.262,0.369,0.19,0.197,0.344,0.192,0.238,0.476,0.426
5,2024-09-20,745123,Lineout,field_out,True,676475,594902,Alec Burleson,Ben Lively,0,4087a841-8b92-4ac1-b65f-3e60a142b854,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.8,4.0,147.0,102.0,67.0,93.0,0.831,6.98,2.76,8.2,1.41,1.02,0.229,0.41,0.128,0.307,0.433,76.0,108.0,96.0,44.0,107.0,94.0,57.0,95.0,83.0,57.0,108.0,95.0,104.0,103.0,101.0,,,,0.288,0.315,,0.221,0.085,0.092,-0.3,,0.7,-0.05,0.31,-0.35,89.9,,83.9,90.4,79.3,76.9,0.223,0.394,0.133,0.235,0.422,0.235,,,,0.279,0.525,0.157,0.262,0.369,0.19,0.197,0.344,0.192,0.238,0.476,0.426
6,2024-09-20,745123,Groundout,field_out,True,502671,594902,Paul Goldschmidt,Ben Lively,0,65feaefa-a480-43db-b509-8f8a38cf4e26,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.8,4.0,147.0,102.0,67.0,93.0,0.831,6.98,2.76,8.2,1.41,1.02,0.229,0.41,0.128,0.307,0.433,76.0,108.0,96.0,44.0,107.0,94.0,57.0,95.0,83.0,57.0,108.0,95.0,104.0,103.0,101.0,,,,0.288,0.315,,0.221,0.085,0.092,-0.3,,0.7,-0.05,0.31,-0.35,89.9,,83.9,90.4,79.3,76.9,0.223,0.394,0.133,0.235,0.422,0.235,,,,0.279,0.525,0.157,0.262,0.369,0.19,0.197,0.344,0.192,0.238,0.476,0.426
7,2024-09-20,745123,Flyout,field_out,True,657041,502043,Lane Thomas,Kyle Gibson,0,8d617273-22e4-4e61-94d1-35bf86e546e2,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.13,4.82,165.2,98.0,93.0,95.0,0.756,7.93,3.53,8.47,1.2,1.3,0.218,0.427,0.172,0.343,0.36,98.0,92.0,89.0,103.0,103.0,105.0,81.0,89.0,85.0,84.0,101.0,96.0,103.0,103.0,105.0,96.0,94.0,90.0,0.27,0.13,0.209,0.209,0.086,0.097,-1.31,0.5,0.29,0.88,-1.77,0.81,91.4,88.6,84.9,90.7,80.7,78.3,0.263,0.419,0.093,0.202,0.315,0.412,0.297,0.45,0.189,0.271,0.571,0.067,0.2,0.267,0.375,0.297,0.649,0.466,,,
8,2024-09-20,745123,Groundout,field_out,True,665926,502043,Andrés Giménez,Kyle Gibson,0,724acefa-b09f-48ee-a0f2-7d7cfa5d717d,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.13,4.82,165.2,98.0,93.0,95.0,0.756,7.93,3.53,8.47,1.2,1.3,0.218,0.427,0.172,0.343,0.36,98.0,92.0,89.0,103.0,103.0,105.0,81.0,89.0,85.0,84.0,101.0,96.0,103.0,103.0,105.0,96.0,94.0,90.0,0.27,0.13,0.209,0.209,0.086,0.097,-1.31,0.5,0.29,0.88,-1.77,0.81,91.4,88.6,84.9,90.7,80.7,78.3,0.263,0.419,0.093,0.202,0.315,0.412,0.297,0.45,0.189,0.271,0.571,0.067,0.2,0.267,0.375,0.297,0.649,0.466,,,
9,2024-09-20,745123,Groundout,field_out,True,686823,502043,Will Brennan,Kyle Gibson,0,32fb3594-8cfb-475b-b8a5-2f42c08c086e,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.13,4.82,165.2,98.0,93.0,95.0,0.756,7.93,3.53,8.47,1.2,1.3,0.218,0.427,0.172,0.343,0.36,98.0,92.0,89.0,103.0,103.0,105.0,81.0,89.0,85.0,84.0,101.0,96.0,103.0,103.0,105.0,96.0,94.0,90.0,0.27,0.13,0.209,0.209,0.086,0.097,-1.31,0.5,0.29,0.88,-1.77,0.81,91.4,88.6,84.9,90.7,80.7,78.3,0.263,0.419,0.093,0.202,0.315,0.412,0.297,0.45,0.189,0.271,0.571,0.067,0.2,0.267,0.375,0.297,0.649,0.466,,,
10,2024-09-20,745123,Flyout,field_out,True,571448,594902,Nolan Arenado,Ben Lively,0,9d0a3788-babd-47fa-905b-ada8b9890b1f,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.8,4.0,147.0,102.0,67.0,93.0,0.831,6.98,2.76,8.2,1.41,1.02,0.229,0.41,0.128,0.307,0.433,76.0,108.0,96.0,44.0,107.0,94.0,57.0,95.0,83.0,57.0,108.0,95.0,104.0,103.0,101.0,,,,0.288,0.315,,0.221,0.085,0.092,-0.3,,0.7,-0.05,0.31,-0.35,89.9,,83.9,90.4,79.3,76.9,0.223,0.394,0.133,0.235,0.422,0.235,,,,0.279,0.525,0.157,0.262,0.369,0.19,0.197,0.344,0.192,0.238,0.476,0.426
11,2024-09-20,745123,Groundout,field_out,True,680977,594902,Brendan Donovan,Ben Lively,0,f8d193dd-ca88-4bc2-96d3-0176805e1afd,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.8,4.0,147.0,102.0,67.0,93.0,0.831,6.98,2.76,8.2,1.41,1.02,0.229,0.41,0.128,0.307,0.433,76.0,108.0,96.0,44.0,107.0,94.0,57.0,95.0,83.0,57.0,108.0,95.0,104.0,103.0,101.0,,,,0.288,0.315,,0.221,0.085,0.092,-0.3,,0.7,-0.05,0.31,-0.35,89.9,,83.9,90.4,79.3,76.9,0.223,0.394,0.133,0.235,0.422,0.235,,,,0.279,0.525,0.157,0.262,0.369,0.19,0.197,0.344,0.192,0.238,0.476,0.426
12,2024-09-20,745123,Flyout,field_out,True,663457,594902,Lars Nootbaar,Ben Lively,0,fcd1ec19-59bd-4491-a068-713d93bc36f5,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.8,4.0,147.0,102.0,67.0,93.0,0.831,6.98,2.76,8.2,1.41,1.02,0.229,0.41,0.128,0.307,0.433,76.0,108.0,96.0,44.0,107.0,94.0,57.0,95.0,83.0,57.0,108.0,95.0,104.0,103.0,101.0,,,,0.288,0.315,,0.221,0.085,0.092,-0.3,,0.7,-0.05,0.31,-0.35,89.9,,83.9,90.4,79.3,76.9,0.223,0.394,0.133,0.235,0.422,0.235,,,,0.279,0.525,0.157,0.262,0.369,0.19,0.197,0.344,0.192,0.238,0.476,0.426
