,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-04-24,746244,Walk,walk,False,681297,542881,Colton Cowser,Tyler Anderson,0,eeea735b-6174-4856-9a87-cd8b4cfa24b3,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-24,746244,Groundout,field_out,True,622761,542881,Jorge Mateo,Tyler Anderson,0,c988a0da-7b48-4345-bdbf-0d761822a08d,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-24,746244,Strikeout,strikeout,True,593934,665152,Miguel Sanó,Dean Kremer,0,20d1edc1-3020-4160-9575-77775af73c6e,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
13,2024-04-24,746244,Strikeout,strikeout,True,681351,665152,Logan O'Hoppe,Dean Kremer,0,9570f845-c996-4f7e-ac0a-7255b0fc7af3,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
14,2024-04-24,746244,Flyout,field_out,True,666160,665152,Mickey Moniak,Dean Kremer,0,e919943e-a449-4bbc-a7ab-0e4e651fdc68,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
15,2024-04-24,746244,Home Run,home_run,False,683002,542881,Gunnar Henderson,Tyler Anderson,0,24b10fb5-f9ab-43f2-bd83-e44d127dfe94,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-04-24,746244,Groundout,field_out,True,668939,542881,Adley Rutschman,Tyler Anderson,0,c4f98b1d-05fa-4da6-9524-32f246949793,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-04-24,746244,Walk,walk,False,663624,542881,Ryan Mountcastle,Tyler Anderson,0,a3fbf5fb-c055-4008-aff4-7121c4118a81,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-24,746244,Walk,walk,False,623993,542881,Anthony Santander,Tyler Anderson,1,a042e3fe-55ec-49e4-883f-be717c424d63,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-24,746244,Groundout,field_out,True,676059,542881,Jordan Westburg,Tyler Anderson,1,06311ef2-2312-4511-9012-c50f6238a8c7,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-24,746244,Pop Out,field_out,True,656775,542881,Cedric Mullins,Tyler Anderson,0,799126d4-da66-44ca-9919-7d0dfc91ade4,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-04-24,746244,Strikeout,strikeout,True,666176,665152,Jo Adell,Dean Kremer,0,9cb7b55c-e96a-4cef-a3fc-2517bccc5854,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
22,2024-04-24,746244,Walk,walk,False,650859,665152,Luis Rengifo,Dean Kremer,0,aec66ee5-f048-4ee0-b23f-9b848b61ec4f,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
23,2024-04-24,746244,Strikeout,strikeout,True,687263,665152,Zach Neto,Dean Kremer,0,86b40691-fa5b-4aed-8cf3-59217160ad61,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
24,2024-04-24,746244,Flyout,field_out,True,545361,665152,Mike Trout,Dean Kremer,1,52f948ef-da04-4b7b-bcd5-0655061349b9,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
25,2024-04-24,746244,Strikeout,strikeout,True,543510,542881,James McCann,Tyler Anderson,0,b0f79e71-b975-4fc8-b1c6-2bfd20d875eb,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-04-24,746244,Strikeout,strikeout,True,681297,542881,Colton Cowser,Tyler Anderson,0,dfcab7fe-62ac-4018-95d6-3fe36d941a8b,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-04-24,746244,Strikeout,strikeout,True,622761,542881,Jorge Mateo,Tyler Anderson,0,2bb2ddee-3585-44f7-bbc9-58678641fa84,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-04-24,746244,Flyout,field_out,True,694384,665152,Nolan Schanuel,Dean Kremer,0,5c7497d4-dfa0-4966-b454-efe250d849df,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
29,2024-04-24,746244,Strikeout,strikeout,True,621493,665152,Taylor Ward,Dean Kremer,0,9d6b70c2-e3fe-4a08-8944-c6f0576d0c4a,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
30,2024-04-24,746244,Strikeout,strikeout,True,593934,665152,Miguel Sanó,Dean Kremer,0,942dea68-5a85-46a7-9139-e83e7ca51ec2,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,,,,92.0,101.0,101.0,81.0,103.0,97.0,,,,99.0,104.0,100.0,0.123,0.339,0.273,,,-0.75,0.88,0.94,,,93.4,86.9,,92.0,,,,,0.247,0.644,0.242,0.23,0.338,0.245,0.211,0.342,0.061,83.0,101.0,98.0,73.0,92.0,91.0,0.153,0.112,0.0,-0.21,83.9,77.4,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,
31,2024-04-24,746244,Double,double,False,683002,542881,Gunnar Henderson,Tyler Anderson,0,36b90340-a121-4faf-8970-dfb38163b97c,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-04-24,746244,Single,single,False,668939,542881,Adley Rutschman,Tyler Anderson,1,61270195-9210-484e-a390-33fb7f319fb2,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,2.97,4.42,118.0,100.0,95.0,99.0,0.757,6.18,3.58,6.94,1.07,0.82,0.194,0.501,0.157,0.262,0.408,104.0,101.0,106.0,88.0,99.0,96.0,65.0,93.0,79.0,65.0,57.0,84.0,100.0,102.0,98.0,0.038,0.403,0.19,0.003,0.366,-0.19,-0.14,-2.78,-4.61,1.6,89.2,83.8,78.7,88.1,77.9,0.18,0.238,0.374,0.239,0.472,0.163,0.221,0.39,0.244,0.222,0.611,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,
