,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
10,2024-08-10,745873,Pop Out,field_out,True,678877,680573,Jhonkensy Noel,Simeon Woods Richardson,0,58f4b903-eef9-458b-820c-40eeb4bbbb96,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-10,745873,Flyout,field_out,True,596146,668909,Max Kepler,Gavin Williams,0,95dc656f-f3d3-46fd-9bb7-aa8fee52204c,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
12,2024-08-10,745873,Strikeout,strikeout,True,467793,668909,Carlos Santana,Gavin Williams,0,7977975f-ba1a-4045-9efc-1a187f72e047,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
13,2024-08-10,745873,Groundout,field_out,True,669304,668909,Jose Miranda,Gavin Williams,0,85cd003d-41be-4593-a1d7-9ac417ef5293,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
14,2024-08-10,745873,Flyout,field_out,True,682177,680573,Daniel Schneemann,Simeon Woods Richardson,0,f7e48a8b-0320-49ca-9626-1fef4d731bab,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-08-10,745873,Groundout,field_out,True,666310,680573,Bo Naylor,Simeon Woods Richardson,0,fba4b4d9-029d-44bf-9057-30ce0b194bf2,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-10,745873,Strikeout,strikeout,True,680757,680573,Steven Kwan,Simeon Woods Richardson,0,c8d1fcb2-9537-432d-98e6-f21fac60f371,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-10,745873,Single,single,False,680777,668909,Ryan Jeffers,Gavin Williams,0,a669068d-6a38-430e-b3de-9890906e4bd3,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
18,2024-08-10,745873,Fielders Choice,fielders_choice,False,668885,668909,Austin Martin,Gavin Williams,1,148c842f-f4ca-4e6e-8f62-2d28328ddff7,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
19,2024-08-10,745873,Forceout,force_out,True,650489,668909,Willi Castro,Gavin Williams,1,1016c256-0bb2-4d03-b178-04e4a686552f,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
20,2024-08-10,745873,Groundout,field_out,True,663616,668909,Trevor Larnach,Gavin Williams,1,9b0ed7e2-a2ac-4544-91cd-98c4a780fa17,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
21,2024-08-10,745873,Groundout,field_out,True,670242,668909,Matt Wallner,Gavin Williams,0,9d1860d8-9b83-42d2-99d2-f5d01055cf86,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
22,2024-08-10,745873,Strikeout,strikeout,True,657041,680573,Lane Thomas,Simeon Woods Richardson,0,94155c67-1563-4f6a-97db-da60bdead5d0,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-08-10,745873,Flyout,field_out,True,608070,680573,José Ramírez,Simeon Woods Richardson,0,607552ee-19f2-48eb-ac50-c7071a95e47f,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-08-10,745873,Single,single,False,647304,680573,Josh Naylor,Simeon Woods Richardson,0,8f660521-3042-4b9f-b75d-cb1b9e2b676b,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-08-10,745873,Strikeout,strikeout,True,681807,680573,David Fry,Simeon Woods Richardson,0,ad45e2d1-52e3-41f1-8a3c-af035dc07937,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-08-10,745873,Groundout,field_out,True,621439,668909,Byron Buxton,Gavin Williams,0,645ee97b-bf9c-4f67-b9e9-cbf2941ce9cd,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
27,2024-08-10,745873,Lineout,field_out,True,596146,668909,Max Kepler,Gavin Williams,0,e0dfcf4f-e5d3-4e00-afad-24e55af852f0,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
28,2024-08-10,745873,Flyout,field_out,True,467793,668909,Carlos Santana,Gavin Williams,0,423a4f62-8488-48bd-af22-7f4e60726a5a,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
29,2024-08-10,745873,Groundout,field_out,True,665926,680573,Andrés Giménez,Simeon Woods Richardson,0,73cde284-2903-4a46-9d62-124e7d5f9e9b,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-08-10,745873,Groundout,field_out,True,678877,680573,Jhonkensy Noel,Simeon Woods Richardson,0,2ebd6221-71c2-4e8c-916e-63430e71380f,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-08-10,745873,Strikeout,strikeout,True,682177,680573,Daniel Schneemann,Simeon Woods Richardson,0,0c9a7548-1248-48b5-9af5-19d772bb7e6f,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-08-10,745873,Groundout,field_out,True,669304,668909,Jose Miranda,Gavin Williams,0,f1533e07-4083-4b20-8103-82fcfdb19104,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
33,2024-08-10,745873,Lineout,field_out,True,680777,668909,Ryan Jeffers,Gavin Williams,0,6078a611-db6e-430b-b31b-71676e25ab28,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,110.0,62.0,89.0,0.531,0.096,0.204,0.064,0.15,-1.16,-0.46,-5.66,96.8,89.2,88.5,79.6,0.288,0.413,0.237,0.353,0.529,0.295,0.5,1.0,0.091,0.167,0.352,0.274,92.0,98.0,90.0,0.105,1.25,91.7,0.136,0.318,0.298,,,,,,,,,,,,,,,,,,,,,
