,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,FO%,wFO/C,vFO
0,2024-06-01,746138,Flyout,field_out,True,453568,808967,Charlie Blackmon,Yoshinobu Yamamoto,0,59ae7f62-ed1f-47ba-ba92-eb5c92428b3a,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,
1,2024-06-01,746138,Double,double,False,678662,808967,Ezequiel Tovar,Yoshinobu Yamamoto,0,9195596f-7812-4c7a-a346-850044277dbf,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,
2,2024-06-01,746138,Groundout,field_out,True,641857,808967,Ryan McMahon,Yoshinobu Yamamoto,1,3bb59f60-5bce-4676-942f-fdb998c966ca,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,
3,2024-06-01,746138,Walk,walk,False,553869,808967,Elias Díaz,Yoshinobu Yamamoto,0,0341485c-5d85-4380-81fa-2f52703b7ed9,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,
4,2024-06-01,746138,Strikeout,strikeout,True,592178,808967,Kris Bryant,Yoshinobu Yamamoto,0,54db74fe-9b2f-4a94-ac2a-4bb8f58ae316,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,
5,2024-06-01,746138,Flyout,field_out,True,605141,615698,Mookie Betts,Cal Quantrill,0,a819f826-48b4-40d5-8396-abf0ad7b3700,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,96.0,101.0,104.0,,,,79.0,97.0,90.0,,,,80.0,99.0,95.0,115.0,95.0,98.0,0.397,,0.134,0.336,,0.107,,-1.43,1.52,-1.66,,0.34,,87.7,86.1,93.8,,79.9,,,,0.178,0.253,0.253,0.242,0.424,0.267,,,,0.347,0.571,0.173,0.322,0.573,0.2,88.0,97.0,103.0,0.025,1.78,84.9,0.222,0.222,0.167,,,
6,2024-06-01,746138,Flyout,field_out,True,660271,615698,Shohei Ohtani,Cal Quantrill,0,8007b35d-07c7-41de-a595-1ec8afc37a6e,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,96.0,101.0,104.0,,,,79.0,97.0,90.0,,,,80.0,99.0,95.0,115.0,95.0,98.0,0.397,,0.134,0.336,,0.107,,-1.43,1.52,-1.66,,0.34,,87.7,86.1,93.8,,79.9,,,,0.178,0.253,0.253,0.242,0.424,0.267,,,,0.347,0.571,0.173,0.322,0.573,0.2,88.0,97.0,103.0,0.025,1.78,84.9,0.222,0.222,0.167,,,
7,2024-06-01,746138,Groundout,field_out,True,518692,615698,Freddie Freeman,Cal Quantrill,0,765d3f05-d0ed-4f27-9ee4-c7bd47665d53,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,96.0,101.0,104.0,,,,79.0,97.0,90.0,,,,80.0,99.0,95.0,115.0,95.0,98.0,0.397,,0.134,0.336,,0.107,,-1.43,1.52,-1.66,,0.34,,87.7,86.1,93.8,,79.9,,,,0.178,0.253,0.253,0.242,0.424,0.267,,,,0.347,0.571,0.173,0.322,0.573,0.2,88.0,97.0,103.0,0.025,1.78,84.9,0.222,0.222,0.167,,,
8,2024-06-01,746138,Double,double,False,663898,808967,Brendan Rodgers,Yoshinobu Yamamoto,0,d2c39a23-2ed6-453d-920c-4be06de9107f,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,
9,2024-06-01,746138,Groundout,field_out,True,660707,808967,Elehuris Montero,Yoshinobu Yamamoto,1,3b8a02b3-55d7-4aa1-a92b-fca125e318d8,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,106.0,105.0,113.0,83.0,103.0,95.0,102.0,110.0,103.0,120.0,113.0,120.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.407,0.053,0.248,0.033,0.226,1.22,2.17,-0.01,-0.61,0.93,0.52,95.5,91.3,90.1,94.9,86.5,77.9,0.248,0.396,0.194,0.188,0.3,0.348,0.23,0.41,0.319,0.133,0.133,0.333,0.231,0.308,0.242,0.3,0.5,0.143,,,,,,,,,,,,
