,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,vSC (sc),SC%,wSC/C,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff
0,2024-07-14,746449,Lineout,field_out,True,660271,689225,Shohei Ohtani,Beau Brieske,0,0ce17d39-03c6-457b-a470-f34aa2cffc4b,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,0.313,0.64,3.04,-1.69,-0.15,96.0,88.4,95.2,86.4,0.255,0.426,0.352,0.235,0.294,0.182,0.2,0.28,0.077,0.25,0.667,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-14,746449,Double,double,False,669257,689225,Will Smith,Beau Brieske,0,fa4c310b-d355-43b9-9c4a-71212cff2d6b,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,0.313,0.64,3.04,-1.69,-0.15,96.0,88.4,95.2,86.4,0.255,0.426,0.352,0.235,0.294,0.182,0.2,0.28,0.077,0.25,0.667,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-14,746449,Flyout,field_out,True,518692,689225,Freddie Freeman,Beau Brieske,0,7cef0d65-19b5-489c-912c-9cca8fd5c404,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,0.313,0.64,3.04,-1.69,-0.15,96.0,88.4,95.2,86.4,0.255,0.426,0.352,0.235,0.294,0.182,0.2,0.28,0.077,0.25,0.667,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-14,746449,Double,double,False,606192,689225,Teoscar Hernández,Beau Brieske,1,0956ff87-acab-4bc9-a3af-14d24ce60f01,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,0.313,0.64,3.04,-1.69,-0.15,96.0,88.4,95.2,86.4,0.255,0.426,0.352,0.235,0.294,0.182,0.2,0.28,0.077,0.25,0.667,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-14,746449,Single,single,False,681624,689225,Andy Pages,Beau Brieske,1,76eaac7a-6274-4ef8-a7ab-8c57e152e83a,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,0.313,0.64,3.04,-1.69,-0.15,96.0,88.4,95.2,86.4,0.255,0.426,0.352,0.235,0.294,0.182,0.2,0.28,0.077,0.25,0.667,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-14,746449,Single,single,False,500743,689225,Miguel Rojas,Beau Brieske,1,34dde0f6-f1c3-46d0-b8a2-b9a9d9f6259d,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,0.313,0.64,3.04,-1.69,-0.15,96.0,88.4,95.2,86.4,0.255,0.426,0.352,0.235,0.294,0.182,0.2,0.28,0.077,0.25,0.667,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-14,746449,Caught Stealing 2B,caught_stealing_2b,True,666158,689225,Gavin Lux,Beau Brieske,1,0f8d1b03-cf99-4743-95d9-e29b2df5dff4,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.55,3.82,31.2,102.0,109.0,103.0,0.779,8.81,3.13,7.96,0.57,0.92,0.159,0.341,0.182,0.273,0.408,101.0,107.0,112.0,118.0,103.0,103.0,90.0,104.0,93.0,123.0,91.0,97.0,0.147,0.35,0.19,0.313,0.64,3.04,-1.69,-0.15,96.0,88.4,95.2,86.4,0.255,0.426,0.352,0.235,0.294,0.182,0.2,0.28,0.077,0.25,0.667,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-14,746449,Strikeout,strikeout,True,672761,641703,Wenceel Pérez,Brent Honeywell,0,159c9b0b-87a1-4211-8720-6a4bf0125935,641703.0,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,1.42,4.07,6.1,100.0,85.0,98.0,0.87,4.26,2.84,5.68,0.0,0.88,0.3,0.3,0.15,0.2,0.433,126.0,131.0,126.0,57.0,89.0,84.0,67.0,97.0,69.0,111.0,107.0,112.0,0.01,0.464,0.392,0.031,2.58,-48.7,2.25,15.19,94.7,84.9,94.3,84.4,,,,0.2,0.3,0.217,,,,0.167,0.167,0.182,81.6,0.103,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-14,746449,Strikeout,strikeout,True,690993,641703,Colt Keith,Brent Honeywell,0,f4b3d031-31a2-4967-a044-f2e0257e0e78,641703.0,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,1.42,4.07,6.1,100.0,85.0,98.0,0.87,4.26,2.84,5.68,0.0,0.88,0.3,0.3,0.15,0.2,0.433,126.0,131.0,126.0,57.0,89.0,84.0,67.0,97.0,69.0,111.0,107.0,112.0,0.01,0.464,0.392,0.031,2.58,-48.7,2.25,15.19,94.7,84.9,94.3,84.4,,,,0.2,0.3,0.217,,,,0.167,0.167,0.182,81.6,0.103,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-14,746449,Flyout,field_out,True,663837,641703,Matt Vierling,Brent Honeywell,0,6faf1f4c-f031-4c09-8a69-25c4e7150e42,641703.0,brenthoneywell,Honeywell,Right,Brent Honeywell,- - -,1.42,4.07,6.1,100.0,85.0,98.0,0.87,4.26,2.84,5.68,0.0,0.88,0.3,0.3,0.15,0.2,0.433,126.0,131.0,126.0,57.0,89.0,84.0,67.0,97.0,69.0,111.0,107.0,112.0,0.01,0.464,0.392,0.031,2.58,-48.7,2.25,15.19,94.7,84.9,94.3,84.4,,,,0.2,0.3,0.217,,,,0.167,0.167,0.182,81.6,0.103,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
