,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KN%,wFA/C,wFC/C,wSI/C,wSL/C,wKN/C,vFA,vFC,vSI,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-05-11,745422,Strikeout,strikeout,True,605141,663362,Mookie Betts,Matt Waldron,0,c79cb578-5ce4-40e1-92a9-b218ae165e56,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-11,745422,Flyout,field_out,True,660271,663362,Shohei Ohtani,Matt Waldron,0,218ea46a-7a14-4a6c-aaa9-38e6f741fb14,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-11,745422,Home Run,home_run,False,518692,663362,Freddie Freeman,Matt Waldron,0,84ead2d2-ba29-4d9a-8210-cf30993091ed,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-11,745422,Strikeout,strikeout,True,669257,663362,Will Smith,Matt Waldron,0,e78574fe-121f-4f84-9002-c7532f52eed2,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-11,745422,Lineout,field_out,True,650333,572020,Luis Arraez,James Paxton,0,2ab633d2-f4d0-4633-9eb5-0adffe7c1a90,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,,69.0,98.0,85.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.577,0.037,,,0.34,-3.42,-4.92,,,93.2,84.0,92.6,,,,,0.243,0.381,0.138,,,,0.462,0.692,0.095,0.308,0.769,0.13,71.0,97.0,96.0,79.0,96.0,96.0,0.284,0.07,-0.23,-1.66,82.6,80.8,0.224,0.355,0.358,0.217,0.348,0.31,,,,,,,,,,,,,,,
5,2024-05-11,745422,Groundout,field_out,True,665487,572020,Fernando Tatis Jr.,James Paxton,0,34186481-6116-44e4-bdb4-52e372252618,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,,69.0,98.0,85.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.577,0.037,,,0.34,-3.42,-4.92,,,93.2,84.0,92.6,,,,,0.243,0.381,0.138,,,,0.462,0.692,0.095,0.308,0.769,0.13,71.0,97.0,96.0,79.0,96.0,96.0,0.284,0.07,-0.23,-1.66,82.6,80.8,0.224,0.355,0.358,0.217,0.348,0.31,,,,,,,,,,,,,,,
6,2024-05-11,745422,Single,single,False,595777,572020,Jurickson Profar,James Paxton,0,f3555573-e7eb-4c36-8b0e-e69d6bb09498,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,,69.0,98.0,85.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.577,0.037,,,0.34,-3.42,-4.92,,,93.2,84.0,92.6,,,,,0.243,0.381,0.138,,,,0.462,0.692,0.095,0.308,0.769,0.13,71.0,97.0,96.0,79.0,96.0,96.0,0.284,0.07,-0.23,-1.66,82.6,80.8,0.224,0.355,0.358,0.217,0.348,0.31,,,,,,,,,,,,,,,
7,2024-05-11,745422,Groundout,field_out,True,592518,572020,Manny Machado,James Paxton,0,193c1197-9f9b-4230-b5bf-a596b3df2857,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,,69.0,98.0,85.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.577,0.037,,,0.34,-3.42,-4.92,,,93.2,84.0,92.6,,,,,0.243,0.381,0.138,,,,0.462,0.692,0.095,0.308,0.769,0.13,71.0,97.0,96.0,79.0,96.0,96.0,0.284,0.07,-0.23,-1.66,82.6,80.8,0.224,0.355,0.358,0.217,0.348,0.31,,,,,,,,,,,,,,,
8,2024-05-11,745422,Flyout,field_out,True,571970,663362,Max Muncy,Matt Waldron,0,f8efcb71-0af5-4439-856e-56530429fc3d,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-11,745422,Strikeout,strikeout,True,606192,663362,Teoscar Hernández,Matt Waldron,0,0c689ea0-1100-45ba-b4a5-22d488543ac1,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,77.6,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,0.395,0.35,1.49,0.78,0.59,-0.13,90.7,87.0,90.0,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,0.288,0.411,0.067,0.208,0.292,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
