,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-08,746717,Groundout,field_out,True,682998,668933,Corbin Carroll,Graham Ashcraft,0,c604a172-36cb-488d-94e9-21d746e1d940,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-08,746717,Pop Out,field_out,True,606466,668933,Ketel Marte,Graham Ashcraft,0,b3b7f5d4-1533-4eda-9fa3-fd3796e7cad3,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-08,746717,Strikeout,strikeout,True,592626,668933,Joc Pederson,Graham Ashcraft,0,6d4b8ec1-257a-4786-9d72-058a210051b8,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-08,746717,Single,single,False,663697,656756,Jonathan India,Jordan Montgomery,0,f4b83923-9607-40f6-baed-975a8fa8d40e,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,,0.022,0.19,,-1.73,4.12,-2.03,,82.8,91.7,83.4,,,,0.0,0.0,0.7,0.371,0.567,0.135,0.319,0.638,0.382,108.0,102.0,105.0,69.0,99.0,90.0,0.164,0.292,-1.97,-0.37,91.9,79.0,0.268,0.437,0.315,0.34,0.44,0.17,,,,,,,,,
4,2024-05-08,746717,Grounded Into DP,grounded_into_double_play,True,682829,656756,Elly De La Cruz,Jordan Montgomery,1,d8a21e04-5fef-4895-8515-58317df12997,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,,0.022,0.19,,-1.73,4.12,-2.03,,82.8,91.7,83.4,,,,0.0,0.0,0.7,0.371,0.567,0.135,0.319,0.638,0.382,108.0,102.0,105.0,69.0,99.0,90.0,0.164,0.292,-1.97,-0.37,91.9,79.0,0.268,0.437,0.315,0.34,0.44,0.17,,,,,,,,,
5,2024-05-08,746717,Groundout,field_out,True,668715,656756,Spencer Steer,Jordan Montgomery,0,9f9ef064-1b1c-4153-9764-e1f1584c46e5,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,,0.022,0.19,,-1.73,4.12,-2.03,,82.8,91.7,83.4,,,,0.0,0.0,0.7,0.371,0.567,0.135,0.319,0.638,0.382,108.0,102.0,105.0,69.0,99.0,90.0,0.164,0.292,-1.97,-0.37,91.9,79.0,0.268,0.437,0.315,0.34,0.44,0.17,,,,,,,,,
6,2024-05-08,746717,Single,single,False,572233,668933,Christian Walker,Graham Ashcraft,0,febc641d-dcd1-402a-b5d9-3ff7c98f7254,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-08,746717,Grounded Into DP,grounded_into_double_play,True,666971,668933,Lourdes Gurriel Jr.,Graham Ashcraft,1,eb88f135-9151-49aa-8301-0e15e6166f8c,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-08,746717,Flyout,field_out,True,553993,668933,Eugenio Suárez,Graham Ashcraft,0,668e6aa1-bfb8-41de-abae-d843f461268d,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-08,746717,Double,double,False,663886,656756,Tyler Stephenson,Jordan Montgomery,1,5282d3bd-b4f9-4c0a-a8e4-8f8e22e80985,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,,,,0.332,,0.022,0.19,,-1.73,4.12,-2.03,,82.8,91.7,83.4,,,,0.0,0.0,0.7,0.371,0.567,0.135,0.319,0.638,0.382,108.0,102.0,105.0,69.0,99.0,90.0,0.164,0.292,-1.97,-0.37,91.9,79.0,0.268,0.437,0.315,0.34,0.44,0.17,,,,,,,,,
