,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,CH%,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFC,vFS,vCH,vSI,vCU,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,wFA/C,wSL/C,wKC/C,vFA,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff
0,2024-04-21,746568,Groundout,field_out,True,641487,615698,J.P. Crawford,Cal Quantrill,0,4198eb23-cedb-480a-99ba-3b31221bb6f3,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-21,746568,Single,single,False,677594,615698,Julio Rodríguez,Cal Quantrill,0,80620e19-6423-4d9e-b01a-5024f41b8f50,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-21,746568,Single,single,False,571745,615698,Mitch Haniger,Cal Quantrill,1,e601201b-31c4-4d2e-a7e8-eee97e1b46a2,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-21,746568,Flyout,field_out,True,663728,615698,Cal Raleigh,Cal Quantrill,0,63d805a6-7b54-47c2-bc5b-e657b7db095f,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-21,746568,Flyout,field_out,True,664034,615698,Ty France,Cal Quantrill,0,ba7290df-f0ae-4e33-a5f6-7d6cac055c42,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-21,746568,Strikeout,strikeout,True,453568,669923,Charlie Blackmon,George Kirby,0,720fda0b-24e4-463a-8e95-d02f8370bbda,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,,,,105.0,110.0,108.0,97.0,99.0,93.0,112.0,99.0,109.0,0.225,0.006,0.106,,,0.82,-0.43,1.79,,,92.3,85.7,,95.8,,0.2,0.32,0.288,0.256,0.35,0.097,,,,0.333,0.5,0.323,,,,103.0,107.0,102.0,112.0,102.0,109.0,121.0,111.0,115.0,0.36,0.228,0.075,1.58,0.55,-2.88,95.8,87.1,83.1,0.196,0.35,0.304,0.253,0.391,0.28
6,2024-04-21,746568,Single,single,False,678662,669923,Ezequiel Tovar,George Kirby,0,966ee6c0-1365-48af-bfc0-b92314934eb3,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,,,,105.0,110.0,108.0,97.0,99.0,93.0,112.0,99.0,109.0,0.225,0.006,0.106,,,0.82,-0.43,1.79,,,92.3,85.7,,95.8,,0.2,0.32,0.288,0.256,0.35,0.097,,,,0.333,0.5,0.323,,,,103.0,107.0,102.0,112.0,102.0,109.0,121.0,111.0,115.0,0.36,0.228,0.075,1.58,0.55,-2.88,95.8,87.1,83.1,0.196,0.35,0.304,0.253,0.391,0.28
7,2024-04-21,746568,Strikeout,strikeout,True,641857,669923,Ryan McMahon,George Kirby,0,3c1ddef8-31d4-4e10-b95f-cb5d1f27c2e9,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,,,,105.0,110.0,108.0,97.0,99.0,93.0,112.0,99.0,109.0,0.225,0.006,0.106,,,0.82,-0.43,1.79,,,92.3,85.7,,95.8,,0.2,0.32,0.288,0.256,0.35,0.097,,,,0.333,0.5,0.323,,,,103.0,107.0,102.0,112.0,102.0,109.0,121.0,111.0,115.0,0.36,0.228,0.075,1.58,0.55,-2.88,95.8,87.1,83.1,0.196,0.35,0.304,0.253,0.391,0.28
8,2024-04-21,746568,Flyout,field_out,True,666134,669923,Nolan Jones,George Kirby,0,d86635dd-eef7-4833-83fe-8f9de9e7306a,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,,,,,,,105.0,110.0,108.0,97.0,99.0,93.0,112.0,99.0,109.0,0.225,0.006,0.106,,,0.82,-0.43,1.79,,,92.3,85.7,,95.8,,0.2,0.32,0.288,0.256,0.35,0.097,,,,0.333,0.5,0.323,,,,103.0,107.0,102.0,112.0,102.0,109.0,121.0,111.0,115.0,0.36,0.228,0.075,1.58,0.55,-2.88,95.8,87.1,83.1,0.196,0.35,0.304,0.253,0.391,0.28
9,2024-04-21,746568,Strikeout,strikeout,True,641598,615698,Mitch Garver,Cal Quantrill,0,dd374b03-4021-41e5-9d07-cc4ace50c372,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,,,,
