,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-15,745976,Lineout,field_out,True,670770,657649,TJ Friedl,Jared Koenig,0,aad8bc8c-ffe6-4aa8-8732-364d96a1cf29,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,66.0,87.0,87.0,95.0,109.0,104.0,81.0,117.0,116.0,89.0,100.0,97.0,91.0,101.0,99.0,0.586,0.002,0.238,0.154,0.02,-3.7,1.4,1.64,1.05,3.47,95.0,90.4,84.8,94.5,80.8,0.2,0.282,0.178,0.194,0.323,0.278,0.19,0.19,0.471,,,,,,,,,,,,,,,,,,,,,
1,2024-06-15,745976,Flyout,field_out,True,682829,657649,Elly De La Cruz,Jared Koenig,0,6bb804b2-61fd-4ffe-9150-2f56b9e4bfe7,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,66.0,87.0,87.0,95.0,109.0,104.0,81.0,117.0,116.0,89.0,100.0,97.0,91.0,101.0,99.0,0.586,0.002,0.238,0.154,0.02,-3.7,1.4,1.64,1.05,3.47,95.0,90.4,84.8,94.5,80.8,0.2,0.282,0.178,0.194,0.323,0.278,0.19,0.19,0.471,,,,,,,,,,,,,,,,,,,,,
2,2024-06-15,745976,Single,single,False,600869,657649,Jeimer Candelario,Jared Koenig,0,aca658fc-18bf-454b-b08f-6f11577253ab,657649.0,jaredkoenig,Koenig,Left,Jared Koenig,MIL,1.66,3.08,38.0,102.0,89.0,99.0,0.763,8.53,2.61,6.39,0.71,1.35,0.223,0.427,0.223,0.282,0.488,66.0,87.0,87.0,95.0,109.0,104.0,81.0,117.0,116.0,89.0,100.0,97.0,91.0,101.0,99.0,0.586,0.002,0.238,0.154,0.02,-3.7,1.4,1.64,1.05,3.47,95.0,90.4,84.8,94.5,80.8,0.2,0.282,0.178,0.194,0.323,0.278,0.19,0.19,0.471,,,,,,,,,,,,,,,,,,,,,
3,2024-06-15,745976,Pop Out,field_out,True,668715,669060,Spencer Steer,Bryse Wilson,0,a9faf953-6e3a-4a2c-8e59-2701e8725e9e,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.261,0.587,0.245,0.268,0.482,0.24,0.25,0.375,0.15,,,,,,,,,,,,,,,
4,2024-06-15,745976,Flyout,field_out,True,687401,671096,Joey Ortiz,Andrew Abbott,0,0103be8e-6517-42bc-a1c5-b7ae24358a52,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,,,,,,,,0.546,,0.121,0.167,0.21,,,-1.54,0.81,92.9,,84.7,,80.7,,,,,,,0.324,0.676,0.147,0.233,0.406,0.193,0.167,0.379,0.285,124.0,104.0,111.0,0.165,0.44,82.8,0.188,0.302,0.253,,,,,,
5,2024-06-15,745976,Strikeout,strikeout,True,661388,671096,William Contreras,Andrew Abbott,0,9bf0a6a6-a036-46a4-afef-c9def88f40f6,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,,,,,,,,0.546,,0.121,0.167,0.21,,,-1.54,0.81,92.9,,84.7,,80.7,,,,,,,0.324,0.676,0.147,0.233,0.406,0.193,0.167,0.379,0.285,124.0,104.0,111.0,0.165,0.44,82.8,0.188,0.302,0.253,,,,,,
6,2024-06-15,745976,Single,single,False,592885,671096,Christian Yelich,Andrew Abbott,0,bf20a583-76ea-4886-b137-d5a3b1cde6ac,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,,,,,,,,0.546,,0.121,0.167,0.21,,,-1.54,0.81,92.9,,84.7,,80.7,,,,,,,0.324,0.676,0.147,0.233,0.406,0.193,0.167,0.379,0.285,124.0,104.0,111.0,0.165,0.44,82.8,0.188,0.302,0.253,,,,,,
7,2024-06-15,745976,Walk,walk,False,642715,671096,Willy Adames,Andrew Abbott,1,649bf300-8a42-485c-9c7d-f97cae6ce9dd,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,,,,,,,,0.546,,0.121,0.167,0.21,,,-1.54,0.81,92.9,,84.7,,80.7,,,,,,,0.324,0.676,0.147,0.233,0.406,0.193,0.167,0.379,0.285,124.0,104.0,111.0,0.165,0.44,82.8,0.188,0.302,0.253,,,,,,
8,2024-06-15,745976,Pop Out,field_out,True,656555,671096,Rhys Hoskins,Andrew Abbott,0,d16dd257-23f1-4aaa-a792-1ba3ee0c3bb1,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,,,,,,,,0.546,,0.121,0.167,0.21,,,-1.54,0.81,92.9,,84.7,,80.7,,,,,,,0.324,0.676,0.147,0.233,0.406,0.193,0.167,0.379,0.285,124.0,104.0,111.0,0.165,0.44,82.8,0.188,0.302,0.253,,,,,,
9,2024-06-15,745976,Groundout,field_out,True,663886,669060,Tyler Stephenson,Bryse Wilson,0,f48a6eb6-1873-4cd0-bdbb-54c26ab130e7,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.261,0.587,0.245,0.268,0.482,0.24,0.25,0.375,0.15,,,,,,,,,,,,,,,
10,2024-06-15,745976,Groundout,field_out,True,641584,669060,Jake Fraley,Bryse Wilson,0,61f29ac9-9a96-4a16-a8a7-1712c058fb98,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.261,0.587,0.245,0.268,0.482,0.24,0.25,0.375,0.15,,,,,,,,,,,,,,,
11,2024-06-15,745976,Walk,walk,False,605361,669060,Nick Martini,Bryse Wilson,0,de4ba1f0-b919-42e2-9c3e-192eb92c7f13,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.234,0.372,0.248,0.261,0.587,0.245,0.268,0.482,0.24,0.25,0.375,0.15,,,,,,,,,,,,,,,
