,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff
0,2024-08-03,745876,Strikeout,strikeout,True,678246,641927,Miguel Vargas,Bailey Ober,0,fa21f61a-0ffb-407c-ae76-36ad59bca8ea,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,117.0,111.0,111.0,94.0,97.0,101.0,81.0,104.0,96.0,72.0,102.0,102.0,84.0,105.0,102.0,0.394,0.213,0.115,0.008,0.269,-0.07,-0.39,1.52,4.29,2.0,91.9,86.3,83.4,80.5,76.0,0.265,0.508,0.217,0.157,0.296,0.403,0.261,0.47,0.225,0.105,0.193,0.309,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-03,745876,Strikeout,strikeout,True,681460,641927,Brooks Baldwin,Bailey Ober,0,48222d6d-8240-4074-a9be-a58c3d38de3b,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,117.0,111.0,111.0,94.0,97.0,101.0,81.0,104.0,96.0,72.0,102.0,102.0,84.0,105.0,102.0,0.394,0.213,0.115,0.008,0.269,-0.07,-0.39,1.52,4.29,2.0,91.9,86.3,83.4,80.5,76.0,0.265,0.508,0.217,0.157,0.296,0.403,0.261,0.47,0.225,0.105,0.193,0.309,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-03,745876,Pop Out,field_out,True,673357,641927,Luis Robert Jr.,Bailey Ober,0,36eef7f6-b20a-4c12-b992-1850534a3b0f,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,117.0,111.0,111.0,94.0,97.0,101.0,81.0,104.0,96.0,72.0,102.0,102.0,84.0,105.0,102.0,0.394,0.213,0.115,0.008,0.269,-0.07,-0.39,1.52,4.29,2.0,91.9,86.3,83.4,80.5,76.0,0.265,0.508,0.217,0.157,0.296,0.403,0.261,0.47,0.225,0.105,0.193,0.309,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-03,745876,Flyout,field_out,True,622534,676979,Manuel Margot,Garrett Crochet,0,c8730e9a-8bbd-47b0-a584-7c287bfbe70b,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,,,,104.0,103.0,104.0,138.0,99.0,104.0,93.0,105.0,103.0,0.553,0.287,0.097,,0.059,1.66,0.26,-2.54,,-0.41,97.1,91.5,90.9,84.1,,0.196,0.298,0.326,0.182,0.303,0.286,0.259,0.42,0.328,,,,163.0,31.0,22.0,0.004,-5.89,96.8,0.217,0.587,0.384,,,,,,,,,,,,,,,
4,2024-08-03,745876,Flyout,field_out,True,621439,676979,Byron Buxton,Garrett Crochet,0,630742e7-da86-4309-aa7a-97be1f7521c2,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,,,,104.0,103.0,104.0,138.0,99.0,104.0,93.0,105.0,103.0,0.553,0.287,0.097,,0.059,1.66,0.26,-2.54,,-0.41,97.1,91.5,90.9,84.1,,0.196,0.298,0.326,0.182,0.303,0.286,0.259,0.42,0.328,,,,163.0,31.0,22.0,0.004,-5.89,96.8,0.217,0.587,0.384,,,,,,,,,,,,,,,
5,2024-08-03,745876,Strikeout,strikeout,True,668904,676979,Royce Lewis,Garrett Crochet,0,c4528412-8293-4ac4-a279-9bc3e08bd8da,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,,,,104.0,103.0,104.0,138.0,99.0,104.0,93.0,105.0,103.0,0.553,0.287,0.097,,0.059,1.66,0.26,-2.54,,-0.41,97.1,91.5,90.9,84.1,,0.196,0.298,0.326,0.182,0.303,0.286,0.259,0.42,0.328,,,,163.0,31.0,22.0,0.004,-5.89,96.8,0.217,0.587,0.384,,,,,,,,,,,,,,,
6,2024-08-03,745876,Flyout,field_out,True,643217,641927,Andrew Benintendi,Bailey Ober,0,cd464acf-c9b7-4946-bc90-f5a2ea3ff8d0,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,117.0,111.0,111.0,94.0,97.0,101.0,81.0,104.0,96.0,72.0,102.0,102.0,84.0,105.0,102.0,0.394,0.213,0.115,0.008,0.269,-0.07,-0.39,1.52,4.29,2.0,91.9,86.3,83.4,80.5,76.0,0.265,0.508,0.217,0.157,0.296,0.403,0.261,0.47,0.225,0.105,0.193,0.309,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-03,745876,Lineout,field_out,True,672820,641927,Lenyn Sosa,Bailey Ober,0,2b6906ef-f07a-431a-9c46-9d74c8cb7b59,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,117.0,111.0,111.0,94.0,97.0,101.0,81.0,104.0,96.0,72.0,102.0,102.0,84.0,105.0,102.0,0.394,0.213,0.115,0.008,0.269,-0.07,-0.39,1.52,4.29,2.0,91.9,86.3,83.4,80.5,76.0,0.265,0.508,0.217,0.157,0.296,0.403,0.261,0.47,0.225,0.105,0.193,0.309,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-03,745876,Strikeout,strikeout,True,657757,641927,Gavin Sheets,Bailey Ober,0,818976f2-d9b9-4809-a2e6-bd91f320570a,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.06,3.52,142.0,106.0,90.0,102.0,0.734,9.32,2.28,7.04,1.33,0.67,0.206,0.441,0.19,0.317,0.413,117.0,111.0,111.0,94.0,97.0,101.0,81.0,104.0,96.0,72.0,102.0,102.0,84.0,105.0,102.0,0.394,0.213,0.115,0.008,0.269,-0.07,-0.39,1.52,4.29,2.0,91.9,86.3,83.4,80.5,76.0,0.265,0.508,0.217,0.157,0.296,0.403,0.261,0.47,0.225,0.105,0.193,0.309,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-03,745876,Walk,walk,False,669304,676979,Jose Miranda,Garrett Crochet,0,fbc25e20-93b4-4758-9858-5563c3fc7e76,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.64,2.81,128.2,103.0,102.0,103.0,0.696,12.59,2.17,7.48,1.12,1.25,0.252,0.397,0.174,0.335,0.462,67.0,103.0,103.0,,,,104.0,103.0,104.0,138.0,99.0,104.0,93.0,105.0,103.0,0.553,0.287,0.097,,0.059,1.66,0.26,-2.54,,-0.41,97.1,91.5,90.9,84.1,,0.196,0.298,0.326,0.182,0.303,0.286,0.259,0.42,0.328,,,,163.0,31.0,22.0,0.004,-5.89,96.8,0.217,0.587,0.384,,,,,,,,,,,,,,,
