,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-07-24,747091,Groundout,field_out,True,663697,642216,Jonathan India,Allan Winans,0,2ca42aad-96fd-4428-90db-ecc762b25a1a,642216.0,allanwinans,Winans,Right,Allan Winans,ATL,15.26,5.84,7.2,97.0,69.0,91.0,0.737,4.7,4.7,16.43,3.52,1.7,0.152,0.394,0.152,0.333,0.497,64.0,108.0,102.0,54.0,93.0,89.0,68.0,89.0,73.0,120.0,60.0,82.0,0.231,0.156,0.197,0.415,-13.95,-0.12,-5.35,-4.26,90.0,82.8,89.4,79.1,0.333,0.778,0.27,0.222,0.444,0.133,0.6,1.4,0.0,0.6,1.0,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-24,747091,Single,single,False,682829,642216,Elly De La Cruz,Allan Winans,0,3672e90e-a47f-43f4-b35a-725b46a827b5,642216.0,allanwinans,Winans,Right,Allan Winans,ATL,15.26,5.84,7.2,97.0,69.0,91.0,0.737,4.7,4.7,16.43,3.52,1.7,0.152,0.394,0.152,0.333,0.497,64.0,108.0,102.0,54.0,93.0,89.0,68.0,89.0,73.0,120.0,60.0,82.0,0.231,0.156,0.197,0.415,-13.95,-0.12,-5.35,-4.26,90.0,82.8,89.4,79.1,0.333,0.778,0.27,0.222,0.444,0.133,0.6,1.4,0.0,0.6,1.0,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-24,747091,Strikeout,strikeout,True,600869,642216,Jeimer Candelario,Allan Winans,1,b0d8cb58-d445-4b76-bbda-f6f384b49137,642216.0,allanwinans,Winans,Right,Allan Winans,ATL,15.26,5.84,7.2,97.0,69.0,91.0,0.737,4.7,4.7,16.43,3.52,1.7,0.152,0.394,0.152,0.333,0.497,64.0,108.0,102.0,54.0,93.0,89.0,68.0,89.0,73.0,120.0,60.0,82.0,0.231,0.156,0.197,0.415,-13.95,-0.12,-5.35,-4.26,90.0,82.8,89.4,79.1,0.333,0.778,0.27,0.222,0.444,0.133,0.6,1.4,0.0,0.6,1.0,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-24,747091,Triple,triple,False,668715,642216,Spencer Steer,Allan Winans,1,cf6dca5e-1b77-407b-9916-c71551462fec,642216.0,allanwinans,Winans,Right,Allan Winans,ATL,15.26,5.84,7.2,97.0,69.0,91.0,0.737,4.7,4.7,16.43,3.52,1.7,0.152,0.394,0.152,0.333,0.497,64.0,108.0,102.0,54.0,93.0,89.0,68.0,89.0,73.0,120.0,60.0,82.0,0.231,0.156,0.197,0.415,-13.95,-0.12,-5.35,-4.26,90.0,82.8,89.4,79.1,0.333,0.778,0.27,0.222,0.444,0.133,0.6,1.4,0.0,0.6,1.0,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-24,747091,Walk,walk,False,663886,642216,Tyler Stephenson,Allan Winans,0,78042470-d1e7-45a1-98ad-1b375f001d8a,642216.0,allanwinans,Winans,Right,Allan Winans,ATL,15.26,5.84,7.2,97.0,69.0,91.0,0.737,4.7,4.7,16.43,3.52,1.7,0.152,0.394,0.152,0.333,0.497,64.0,108.0,102.0,54.0,93.0,89.0,68.0,89.0,73.0,120.0,60.0,82.0,0.231,0.156,0.197,0.415,-13.95,-0.12,-5.35,-4.26,90.0,82.8,89.4,79.1,0.333,0.778,0.27,0.222,0.444,0.133,0.6,1.4,0.0,0.6,1.0,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-24,747091,Home Run,home_run,False,641584,642216,Jake Fraley,Allan Winans,1,c53a818d-9294-4eac-a604-d4f06092da32,642216.0,allanwinans,Winans,Right,Allan Winans,ATL,15.26,5.84,7.2,97.0,69.0,91.0,0.737,4.7,4.7,16.43,3.52,1.7,0.152,0.394,0.152,0.333,0.497,64.0,108.0,102.0,54.0,93.0,89.0,68.0,89.0,73.0,120.0,60.0,82.0,0.231,0.156,0.197,0.415,-13.95,-0.12,-5.35,-4.26,90.0,82.8,89.4,79.1,0.333,0.778,0.27,0.222,0.444,0.133,0.6,1.4,0.0,0.6,1.0,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-24,747091,Pop Out,field_out,True,682622,642216,Noelvi Marte,Allan Winans,0,ebd68790-3303-43a1-bede-76eac809586f,642216.0,allanwinans,Winans,Right,Allan Winans,ATL,15.26,5.84,7.2,97.0,69.0,91.0,0.737,4.7,4.7,16.43,3.52,1.7,0.152,0.394,0.152,0.333,0.497,64.0,108.0,102.0,54.0,93.0,89.0,68.0,89.0,73.0,120.0,60.0,82.0,0.231,0.156,0.197,0.415,-13.95,-0.12,-5.35,-4.26,90.0,82.8,89.4,79.1,0.333,0.778,0.27,0.222,0.444,0.133,0.6,1.4,0.0,0.6,1.0,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-24,747091,Walk,walk,False,672284,593423,Jarred Kelenic,Frankie Montas,0,27ffb27e-b3e7-4a50-8371-e23a2c4350e4,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,5.01,4.76,93.1,100.0,99.0,99.0,0.789,7.52,3.95,8.97,1.35,1.12,0.216,0.394,0.174,0.293,0.422,,,,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,0.162,0.34,0.115,,-0.22,0.94,-1.25,,95.3,,94.3,84.9,,,,0.247,0.37,0.112,0.227,0.418,0.197,0.296,0.481,0.28,106.0,94.0,92.0,120.0,97.0,107.0,0.172,0.212,-2.54,-0.21,90.2,85.7,0.219,0.329,0.41,0.388,0.694,0.205,,,,,,,,,
8,2024-07-24,747091,Single,single,False,805373,593423,Nacho Alvarez Jr.,Frankie Montas,1,c777876d-c24d-41d5-a6f1-27dd3dad4abd,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,5.01,4.76,93.1,100.0,99.0,99.0,0.789,7.52,3.95,8.97,1.35,1.12,0.216,0.394,0.174,0.293,0.422,,,,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,0.162,0.34,0.115,,-0.22,0.94,-1.25,,95.3,,94.3,84.9,,,,0.247,0.37,0.112,0.227,0.418,0.197,0.296,0.481,0.28,106.0,94.0,92.0,120.0,97.0,107.0,0.172,0.212,-2.54,-0.21,90.2,85.7,0.219,0.329,0.41,0.388,0.694,0.205,,,,,,,,,
9,2024-07-24,747091,Forceout,force_out,True,542303,593423,Marcell Ozuna,Frankie Montas,1,e0bdb09e-d442-4990-8646-cb2393191960,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,5.01,4.76,93.1,100.0,99.0,99.0,0.789,7.52,3.95,8.97,1.35,1.12,0.216,0.394,0.174,0.293,0.422,,,,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,0.162,0.34,0.115,,-0.22,0.94,-1.25,,95.3,,94.3,84.9,,,,0.247,0.37,0.112,0.227,0.418,0.197,0.296,0.481,0.28,106.0,94.0,92.0,120.0,97.0,107.0,0.172,0.212,-2.54,-0.21,90.2,85.7,0.219,0.329,0.41,0.388,0.694,0.205,,,,,,,,,
