,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff
0,2024-06-01,747029,Groundout,field_out,True,650490,680694,Yandy Díaz,Kyle Bradish,0,519cb039-aa08-4239-9ade-4c46ab98c8bf,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,,,,
1,2024-06-01,747029,Single,single,False,664040,680694,Brandon Lowe,Kyle Bradish,0,1257b787-85d7-4fe7-8830-87294d4d1441,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,,,,
2,2024-06-01,747029,Single,single,False,670623,680694,Isaac Paredes,Kyle Bradish,1,b9715cd2-4e4b-4d5c-a8b3-147e33b8e170,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,,,,
3,2024-06-01,747029,Strikeout,strikeout,True,666018,680694,Jonathan Aranda,Kyle Bradish,0,0e32bc1a-0797-4550-b565-8d1b1bba5dd9,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,,,,
4,2024-06-01,747029,Strikeout,strikeout,True,668227,680694,Randy Arozarena,Kyle Bradish,0,e1f31498-d0cb-44e7-a38b-316aa79e37f3,680694.0,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.66,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,25.0,111.0,62.0,124.0,104.0,110.0,99.0,96.0,94.0,83.0,103.0,100.0,157.0,100.0,115.0,0.395,0.132,0.298,0.171,0.004,-1.14,1.52,1.3,-0.49,13.9,94.4,92.0,95.3,88.2,84.0,0.159,0.232,0.2,0.171,0.244,0.34,0.227,0.5,0.283,0.364,0.545,0.261,,,,,,,,,,,,,,,,,,,,,
5,2024-06-01,747029,Groundout,field_out,True,683002,671737,Gunnar Henderson,Taj Bradley,0,e74f159f-5515-4cf9-8372-1e7600dc81a9,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,,,,99.0,86.0,90.0,125.0,96.0,101.0,,,,,,,,0.424,,0.09,,-0.12,,,-0.92,,96.3,,,,78.8,,,,,,,0.182,0.455,0.333,0.275,0.486,0.223,90.0,99.0,96.0,124.0,100.0,116.0,0.206,0.28,1.83,2.2,90.8,90.5,0.149,0.207,0.348,0.163,0.302,0.315,,,
6,2024-06-01,747029,Single,single,False,668939,671737,Adley Rutschman,Taj Bradley,0,e11cb6f3-5695-4e6e-9d26-5f2328f2958a,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,,,,99.0,86.0,90.0,125.0,96.0,101.0,,,,,,,,0.424,,0.09,,-0.12,,,-0.92,,96.3,,,,78.8,,,,,,,0.182,0.455,0.333,0.275,0.486,0.223,90.0,99.0,96.0,124.0,100.0,116.0,0.206,0.28,1.83,2.2,90.8,90.5,0.149,0.207,0.348,0.163,0.302,0.315,,,
7,2024-06-01,747029,Flyout,field_out,True,656811,671737,Ryan O'Hearn,Taj Bradley,0,61fa263d-7300-4dcf-8f98-b23d3a774fe2,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,,,,99.0,86.0,90.0,125.0,96.0,101.0,,,,,,,,0.424,,0.09,,-0.12,,,-0.92,,96.3,,,,78.8,,,,,,,0.182,0.455,0.333,0.275,0.486,0.223,90.0,99.0,96.0,124.0,100.0,116.0,0.206,0.28,1.83,2.2,90.8,90.5,0.149,0.207,0.348,0.163,0.302,0.315,,,
8,2024-06-01,747029,Home Run,home_run,False,663624,671737,Ryan Mountcastle,Taj Bradley,1,d5132678-d617-4cc9-8e61-1423125c5db5,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,,,,99.0,86.0,90.0,125.0,96.0,101.0,,,,,,,,0.424,,0.09,,-0.12,,,-0.92,,96.3,,,,78.8,,,,,,,0.182,0.455,0.333,0.275,0.486,0.223,90.0,99.0,96.0,124.0,100.0,116.0,0.206,0.28,1.83,2.2,90.8,90.5,0.149,0.207,0.348,0.163,0.302,0.315,,,
9,2024-06-01,747029,Home Run,home_run,False,623993,671737,Anthony Santander,Taj Bradley,0,baed707c-3434-4aa0-9652-6e42bbaed65b,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,,,,99.0,86.0,90.0,125.0,96.0,101.0,,,,,,,,0.424,,0.09,,-0.12,,,-0.92,,96.3,,,,78.8,,,,,,,0.182,0.455,0.333,0.275,0.486,0.223,90.0,99.0,96.0,124.0,100.0,116.0,0.206,0.28,1.83,2.2,90.8,90.5,0.149,0.207,0.348,0.163,0.302,0.315,,,
