,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-13,747204,Single,single,False,663697,656756,Jonathan India,Jordan Montgomery,0,00127e5a-86bc-4a1f-96a5-cd319c1f4169,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,
1,2024-05-13,747204,Strikeout,strikeout,True,682829,656756,Elly De La Cruz,Jordan Montgomery,0,88fa0543-7237-4aba-b07e-4dfa0d85baf0,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,
2,2024-05-13,747204,Flyout,field_out,True,668715,656756,Spencer Steer,Jordan Montgomery,0,28a553ac-5513-41c8-a3a3-d0238c0eef9f,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,
3,2024-05-13,747204,Strikeout,strikeout,True,663886,656756,Tyler Stephenson,Jordan Montgomery,0,c7424e9f-a925-46f1-875e-c0c605ca9a83,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,
4,2024-05-13,747204,Groundout,field_out,True,682998,668933,Corbin Carroll,Graham Ashcraft,0,bf983173-44a4-444a-a64a-9ea6e3ccafb3,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,,,,,,,0.333,0.333,0.2,0.145,0.217,0.367,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
5,2024-05-13,747204,Single,single,False,606466,668933,Ketel Marte,Graham Ashcraft,0,544691aa-dc5c-43ab-aaff-b20d847e1a69,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,,,,,,,0.333,0.333,0.2,0.145,0.217,0.367,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
6,2024-05-13,747204,Single,single,False,592626,668933,Joc Pederson,Graham Ashcraft,1,5f91f52a-ffb7-4bac-974b-52455c4e5cc4,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,,,,,,,0.333,0.333,0.2,0.145,0.217,0.367,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
7,2024-05-13,747204,Pop Out,field_out,True,572233,668933,Christian Walker,Graham Ashcraft,0,61a34d1f-c394-409b-ab24-32801c810620,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,,,,,,,0.333,0.333,0.2,0.145,0.217,0.367,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
8,2024-05-13,747204,Forceout,force_out,True,666971,668933,Lourdes Gurriel Jr.,Graham Ashcraft,1,d7422df9-bd1b-484a-925c-58be042f428a,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,84.0,119.0,98.0,109.0,0.172,,0.319,,0.03,,-2.75,1.37,,-3.79,,90.5,94.8,88.4,,0.333,0.5,0.119,,,,,,,0.333,0.333,0.2,0.145,0.217,0.367,125.0,99.0,92.0,0.479,-1.58,95.6,0.329,0.52,0.161,,,,,,,,,
9,2024-05-13,747204,Flyout,field_out,True,600869,656756,Jeimer Candelario,Jordan Montgomery,0,7cbe02d6-6764-40b8-9206-53d31b07ad57,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,
