,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),EP%,KN%,wEP/C,wKN/C,vEP,KC_ba,KC_slg,KC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-17,746675,Single,single,False,672580,666157,Maikel Garcia,Nick Lodolo,0,6612760f-e396-4de5-bbbf-2e6187bb2320,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-17,746675,Double,double,False,677951,666157,Bobby Witt Jr.,Nick Lodolo,1,e2b43a39-1ca4-4741-85bf-dc145bb354b3,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-17,746675,Groundout,field_out,True,686469,666157,Vinnie Pasquantino,Nick Lodolo,0,28e53cec-5b92-409f-8700-68ca3ecfb559,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-17,746675,Sac Fly,sac_fly,True,521692,666157,Salvador Perez,Nick Lodolo,1,1c824b56-dc2c-4d0a-94b8-fbbc65779e3b,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-17,746675,Strikeout,strikeout,True,592669,666157,Hunter Renfroe,Nick Lodolo,0,1592eb7f-c994-4fc7-a88e-9655a74599d5,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-17,746675,Single,single,False,663697,608379,Jonathan India,Michael Wacha,0,d2c793f4-44e5-4e02-98c8-f9dccbe20544,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,73.0,89.0,92.0,83.0,101.0,97.0,78.0,101.0,87.0,0.15,0.235,0.084,0.318,0.37,0.38,-1.39,1.86,93.6,81.3,93.6,75.1,0.284,0.468,0.16,0.304,0.652,0.175,0.184,0.337,0.334,0.243,0.301,0.087,98.0,90.0,90.0,79.0,99.0,94.0,0.11,0.102,-0.94,-1.98,88.8,84.2,0.328,0.443,0.114,0.355,0.548,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-17,746675,Double Play,double_play,True,682829,608379,Elly De La Cruz,Michael Wacha,1,223b4852-7c54-4bc2-bf10-c9dc71e8274a,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,73.0,89.0,92.0,83.0,101.0,97.0,78.0,101.0,87.0,0.15,0.235,0.084,0.318,0.37,0.38,-1.39,1.86,93.6,81.3,93.6,75.1,0.284,0.468,0.16,0.304,0.652,0.175,0.184,0.337,0.334,0.243,0.301,0.087,98.0,90.0,90.0,79.0,99.0,94.0,0.11,0.102,-0.94,-1.98,88.8,84.2,0.328,0.443,0.114,0.355,0.548,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-17,746675,Strikeout,strikeout,True,663886,608379,Tyler Stephenson,Michael Wacha,0,3eaf871c-9d0e-4098-9ba5-9b12e41d7320,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.5,4.32,139.0,101.0,91.0,99.0,0.794,7.77,2.46,8.42,0.97,1.02,0.248,0.453,0.204,0.277,0.427,112.0,109.0,113.0,73.0,89.0,92.0,83.0,101.0,97.0,78.0,101.0,87.0,0.15,0.235,0.084,0.318,0.37,0.38,-1.39,1.86,93.6,81.3,93.6,75.1,0.284,0.468,0.16,0.304,0.652,0.175,0.184,0.337,0.334,0.243,0.301,0.087,98.0,90.0,90.0,79.0,99.0,94.0,0.11,0.102,-0.94,-1.98,88.8,84.2,0.328,0.443,0.114,0.355,0.548,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-17,746675,Double,double,False,666023,666157,Freddy Fermin,Nick Lodolo,0,afdf2e17-9e9b-4b73-96c5-58d66d9fd098,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-17,746675,Flyout,field_out,True,641658,666157,Garrett Hampson,Nick Lodolo,0,86727fad-8203-4c32-823f-4470a8382d0d,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.78,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,101.0,119.0,103.0,97.0,111.0,97.0,93.0,0.133,0.43,0.273,0.164,0.14,1.03,-0.74,-0.17,94.1,88.1,94.1,81.7,0.241,0.407,0.23,0.217,0.302,0.425,0.232,0.39,0.259,0.234,0.453,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
