,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-08-11,745057,Flyout,field_out,True,681297,605488,Colton Cowser,Jeffrey Springs,0,2696a28c-e39f-463a-8106-7703193e337f,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-11,745057,Strikeout,strikeout,True,623993,605488,Anthony Santander,Jeffrey Springs,0,2fa905c6-0de9-4b59-b78b-939e18e87dd4,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-11,745057,Single,single,False,683002,605488,Gunnar Henderson,Jeffrey Springs,0,fad155b4-3147-4dd5-9cc2-d4d47a875636,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-11,745057,Strikeout,strikeout,True,663624,605488,Ryan Mountcastle,Jeffrey Springs,0,5684f713-865a-4101-adf5-f2afd0dce76e,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-11,745057,Flyout,field_out,True,676356,544150,Jonny DeLuca,Albert Suárez,0,0205f084-c731-4963-9bba-263dd45a70e0,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,91.0,100.0,95.0,,,,,,,,0.516,0.198,,0.171,0.14,0.8,,,0.45,94.9,86.4,86.0,,,0.231,0.346,0.218,0.26,0.418,0.226,,,,,,,95.0,96.0,95.0,75.0,100.0,91.0,0.114,-0.05,78.8,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,
5,2024-08-11,745057,Flyout,field_out,True,664040,544150,Brandon Lowe,Albert Suárez,0,aab3b0a7-a396-434d-af08-32f49681682f,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,91.0,100.0,95.0,,,,,,,,0.516,0.198,,0.171,0.14,0.8,,,0.45,94.9,86.4,86.0,,,0.231,0.346,0.218,0.26,0.418,0.226,,,,,,,95.0,96.0,95.0,75.0,100.0,91.0,0.114,-0.05,78.8,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,
6,2024-08-11,745057,Single,single,False,650490,544150,Yandy Díaz,Albert Suárez,0,5af51d48-388f-4aa6-9b74-06388c93bc3d,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,91.0,100.0,95.0,,,,,,,,0.516,0.198,,0.171,0.14,0.8,,,0.45,94.9,86.4,86.0,,,0.231,0.346,0.218,0.26,0.418,0.226,,,,,,,95.0,96.0,95.0,75.0,100.0,91.0,0.114,-0.05,78.8,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,
7,2024-08-11,745057,Flyout,field_out,True,666624,544150,Christopher Morel,Albert Suárez,0,fa81289a-b8cd-4cd8-b59f-256c0f4af154,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,91.0,100.0,95.0,,,,,,,,0.516,0.198,,0.171,0.14,0.8,,,0.45,94.9,86.4,86.0,,,0.231,0.346,0.218,0.26,0.418,0.226,,,,,,,95.0,96.0,95.0,75.0,100.0,91.0,0.114,-0.05,78.8,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,
8,2024-08-11,745057,Pop Out,field_out,True,650391,605488,Eloy Jiménez,Jeffrey Springs,0,b5c25984-0105-4047-860f-993581398f3a,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-11,745057,Strikeout,strikeout,True,596103,605488,Austin Slater,Jeffrey Springs,0,7ffda64b-9843-4bbd-a21b-54fb32199761,605488.0,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.67,3.73,27.0,99.0,88.0,95.0,0.719,11.0,3.0,10.0,1.33,0.84,0.24,0.44,0.16,0.347,0.361,105.0,100.0,98.0,75.0,98.0,91.0,48.0,55.0,53.0,95.0,107.0,107.0,0.002,0.42,0.019,0.24,0.319,-1.0,-2.47,-3.49,3.59,-2.5,89.8,85.1,79.5,89.8,82.3,0.375,0.5,0.466,0.244,0.512,0.18,0.133,0.133,0.255,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,
