,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-23,745378,Flyout,field_out,True,596019,605397,Francisco Lindor,Joe Musgrove,0,b733cdeb-3dc6-4f73-80e8-7ca4ad290e08,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,
1,2024-08-23,745378,Strikeout,strikeout,True,668901,605397,Mark Vientos,Joe Musgrove,0,dd95e1e1-3910-4707-8251-d1cd374cd6cc,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,
2,2024-08-23,745378,Strikeout,strikeout,True,502110,605397,J.D. Martinez,Joe Musgrove,0,c68b5cb5-861f-4a6b-ba52-26daa3bba7bb,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,
3,2024-08-23,745378,Home Run,home_run,False,650333,621112,Luis Arraez,Paul Blackburn,0,5e88d864-e860-4d6b-99a9-273c6fd8495c,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,105.0,106.0,99.0,0.136,0.195,0.22,0.167,0.101,0.181,-2.26,-0.17,-4.01,1.38,2.08,1.58,91.9,89.1,85.7,91.2,81.3,79.4,0.286,0.694,0.125,,,,0.299,0.493,0.244,0.125,0.208,0.25,0.164,0.236,0.339,0.478,0.674,0.095,0.163,0.245,0.284,,,,,,,,,
4,2024-08-23,745378,Groundout,field_out,True,595777,621112,Jurickson Profar,Paul Blackburn,0,6cf56eb2-8ec8-4fae-a076-069d48cbce8a,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,105.0,106.0,99.0,0.136,0.195,0.22,0.167,0.101,0.181,-2.26,-0.17,-4.01,1.38,2.08,1.58,91.9,89.1,85.7,91.2,81.3,79.4,0.286,0.694,0.125,,,,0.299,0.493,0.244,0.125,0.208,0.25,0.164,0.236,0.339,0.478,0.674,0.095,0.163,0.245,0.284,,,,,,,,,
5,2024-08-23,745378,Flyout,field_out,True,630105,621112,Jake Cronenworth,Paul Blackburn,0,cc1cf9a3-37ae-48b9-91ba-4fea7098d313,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,105.0,106.0,99.0,0.136,0.195,0.22,0.167,0.101,0.181,-2.26,-0.17,-4.01,1.38,2.08,1.58,91.9,89.1,85.7,91.2,81.3,79.4,0.286,0.694,0.125,,,,0.299,0.493,0.244,0.125,0.208,0.25,0.164,0.236,0.339,0.478,0.674,0.095,0.163,0.245,0.284,,,,,,,,,
6,2024-08-23,745378,Single,single,False,592518,621112,Manny Machado,Paul Blackburn,0,81073548-d222-4613-b5b8-75d20751d23f,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,105.0,106.0,99.0,0.136,0.195,0.22,0.167,0.101,0.181,-2.26,-0.17,-4.01,1.38,2.08,1.58,91.9,89.1,85.7,91.2,81.3,79.4,0.286,0.694,0.125,,,,0.299,0.493,0.244,0.125,0.208,0.25,0.164,0.236,0.339,0.478,0.674,0.095,0.163,0.245,0.284,,,,,,,,,
7,2024-08-23,745378,Single,single,False,593428,621112,Xander Bogaerts,Paul Blackburn,1,b0d07537-5bc1-4ac7-a9d5-8e6fc34e3f92,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,105.0,106.0,99.0,0.136,0.195,0.22,0.167,0.101,0.181,-2.26,-0.17,-4.01,1.38,2.08,1.58,91.9,89.1,85.7,91.2,81.3,79.4,0.286,0.694,0.125,,,,0.299,0.493,0.244,0.125,0.208,0.25,0.164,0.236,0.339,0.478,0.674,0.095,0.163,0.245,0.284,,,,,,,,,
8,2024-08-23,745378,Groundout,field_out,True,701538,621112,Jackson Merrill,Paul Blackburn,0,11df74e8-ebac-4534-9820-4ec1b9fdb8b5,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.56,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,90.0,107.0,106.0,74.0,96.0,90.0,69.0,107.0,93.0,116.0,106.0,108.0,105.0,106.0,99.0,0.136,0.195,0.22,0.167,0.101,0.181,-2.26,-0.17,-4.01,1.38,2.08,1.58,91.9,89.1,85.7,91.2,81.3,79.4,0.286,0.694,0.125,,,,0.299,0.493,0.244,0.125,0.208,0.25,0.164,0.236,0.339,0.478,0.674,0.095,0.163,0.245,0.284,,,,,,,,,
9,2024-08-23,745378,Strikeout,strikeout,True,624413,605397,Pete Alonso,Joe Musgrove,0,a1509bbc-155e-48b0-b851-79982dc3d74a,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,
