,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-08,746989,Single,single,False,666624,669203,Christopher Morel,Corbin Burnes,0,4f1a29c1-8486-4443-be65-32b7972a06b5,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.18,3.49,175.1,103.0,117.0,107.0,0.743,8.06,2.21,8.11,1.08,1.38,0.205,0.421,0.192,0.285,0.402,110.0,100.0,104.0,109.0,101.0,106.0,105.0,95.0,89.0,133.0,106.0,121.0,120.0,105.0,107.0,0.084,0.442,0.149,0.219,0.107,0.91,-0.46,0.57,0.5,0.11,95.4,89.1,97.0,87.3,80.3,0.267,0.389,0.177,0.197,0.331,0.379,0.204,0.301,0.448,0.203,0.356,0.376,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,
1,2024-09-08,746989,Flyout,field_out,True,666018,669203,Jonathan Aranda,Corbin Burnes,1,d801e1a6-17b0-4062-a2f8-ac10939200d4,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.18,3.49,175.1,103.0,117.0,107.0,0.743,8.06,2.21,8.11,1.08,1.38,0.205,0.421,0.192,0.285,0.402,110.0,100.0,104.0,109.0,101.0,106.0,105.0,95.0,89.0,133.0,106.0,121.0,120.0,105.0,107.0,0.084,0.442,0.149,0.219,0.107,0.91,-0.46,0.57,0.5,0.11,95.4,89.1,97.0,87.3,80.3,0.267,0.389,0.177,0.197,0.331,0.379,0.204,0.301,0.448,0.203,0.356,0.376,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,
2,2024-09-08,746989,Flyout,field_out,True,676356,669203,Jonny DeLuca,Corbin Burnes,0,9b177cd0-4975-4cc2-8e1b-718cdd430449,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.18,3.49,175.1,103.0,117.0,107.0,0.743,8.06,2.21,8.11,1.08,1.38,0.205,0.421,0.192,0.285,0.402,110.0,100.0,104.0,109.0,101.0,106.0,105.0,95.0,89.0,133.0,106.0,121.0,120.0,105.0,107.0,0.084,0.442,0.149,0.219,0.107,0.91,-0.46,0.57,0.5,0.11,95.4,89.1,97.0,87.3,80.3,0.267,0.389,0.177,0.197,0.331,0.379,0.204,0.301,0.448,0.203,0.356,0.376,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,
3,2024-09-08,746989,Single,single,False,683002,641793,Gunnar Henderson,Zack Littell,0,853b6fff-fdb7-4276-9b66-1f61ca16560c,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,,,,,,,68.0,103.0,91.0,102.0,99.0,99.0,,,,0.152,,0.398,,,,-0.75,0.36,,,,,91.7,85.6,,,,,,,,0.265,0.429,0.209,,,,0.272,0.446,0.151,55.0,110.0,91.0,104.0,105.0,112.0,0.221,0.229,0.28,-1.51,92.5,83.1,0.277,0.461,0.333,0.255,0.383,0.19,0.419,0.613,0.117
4,2024-09-08,746989,Strikeout,strikeout,True,668939,641793,Adley Rutschman,Zack Littell,0,a0c6eea2-11d9-4599-8009-a38a68e64f6b,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,,,,,,,68.0,103.0,91.0,102.0,99.0,99.0,,,,0.152,,0.398,,,,-0.75,0.36,,,,,91.7,85.6,,,,,,,,0.265,0.429,0.209,,,,0.272,0.446,0.151,55.0,110.0,91.0,104.0,105.0,112.0,0.221,0.229,0.28,-1.51,92.5,83.1,0.277,0.461,0.333,0.255,0.383,0.19,0.419,0.613,0.117
5,2024-09-08,746989,Fielders Choice,fielders_choice,False,656811,641793,Ryan O'Hearn,Zack Littell,1,195de9f7-e2f4-4314-a099-61a07a01eb4b,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,,,,,,,68.0,103.0,91.0,102.0,99.0,99.0,,,,0.152,,0.398,,,,-0.75,0.36,,,,,91.7,85.6,,,,,,,,0.265,0.429,0.209,,,,0.272,0.446,0.151,55.0,110.0,91.0,104.0,105.0,112.0,0.221,0.229,0.28,-1.51,92.5,83.1,0.277,0.461,0.333,0.255,0.383,0.19,0.419,0.613,0.117
6,2024-09-08,746989,Pop Out,field_out,True,623993,641793,Anthony Santander,Zack Littell,0,da49bc98-4f0c-41ca-b2f9-7c4635962bc8,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,,,,,,,68.0,103.0,91.0,102.0,99.0,99.0,,,,0.152,,0.398,,,,-0.75,0.36,,,,,91.7,85.6,,,,,,,,0.265,0.429,0.209,,,,0.272,0.446,0.151,55.0,110.0,91.0,104.0,105.0,112.0,0.221,0.229,0.28,-1.51,92.5,83.1,0.277,0.461,0.333,0.255,0.383,0.19,0.419,0.613,0.117
7,2024-09-08,746989,Strikeout,strikeout,True,681297,641793,Colton Cowser,Zack Littell,0,d0acbe88-cb37-4113-a099-c652cf410019,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.52,138.2,103.0,82.0,98.0,0.794,7.92,2.01,10.0,1.36,0.8,0.228,0.41,0.143,0.297,0.453,,,,,,,68.0,103.0,91.0,102.0,99.0,99.0,,,,0.152,,0.398,,,,-0.75,0.36,,,,,91.7,85.6,,,,,,,,0.265,0.429,0.209,,,,0.272,0.446,0.151,55.0,110.0,91.0,104.0,105.0,112.0,0.221,0.229,0.28,-1.51,92.5,83.1,0.277,0.461,0.333,0.255,0.383,0.19,0.419,0.613,0.117
8,2024-09-08,746989,Flyout,field_out,True,691406,669203,Junior Caminero,Corbin Burnes,0,e972e068-0c01-4dcd-99b2-5a9bb02c6deb,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.18,3.49,175.1,103.0,117.0,107.0,0.743,8.06,2.21,8.11,1.08,1.38,0.205,0.421,0.192,0.285,0.402,110.0,100.0,104.0,109.0,101.0,106.0,105.0,95.0,89.0,133.0,106.0,121.0,120.0,105.0,107.0,0.084,0.442,0.149,0.219,0.107,0.91,-0.46,0.57,0.5,0.11,95.4,89.1,97.0,87.3,80.3,0.267,0.389,0.177,0.197,0.331,0.379,0.204,0.301,0.448,0.203,0.356,0.376,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,
9,2024-09-08,746989,Lineout,field_out,True,666139,669203,Josh Lowe,Corbin Burnes,0,95c7add2-5bd0-40e8-8955-69cec25c68c0,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.18,3.49,175.1,103.0,117.0,107.0,0.743,8.06,2.21,8.11,1.08,1.38,0.205,0.421,0.192,0.285,0.402,110.0,100.0,104.0,109.0,101.0,106.0,105.0,95.0,89.0,133.0,106.0,121.0,120.0,105.0,107.0,0.084,0.442,0.149,0.219,0.107,0.91,-0.46,0.57,0.5,0.11,95.4,89.1,97.0,87.3,80.3,0.267,0.389,0.177,0.197,0.331,0.379,0.204,0.301,0.448,0.203,0.356,0.376,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,,,
