,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-14,746201,Lineout,field_out,True,641487,608334,J.P. Crawford,Carson Fulmer,0,2689b2cc-2f27-45b7-aa55-4f224f208e7e,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.16,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,108.0,104.0,99.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,99.0,0.277,0.15,0.231,0.039,0.302,0.88,0.43,1.88,-9.4,0.25,93.8,88.0,92.9,87.5,82.7,0.164,0.269,0.378,0.278,0.389,0.108,0.194,0.29,0.231,0.133,0.333,0.286,0.429,1.286,0.455,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-14,746201,Pop Out,field_out,True,641598,608334,Mitch Garver,Carson Fulmer,0,c9627ca3-be55-4f36-8533-723e8e3eead5,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.16,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,108.0,104.0,99.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,99.0,0.277,0.15,0.231,0.039,0.302,0.88,0.43,1.88,-9.4,0.25,93.8,88.0,92.9,87.5,82.7,0.164,0.269,0.378,0.278,0.389,0.108,0.194,0.29,0.231,0.133,0.333,0.286,0.429,1.286,0.455,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-14,746201,Strikeout,strikeout,True,663728,608334,Cal Raleigh,Carson Fulmer,0,cc717080-0cd3-4e22-bcba-763978d43cba,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.16,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,108.0,104.0,99.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,99.0,0.277,0.15,0.231,0.039,0.302,0.88,0.43,1.88,-9.4,0.25,93.8,88.0,92.9,87.5,82.7,0.164,0.269,0.378,0.278,0.389,0.108,0.194,0.29,0.231,0.133,0.333,0.286,0.429,1.286,0.455,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-14,746201,Double,double,False,694384,669302,Nolan Schanuel,Logan Gilbert,0,ed27c6d9-e4d0-4a0f-a311-95e44b1d5dd3,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,0.009,0.313,0.308,0.085,,1.7,-0.93,1.89,1.7,,96.2,,94.9,88.2,83.0,,,,,,,0.208,0.369,0.19,0.205,0.358,0.35,0.154,0.282,0.324,119.0,102.0,101.0,109.0,96.0,100.0,0.149,0.136,0.97,1.26,92.2,84.1,0.232,0.435,0.255,0.082,0.164,0.468,,,,,,
4,2024-07-14,746201,Groundout,field_out,True,592273,669302,Brandon Drury,Logan Gilbert,0,25575dee-2313-4d1a-8629-811611c8f62b,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,0.009,0.313,0.308,0.085,,1.7,-0.93,1.89,1.7,,96.2,,94.9,88.2,83.0,,,,,,,0.208,0.369,0.19,0.205,0.358,0.35,0.154,0.282,0.324,119.0,102.0,101.0,109.0,96.0,100.0,0.149,0.136,0.97,1.26,92.2,84.1,0.232,0.435,0.255,0.082,0.164,0.468,,,,,,
5,2024-07-14,746201,Strikeout,strikeout,True,621493,669302,Taylor Ward,Logan Gilbert,0,841bd809-074f-4630-a796-75662de3679a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,0.009,0.313,0.308,0.085,,1.7,-0.93,1.89,1.7,,96.2,,94.9,88.2,83.0,,,,,,,0.208,0.369,0.19,0.205,0.358,0.35,0.154,0.282,0.324,119.0,102.0,101.0,109.0,96.0,100.0,0.149,0.136,0.97,1.26,92.2,84.1,0.232,0.435,0.255,0.082,0.164,0.468,,,,,,
6,2024-07-14,746201,Lineout,field_out,True,641432,669302,Willie Calhoun,Logan Gilbert,0,a7106729-a35c-490e-afaf-d6a24ae4b70c,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,0.009,0.313,0.308,0.085,,1.7,-0.93,1.89,1.7,,96.2,,94.9,88.2,83.0,,,,,,,0.208,0.369,0.19,0.205,0.358,0.35,0.154,0.282,0.324,119.0,102.0,101.0,109.0,96.0,100.0,0.149,0.136,0.97,1.26,92.2,84.1,0.232,0.435,0.255,0.082,0.164,0.468,,,,,,
7,2024-07-14,746201,Strikeout,strikeout,True,677594,608334,Julio Rodríguez,Carson Fulmer,0,4f032144-b27e-495e-8628-0cfe2388de1c,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.16,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,108.0,104.0,99.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,99.0,0.277,0.15,0.231,0.039,0.302,0.88,0.43,1.88,-9.4,0.25,93.8,88.0,92.9,87.5,82.7,0.164,0.269,0.378,0.278,0.389,0.108,0.194,0.29,0.231,0.133,0.333,0.286,0.429,1.286,0.455,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-14,746201,Strikeout,strikeout,True,593871,608334,Jorge Polanco,Carson Fulmer,0,6ba6ff38-e416-4f5c-9183-3117de36055f,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.16,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,108.0,104.0,99.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,99.0,0.277,0.15,0.231,0.039,0.302,0.88,0.43,1.88,-9.4,0.25,93.8,88.0,92.9,87.5,82.7,0.164,0.269,0.378,0.278,0.389,0.108,0.194,0.29,0.231,0.133,0.333,0.286,0.429,1.286,0.455,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-14,746201,Groundout,field_out,True,670042,608334,Luke Raley,Carson Fulmer,0,cbfeb490-c183-4208-9f16-457629fa7735,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,3.45,4.16,47.0,101.0,96.0,98.0,0.754,9.38,4.4,6.51,0.96,1.06,0.24,0.4,0.136,0.368,0.389,89.0,104.0,103.0,108.0,104.0,99.0,95.0,108.0,108.0,91.0,98.0,95.0,116.0,95.0,99.0,0.277,0.15,0.231,0.039,0.302,0.88,0.43,1.88,-9.4,0.25,93.8,88.0,92.9,87.5,82.7,0.164,0.269,0.378,0.278,0.389,0.108,0.194,0.29,0.231,0.133,0.333,0.286,0.429,1.286,0.455,,,,,,,,,,,,,,,,,,,,,,,,
