,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
11,2024-09-23,747150,Walk,walk,False,669477,593958,Casey Schmitt,Eduardo Rodriguez,1,12bcde13-c3ae-4419-ae26-a3bb329295cd,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-23,747150,Groundout,field_out,True,687529,593958,Grant McCray,Eduardo Rodriguez,0,f7fd383f-481e-4736-a9f0-c844ef36c91d,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-23,747150,Strikeout,strikeout,True,553993,806185,Eugenio Suárez,Hayden Birdsong,0,1d51985a-1c41-41e9-9fd2-8340cece9e84,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.66,4.85,67.2,92.0,111.0,96.0,0.736,10.24,5.32,7.05,1.33,0.94,0.241,0.391,0.098,0.42,0.378,154.0,92.0,114.0,88.0,87.0,83.0,,,,120.0,90.0,99.0,,,,,0.443,,0.177,0.185,-0.24,,,-0.79,-0.5,95.8,,88.1,,86.5,0.225,0.459,0.176,0.26,0.36,0.353,,,,,,,0.265,0.588,0.427,113.0,103.0,104.0,0.195,1.56,80.5,0.115,0.135,0.333,,,,,,,,,,,,,,,
14,2024-09-23,747150,Groundout,field_out,True,664983,806185,Jake McCarthy,Hayden Birdsong,0,f25e1032-fcbe-44a1-8864-80b2308fbb33,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.66,4.85,67.2,92.0,111.0,96.0,0.736,10.24,5.32,7.05,1.33,0.94,0.241,0.391,0.098,0.42,0.378,154.0,92.0,114.0,88.0,87.0,83.0,,,,120.0,90.0,99.0,,,,,0.443,,0.177,0.185,-0.24,,,-0.79,-0.5,95.8,,88.1,,86.5,0.225,0.459,0.176,0.26,0.36,0.353,,,,,,,0.265,0.588,0.427,113.0,103.0,104.0,0.195,1.56,80.5,0.115,0.135,0.333,,,,,,,,,,,,,,,
15,2024-09-23,747150,Lineout,field_out,True,621028,806185,Kevin Newman,Hayden Birdsong,0,52d7e70f-1cee-4694-9666-c6bb4e97686e,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.66,4.85,67.2,92.0,111.0,96.0,0.736,10.24,5.32,7.05,1.33,0.94,0.241,0.391,0.098,0.42,0.378,154.0,92.0,114.0,88.0,87.0,83.0,,,,120.0,90.0,99.0,,,,,0.443,,0.177,0.185,-0.24,,,-0.79,-0.5,95.8,,88.1,,86.5,0.225,0.459,0.176,0.26,0.36,0.353,,,,,,,0.265,0.588,0.427,113.0,103.0,104.0,0.195,1.56,80.5,0.115,0.135,0.333,,,,,,,,,,,,,,,
16,2024-09-23,747150,Strikeout,strikeout,True,592200,593958,Curt Casali,Eduardo Rodriguez,0,f43e7afe-fe60-4411-92ef-b2cee81d3d31,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-23,747150,Single,single,False,671218,593958,Heliot Ramos,Eduardo Rodriguez,0,045ed84f-5c67-4438-ae1d-bba44a35be43,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-23,747150,Double,double,False,666464,593958,Jerar Encarnacion,Eduardo Rodriguez,1,7f0a09e8-394e-44a2-9231-9deaf22293a6,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-23,747150,Lineout,field_out,True,624424,593958,Michael Conforto,Eduardo Rodriguez,0,ec7baa0d-d55e-4815-a32b-18daa2715fa1,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-09-23,747150,Home Run,home_run,False,656305,593958,Matt Chapman,Eduardo Rodriguez,1,5dd19808-c43c-4437-ae42-d0190664d641,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-23,747150,Groundout,field_out,True,666149,593958,Tyler Fitzgerald,Eduardo Rodriguez,0,c7326628-71b5-4289-b4e3-1c025afbdd7c,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-23,747150,Groundout,field_out,True,645444,806185,Jose Herrera,Hayden Birdsong,0,a294a70f-1c1e-45d1-b4bd-20163aa3c3b6,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.66,4.85,67.2,92.0,111.0,96.0,0.736,10.24,5.32,7.05,1.33,0.94,0.241,0.391,0.098,0.42,0.378,154.0,92.0,114.0,88.0,87.0,83.0,,,,120.0,90.0,99.0,,,,,0.443,,0.177,0.185,-0.24,,,-0.79,-0.5,95.8,,88.1,,86.5,0.225,0.459,0.176,0.26,0.36,0.353,,,,,,,0.265,0.588,0.427,113.0,103.0,104.0,0.195,1.56,80.5,0.115,0.135,0.333,,,,,,,,,,,,,,,
23,2024-09-23,747150,Single,single,False,682998,806185,Corbin Carroll,Hayden Birdsong,0,3eb92218-7cd2-4c11-a65e-29a4ba21c536,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.66,4.85,67.2,92.0,111.0,96.0,0.736,10.24,5.32,7.05,1.33,0.94,0.241,0.391,0.098,0.42,0.378,154.0,92.0,114.0,88.0,87.0,83.0,,,,120.0,90.0,99.0,,,,,0.443,,0.177,0.185,-0.24,,,-0.79,-0.5,95.8,,88.1,,86.5,0.225,0.459,0.176,0.26,0.36,0.353,,,,,,,0.265,0.588,0.427,113.0,103.0,104.0,0.195,1.56,80.5,0.115,0.135,0.333,,,,,,,,,,,,,,,
24,2024-09-23,747150,Flyout,field_out,True,672695,806185,Geraldo Perdomo,Hayden Birdsong,0,6d78cb46-338b-42a0-a9a1-378222bfe916,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.66,4.85,67.2,92.0,111.0,96.0,0.736,10.24,5.32,7.05,1.33,0.94,0.241,0.391,0.098,0.42,0.378,154.0,92.0,114.0,88.0,87.0,83.0,,,,120.0,90.0,99.0,,,,,0.443,,0.177,0.185,-0.24,,,-0.79,-0.5,95.8,,88.1,,86.5,0.225,0.459,0.176,0.26,0.36,0.353,,,,,,,0.265,0.588,0.427,113.0,103.0,104.0,0.195,1.56,80.5,0.115,0.135,0.333,,,,,,,,,,,,,,,
25,2024-09-23,747150,Hit By Pitch,hit_by_pitch,False,592626,806185,Joc Pederson,Hayden Birdsong,1,bd107184-4c56-429c-a8a0-e6f3ed2087a9,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.66,4.85,67.2,92.0,111.0,96.0,0.736,10.24,5.32,7.05,1.33,0.94,0.241,0.391,0.098,0.42,0.378,154.0,92.0,114.0,88.0,87.0,83.0,,,,120.0,90.0,99.0,,,,,0.443,,0.177,0.185,-0.24,,,-0.79,-0.5,95.8,,88.1,,86.5,0.225,0.459,0.176,0.26,0.36,0.353,,,,,,,0.265,0.588,0.427,113.0,103.0,104.0,0.195,1.56,80.5,0.115,0.135,0.333,,,,,,,,,,,,,,,
26,2024-09-23,747150,Double,double,False,572233,806185,Christian Walker,Hayden Birdsong,1,7d9fc19d-8250-47f5-bed3-e99ecae23ff6,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.66,4.85,67.2,92.0,111.0,96.0,0.736,10.24,5.32,7.05,1.33,0.94,0.241,0.391,0.098,0.42,0.378,154.0,92.0,114.0,88.0,87.0,83.0,,,,120.0,90.0,99.0,,,,,0.443,,0.177,0.185,-0.24,,,-0.79,-0.5,95.8,,88.1,,86.5,0.225,0.459,0.176,0.26,0.36,0.353,,,,,,,0.265,0.588,0.427,113.0,103.0,104.0,0.195,1.56,80.5,0.115,0.135,0.333,,,,,,,,,,,,,,,
27,2024-09-23,747150,Strikeout,strikeout,True,656976,806185,Pavin Smith,Hayden Birdsong,0,7dc57199-2aa5-4e8b-9c43-28b51ed176e0,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.66,4.85,67.2,92.0,111.0,96.0,0.736,10.24,5.32,7.05,1.33,0.94,0.241,0.391,0.098,0.42,0.378,154.0,92.0,114.0,88.0,87.0,83.0,,,,120.0,90.0,99.0,,,,,0.443,,0.177,0.185,-0.24,,,-0.79,-0.5,95.8,,88.1,,86.5,0.225,0.459,0.176,0.26,0.36,0.353,,,,,,,0.265,0.588,0.427,113.0,103.0,104.0,0.195,1.56,80.5,0.115,0.135,0.333,,,,,,,,,,,,,,,
28,2024-09-23,747150,Groundout,field_out,True,592192,593958,Mark Canha,Eduardo Rodriguez,0,0370d795-7114-4b9b-9db5-9d3865a5bbbc,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-23,747150,Home Run,home_run,False,669477,593958,Casey Schmitt,Eduardo Rodriguez,0,9b8c5abc-c4e8-4b11-b1df-630742eb9c81,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-23,747150,Strikeout,strikeout,True,687529,593958,Grant McCray,Eduardo Rodriguez,0,50edc556-94cf-4bfd-b5ba-0c8c2fd2a5bc,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-23,747150,Walk,walk,False,592200,593958,Curt Casali,Eduardo Rodriguez,0,38a5070f-70c1-409c-a1be-7fbb67f644af,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-09-23,747150,Strikeout,strikeout,True,671218,593958,Heliot Ramos,Eduardo Rodriguez,0,401d1918-fb0c-4400-a00b-b970884d2075,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.56,5.86,45.1,103.0,75.0,95.0,0.803,8.74,3.38,10.32,1.59,0.92,0.19,0.451,0.148,0.373,0.404,96.0,101.0,100.0,59.0,102.0,91.0,83.0,112.0,101.0,104.0,108.0,104.0,75.0,102.0,94.0,0.078,0.44,0.192,0.065,0.225,0.0,-2.16,-4.47,-0.28,-0.56,91.9,88.7,86.7,91.6,83.9,0.246,0.508,0.274,0.277,0.404,0.265,0.35,0.625,0.139,0.333,0.476,0.2,0.182,0.455,0.053,,,,,,,,,,,,,,,,,,,,,,,,
