,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-12,745300,Walk,walk,False,624585,605483,Jorge Soler,Blake Snell,0,b02e0435-04db-47be-bfae-a3b4be1370f8,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,0.079,0.139,0.497,0.341,0.477,0.421,0.185,0.296,0.426,,,,,,,,,,,,
1,2024-08-12,745300,Strikeout,strikeout,True,663586,605483,Austin Riley,Blake Snell,0,73610d7b-ff73-4688-888f-b76220db9eab,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,0.079,0.139,0.497,0.341,0.477,0.421,0.185,0.296,0.426,,,,,,,,,,,,
2,2024-08-12,745300,Strikeout,strikeout,True,542303,605483,Marcell Ozuna,Blake Snell,0,1217d0bb-0e60-4afd-b198-56f1b9d5e1d6,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,0.079,0.139,0.497,0.341,0.477,0.421,0.185,0.296,0.426,,,,,,,,,,,,
3,2024-08-12,745300,Strikeout,strikeout,True,621566,605483,Matt Olson,Blake Snell,0,2c3e203c-d473-4ec2-877b-b60251788463,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,0.079,0.139,0.497,0.341,0.477,0.421,0.185,0.296,0.426,,,,,,,,,,,,
4,2024-08-12,745300,Double,double,False,666149,519242,Tyler Fitzgerald,Chris Sale,0,461f2102-cfee-4d7b-be77-f52551e3436c,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,111.0,100.0,105.0,0.38,0.403,,0.144,-0.07,2.17,,2.72,95.0,87.2,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,112.0,100.0,97.0,0.074,-1.49,94.3,0.333,0.524,0.139,,,
5,2024-08-12,745300,Single,single,False,592192,519242,Mark Canha,Chris Sale,1,ae86df7b-dcfa-425f-986a-54be3f684eb0,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,111.0,100.0,105.0,0.38,0.403,,0.144,-0.07,2.17,,2.72,95.0,87.2,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,112.0,100.0,97.0,0.074,-1.49,94.3,0.333,0.524,0.139,,,
6,2024-08-12,745300,Strikeout,strikeout,True,671218,519242,Heliot Ramos,Chris Sale,0,f065f8c1-402b-41e7-ad12-3166812769d6,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,111.0,100.0,105.0,0.38,0.403,,0.144,-0.07,2.17,,2.72,95.0,87.2,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,112.0,100.0,97.0,0.074,-1.49,94.3,0.333,0.524,0.139,,,
7,2024-08-12,745300,Strikeout,strikeout,True,656305,519242,Matt Chapman,Chris Sale,0,b424e531-b2c6-42ce-b232-39310821f925,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,111.0,100.0,105.0,0.38,0.403,,0.144,-0.07,2.17,,2.72,95.0,87.2,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,112.0,100.0,97.0,0.074,-1.49,94.3,0.333,0.524,0.139,,,
8,2024-08-12,745300,Groundout,field_out,True,666464,519242,Jerar Encarnacion,Chris Sale,0,c90d2ce1-e538-4809-b4b1-228a525dd329,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,111.0,100.0,105.0,0.38,0.403,,0.144,-0.07,2.17,,2.72,95.0,87.2,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,112.0,100.0,97.0,0.074,-1.49,94.3,0.333,0.524,0.139,,,
9,2024-08-12,745300,Strikeout,strikeout,True,606115,605483,Orlando Arcia,Blake Snell,0,03b75749-cd6f-4d20-acf4-65182eabf1a8,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,0.079,0.139,0.497,0.341,0.477,0.421,0.185,0.296,0.426,,,,,,,,,,,,
10,2024-08-12,745300,Pop Out,field_out,True,669221,605483,Sean Murphy,Blake Snell,0,63f244c2-1e19-4ae0-a0e0-7d599485c495,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,0.079,0.139,0.497,0.341,0.477,0.421,0.185,0.296,0.426,,,,,,,,,,,,
11,2024-08-12,745300,Groundout,field_out,True,657656,605483,Ramón Laureano,Blake Snell,0,36b58bfd-be2b-42e7-a52e-29558a6d67ae,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,0.079,0.139,0.497,0.341,0.477,0.421,0.185,0.296,0.426,,,,,,,,,,,,
12,2024-08-12,745300,Strikeout,strikeout,True,573262,519242,Mike Yastrzemski,Chris Sale,0,9761752c-2d9b-4df2-82f6-f5b116589b4a,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,111.0,100.0,105.0,0.38,0.403,,0.144,-0.07,2.17,,2.72,95.0,87.2,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,112.0,100.0,97.0,0.074,-1.49,94.3,0.333,0.524,0.139,,,
13,2024-08-12,745300,Single,single,False,682617,519242,Marco Luciano,Chris Sale,0,bd713988-6b2c-411f-bc8a-396c0c9d52e8,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,111.0,100.0,105.0,0.38,0.403,,0.144,-0.07,2.17,,2.72,95.0,87.2,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,112.0,100.0,97.0,0.074,-1.49,94.3,0.333,0.524,0.139,,,
14,2024-08-12,745300,Strikeout,strikeout,True,672275,519242,Patrick Bailey,Chris Sale,0,b395aed8-34d0-4ef7-8ffb-d54aabec0ac2,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,111.0,100.0,105.0,0.38,0.403,,0.144,-0.07,2.17,,2.72,95.0,87.2,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,112.0,100.0,97.0,0.074,-1.49,94.3,0.333,0.524,0.139,,,
15,2024-08-12,745300,Groundout,field_out,True,669477,519242,Casey Schmitt,Chris Sale,0,17905ce1-6495-4240-974a-5a009d82b459,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.58,2.71,153.2,104.0,99.0,103.0,0.712,11.54,1.99,7.2,0.47,1.44,0.248,0.437,0.175,0.243,0.446,62.0,106.0,97.0,,,,97.0,107.0,104.0,111.0,100.0,105.0,0.38,0.403,,0.144,-0.07,2.17,,2.72,95.0,87.2,78.8,,0.277,0.447,0.243,,,,0.163,0.207,0.233,0.173,0.226,0.42,112.0,100.0,97.0,0.074,-1.49,94.3,0.333,0.524,0.139,,,
16,2024-08-12,745300,Groundout,field_out,True,594807,605483,Adam Duvall,Blake Snell,0,57a11462-32af-45d1-a74d-2fb0c698c017,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.76,2.79,79.0,97.0,120.0,103.0,0.648,12.08,4.1,5.92,0.68,0.97,0.281,0.393,0.18,0.236,0.352,110.0,103.0,111.0,147.0,98.0,109.0,110.0,95.0,98.0,108.0,88.0,93.0,0.464,0.104,0.273,0.16,0.78,-0.02,2.95,-0.94,95.8,85.3,88.6,81.1,0.214,0.339,0.251,0.079,0.139,0.497,0.341,0.477,0.421,0.185,0.296,0.426,,,,,,,,,,,,
