,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-05,745654,Pop Out,field_out,True,641487,683155,J.P. Crawford,Joey Estes,0,85d334be-b10b-4c5b-a9f1-c67f36d60580,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,115.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.92,-1.29,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-05,745654,Strikeout,strikeout,True,668942,683155,Josh Rojas,Joey Estes,0,1e3bd424-cc3e-4b12-b3b9-6e0792b3184d,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,115.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.92,-1.29,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-05,745654,Strikeout,strikeout,True,677594,683155,Julio Rodríguez,Joey Estes,0,fc995e6a-8654-413a-98c5-55a175d376db,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,115.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.92,-1.29,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-05,745654,Flyout,field_out,True,647351,669302,Abraham Toro,Logan Gilbert,0,24a4353b-d321-403d-9a97-c59df9d9a0e5,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,,1.7,0.97,-0.93,1.89,,96.2,92.2,,94.9,88.2,0.208,0.369,0.19,0.205,0.358,0.35,,,,,,,111.0,101.0,105.0,109.0,96.0,100.0,0.136,0.085,1.26,1.7,84.1,83.0,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,
4,2024-06-05,745654,Strikeout,strikeout,True,609280,669302,Miguel Andujar,Logan Gilbert,0,7eda33f5-ee91-4993-95b6-395054411fa3,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,,1.7,0.97,-0.93,1.89,,96.2,92.2,,94.9,88.2,0.208,0.369,0.19,0.205,0.358,0.35,,,,,,,111.0,101.0,105.0,109.0,96.0,100.0,0.136,0.085,1.26,1.7,84.1,83.0,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,
5,2024-06-05,745654,Flyout,field_out,True,668709,669302,JJ Bleday,Logan Gilbert,0,42a8eb13-20f5-4942-9833-6b487e2ca53c,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,,1.7,0.97,-0.93,1.89,,96.2,92.2,,94.9,88.2,0.208,0.369,0.19,0.205,0.358,0.35,,,,,,,111.0,101.0,105.0,109.0,96.0,100.0,0.136,0.085,1.26,1.7,84.1,83.0,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,
6,2024-06-05,745654,Groundout,field_out,True,663728,683155,Cal Raleigh,Joey Estes,0,3019b879-37c5-4c82-ad21-8f4c179d9472,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,115.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.92,-1.29,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-05,745654,Flyout,field_out,True,664034,683155,Ty France,Joey Estes,0,05fb273d-eca0-4d46-b7b7-106ea66fa9fa,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,115.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.92,-1.29,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-05,745654,Strikeout,strikeout,True,670042,683155,Luke Raley,Joey Estes,0,8a25eb0a-d734-45a5-8153-2c4774c98798,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.29,4.22,63.0,108.0,95.0,106.0,0.815,7.0,2.14,8.57,1.14,0.44,0.267,0.415,0.149,0.308,0.492,86.0,90.0,94.0,84.0,108.0,102.0,57.0,108.0,118.0,115.0,114.0,118.0,111.0,89.0,91.0,0.006,0.555,0.014,0.326,0.099,0.75,-13.92,-1.29,0.49,-6.26,92.7,86.4,84.7,90.9,79.7,0.231,0.427,0.194,0.261,0.522,0.213,0.529,1.059,0.282,0.333,0.333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-05,745654,Strikeout,strikeout,True,667670,669302,Brent Rooker,Logan Gilbert,0,358daf72-daa4-4762-b993-41254a0a2de4,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,0.009,0.313,0.149,0.308,,1.7,0.97,-0.93,1.89,,96.2,92.2,,94.9,88.2,0.208,0.369,0.19,0.205,0.358,0.35,,,,,,,111.0,101.0,105.0,109.0,96.0,100.0,0.136,0.085,1.26,1.7,84.1,83.0,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,
