,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-31,746751,Strikeout,strikeout,True,596019,663436,Francisco Lindor,Davis Martin,0,bf2a5218-e1a9-4dfc-8ad0-4eb447f47698,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,142.0,106.0,107.0,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,0.188,-3.03,3.14,0.51,-0.21,2.68,93.7,89.2,89.0,83.6,78.3,0.122,0.341,0.355,0.237,0.316,0.217,0.448,0.552,0.176,0.179,0.179,0.25,0.2,0.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-31,746751,Strikeout,strikeout,True,607043,663436,Brandon Nimmo,Davis Martin,0,3c8d7a04-54ec-4d25-ae83-95a0e9a58f93,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,142.0,106.0,107.0,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,0.188,-3.03,3.14,0.51,-0.21,2.68,93.7,89.2,89.0,83.6,78.3,0.122,0.341,0.355,0.237,0.316,0.217,0.448,0.552,0.176,0.179,0.179,0.25,0.2,0.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-31,746751,Single,single,False,668901,663436,Mark Vientos,Davis Martin,0,50c84d95-1658-452a-ad3c-a743579798a0,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,142.0,106.0,107.0,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,0.188,-3.03,3.14,0.51,-0.21,2.68,93.7,89.2,89.0,83.6,78.3,0.122,0.341,0.355,0.237,0.316,0.217,0.448,0.552,0.176,0.179,0.179,0.25,0.2,0.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-31,746751,Home Run,home_run,False,624413,663436,Pete Alonso,Davis Martin,1,2f732575-e22c-4ba2-80a8-579eb9989b49,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,142.0,106.0,107.0,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,0.188,-3.03,3.14,0.51,-0.21,2.68,93.7,89.2,89.0,83.6,78.3,0.122,0.341,0.355,0.237,0.316,0.217,0.448,0.552,0.176,0.179,0.179,0.25,0.2,0.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-31,746751,Home Run,home_run,False,608385,663436,Jesse Winker,Davis Martin,0,e49308fd-a0da-4b78-8676-11cb58130c6c,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,142.0,106.0,107.0,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,0.188,-3.03,3.14,0.51,-0.21,2.68,93.7,89.2,89.0,83.6,78.3,0.122,0.341,0.355,0.237,0.316,0.217,0.448,0.552,0.176,0.179,0.179,0.25,0.2,0.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-31,746751,Strikeout,strikeout,True,502110,663436,J.D. Martinez,Davis Martin,0,a8b20ddf-d826-4f08-afbe-835686ef4654,663436.0,davismartin,Martin,Right,Davis Martin,CHW,3.29,4.68,38.1,100.0,104.0,99.0,0.757,8.22,3.52,7.98,0.94,1.33,0.207,0.432,0.198,0.315,0.414,142.0,106.0,107.0,95.0,92.0,94.0,92.0,95.0,92.0,113.0,107.0,110.0,84.0,97.0,88.0,0.285,0.177,0.267,0.082,0.188,-3.03,3.14,0.51,-0.21,2.68,93.7,89.2,89.0,83.6,78.3,0.122,0.341,0.355,0.237,0.316,0.217,0.448,0.552,0.176,0.179,0.179,0.25,0.2,0.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-31,746751,Lineout,field_out,True,667452,500779,Corey Julks,Jose Quintana,0,ca2785d8-8a23-4d85-85ae-15e7c14ae170,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,,,,,,,0.229,,,0.282,0.198,-0.28,,,0.02,0.19,90.6,,85.7,,77.6,,,,0.223,0.286,0.345,0.22,0.43,0.17,,,,0.265,0.449,0.258,75.0,98.0,91.0,0.292,0.14,90.7,0.27,0.478,0.132,0.171,0.371,0.27,,,,,,,,,,,,
7,2024-08-31,746751,Lineout,field_out,True,673357,500779,Luis Robert Jr.,Jose Quintana,0,5864b595-6ffd-4b69-b13a-3267079baad2,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,,,,,,,0.229,,,0.282,0.198,-0.28,,,0.02,0.19,90.6,,85.7,,77.6,,,,0.223,0.286,0.345,0.22,0.43,0.17,,,,0.265,0.449,0.258,75.0,98.0,91.0,0.292,0.14,90.7,0.27,0.478,0.132,0.171,0.371,0.27,,,,,,,,,,,,
8,2024-08-31,746751,Single,single,False,643217,500779,Andrew Benintendi,Jose Quintana,0,6f769a3d-95e1-47e4-9c03-cf59690aec6e,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,,,,,,,0.229,,,0.282,0.198,-0.28,,,0.02,0.19,90.6,,85.7,,77.6,,,,0.223,0.286,0.345,0.22,0.43,0.17,,,,0.265,0.449,0.258,75.0,98.0,91.0,0.292,0.14,90.7,0.27,0.478,0.132,0.171,0.371,0.27,,,,,,,,,,,,
9,2024-08-31,746751,Walk,walk,False,683734,500779,Andrew Vaughn,Jose Quintana,1,0fbb5f36-5337-4e73-9ac4-eb8b393442eb,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.09,4.65,152.0,98.0,83.0,93.0,0.802,6.99,3.49,8.29,1.3,1.27,0.223,0.42,0.173,0.335,0.335,70.0,100.0,98.0,110.0,102.0,100.0,70.0,91.0,85.0,,,,,,,0.229,,,0.282,0.198,-0.28,,,0.02,0.19,90.6,,85.7,,77.6,,,,0.223,0.286,0.345,0.22,0.43,0.17,,,,0.265,0.449,0.258,75.0,98.0,91.0,0.292,0.14,90.7,0.27,0.478,0.132,0.171,0.371,0.27,,,,,,,,,,,,
