,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff
0,2024-07-13,745067,Strikeout,strikeout,True,680757,641793,Steven Kwan,Zack Littell,0,7e9e4d25-da06-4289-8297-f8e9ef01b713,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-13,745067,Groundout,field_out,True,682657,641793,Angel Martínez,Zack Littell,0,f4b453db-92cd-497f-9548-2953aa203ecf,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-13,745067,Single,single,False,608070,641793,José Ramírez,Zack Littell,0,a095e3bb-39ab-4889-923e-d406aed58950,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-13,745067,Walk,walk,False,647304,641793,Josh Naylor,Zack Littell,1,d95ab304-d7a4-4c68-ba25-4334911931f3,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-13,745067,Forceout,force_out,True,681807,641793,David Fry,Zack Littell,1,4a44989f-6e06-4a62-86ab-6036c3613140,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-13,745067,Pop Out,field_out,True,650490,668909,Yandy Díaz,Gavin Williams,0,19eb122c-2026-426b-afc2-7a476ce4c8a4,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,97.0,94.0,94.0,,,,117.0,-91.0,10.0,,,,,0.568,,0.004,-0.18,,,-2.0,96.5,,,86.1,,,,,,,,,,0.286,0.357,0.164,99.0,94.0,105.0,118.0,114.0,112.0,61.0,98.0,84.0,0.163,0.21,0.054,-0.59,1.64,-5.68,89.7,87.6,80.3,0.176,0.235,0.3,0.222,0.444,0.167,,,
6,2024-07-13,745067,Strikeout,strikeout,True,664040,668909,Brandon Lowe,Gavin Williams,0,d3783e17-c15c-4cbb-968e-e641eca07076,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,97.0,94.0,94.0,,,,117.0,-91.0,10.0,,,,,0.568,,0.004,-0.18,,,-2.0,96.5,,,86.1,,,,,,,,,,0.286,0.357,0.164,99.0,94.0,105.0,118.0,114.0,112.0,61.0,98.0,84.0,0.163,0.21,0.054,-0.59,1.64,-5.68,89.7,87.6,80.3,0.176,0.235,0.3,0.222,0.444,0.167,,,
7,2024-07-13,745067,Single,single,False,670623,668909,Isaac Paredes,Gavin Williams,0,b813238a-df1a-485d-9099-b488f755c140,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,97.0,94.0,94.0,,,,117.0,-91.0,10.0,,,,,0.568,,0.004,-0.18,,,-2.0,96.5,,,86.1,,,,,,,,,,0.286,0.357,0.164,99.0,94.0,105.0,118.0,114.0,112.0,61.0,98.0,84.0,0.163,0.21,0.054,-0.59,1.64,-5.68,89.7,87.6,80.3,0.176,0.235,0.3,0.222,0.444,0.167,,,
8,2024-07-13,745067,Groundout,field_out,True,666139,668909,Josh Lowe,Gavin Williams,0,88c75b72-6e9e-45f3-ba75-38da416175c2,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.77,4.99,14.1,99.0,93.0,96.0,0.833,5.65,3.77,8.79,0.0,1.17,0.319,0.34,0.17,0.362,0.42,97.0,94.0,94.0,,,,117.0,-91.0,10.0,,,,,0.568,,0.004,-0.18,,,-2.0,96.5,,,86.1,,,,,,,,,,0.286,0.357,0.164,99.0,94.0,105.0,118.0,114.0,112.0,61.0,98.0,84.0,0.163,0.21,0.054,-0.59,1.64,-5.68,89.7,87.6,80.3,0.176,0.235,0.3,0.222,0.444,0.167,,,
9,2024-07-13,745067,Pop Out,field_out,True,665926,641793,Andrés Giménez,Zack Littell,0,956f67da-fa8b-41c6-aea1-56dd92296548,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
