,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff
0,2024-05-24,745822,Lineout,field_out,True,682641,681035,Luis Matos,Christian Scott,0,ac290b5c-3497-4332-957f-00a34279d3f8,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-24,745822,Groundout,field_out,True,664774,681035,LaMonte Wade Jr.,Christian Scott,0,96212a89-9e2e-4ee6-b5c2-6cf601e811ef,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-24,745822,Groundout,field_out,True,642731,681035,Thairo Estrada,Christian Scott,0,5ccd52c7-d78a-4636-8592-8e7242e6dfe2,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-24,745822,Double,double,False,596019,690986,Francisco Lindor,Kyle Harrison,0,efc147ac-54c9-4b19-82c5-5380ddb221f6,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,96.0,100.0,92.0,93.0,107.0,97.0,,,,0.61,,0.004,0.69,,-11.76,92.7,,88.2,0.237,0.377,0.212,0.333,0.667,0.5,,,,73.0,94.0,89.0,89.0,94.0,95.0,0.186,0.2,-0.51,-2.37,85.4,81.3,0.306,0.471,0.224,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-24,745822,Single,single,False,624413,690986,Pete Alonso,Kyle Harrison,1,de3b82d2-8a86-45b3-9559-c9d1c403afb1,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,96.0,100.0,92.0,93.0,107.0,97.0,,,,0.61,,0.004,0.69,,-11.76,92.7,,88.2,0.237,0.377,0.212,0.333,0.667,0.5,,,,73.0,94.0,89.0,89.0,94.0,95.0,0.186,0.2,-0.51,-2.37,85.4,81.3,0.306,0.471,0.224,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-24,745822,Lineout,field_out,True,607043,690986,Brandon Nimmo,Kyle Harrison,1,193e3192-21df-40dd-9e7c-aafbf98d6725,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,96.0,100.0,92.0,93.0,107.0,97.0,,,,0.61,,0.004,0.69,,-11.76,92.7,,88.2,0.237,0.377,0.212,0.333,0.667,0.5,,,,73.0,94.0,89.0,89.0,94.0,95.0,0.186,0.2,-0.51,-2.37,85.4,81.3,0.306,0.471,0.224,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-05-24,745822,Strikeout,strikeout,True,502110,690986,J.D. Martinez,Kyle Harrison,0,1d0ea1e1-740e-43e6-97d7-5805aaa926f0,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,96.0,100.0,92.0,93.0,107.0,97.0,,,,0.61,,0.004,0.69,,-11.76,92.7,,88.2,0.237,0.377,0.212,0.333,0.667,0.5,,,,73.0,94.0,89.0,89.0,94.0,95.0,0.186,0.2,-0.51,-2.37,85.4,81.3,0.306,0.471,0.224,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-24,745822,Groundout,field_out,True,668901,690986,Mark Vientos,Kyle Harrison,0,422db004-bc67-40a6-b910-3f9f2ac2e44a,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,96.0,100.0,92.0,93.0,107.0,97.0,,,,0.61,,0.004,0.69,,-11.76,92.7,,88.2,0.237,0.377,0.212,0.333,0.667,0.5,,,,73.0,94.0,89.0,89.0,94.0,95.0,0.186,0.2,-0.51,-2.37,85.4,81.3,0.306,0.471,0.224,0.295,0.477,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-24,745822,Groundout,field_out,True,656305,681035,Matt Chapman,Christian Scott,0,14d9ad0c-8544-4d7c-bb15-62bda61dd640,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-24,745822,Groundout,field_out,True,672275,681035,Patrick Bailey,Christian Scott,0,a7e1e7b7-2e9c-4783-a9f6-af7fd2f044de,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-05-24,745822,Home Run,home_run,False,624585,681035,Jorge Soler,Christian Scott,0,e8e1255c-f705-4612-8643-787a1e560cba,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-24,745822,Walk,walk,False,671218,681035,Heliot Ramos,Christian Scott,0,195d3701-53b8-4fa4-b2cd-84d098a7b09b,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
