,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-11,745244,Flyout,field_out,True,667452,646242,Corey Julks,Jhonathan Diaz,0,2c1d8cc4-1d82-4931-9561-51df041c6d59,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-11,745244,Groundout,field_out,True,672820,646242,Lenyn Sosa,Jhonathan Diaz,0,5f501b0c-264b-479e-a2cd-65d97484092c,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-11,745244,Walk,walk,False,673357,646242,Luis Robert Jr.,Jhonathan Diaz,0,9239d752-321b-4a30-b7ec-6bfb05c0f88b,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-11,745244,Strikeout,strikeout,True,683734,646242,Andrew Vaughn,Jhonathan Diaz,0,fcc10c4e-4f33-47e5-94b7-2d528e892f99,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-11,745244,Groundout,field_out,True,641487,689672,J.P. Crawford,Drew Thorpe,0,43cddd0b-690b-4499-9eff-f4708a25f999,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,93.0,105.0,104.0,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,0.344,0.17,,0.354,0.39,,0.62,,1.57,91.0,81.5,,81.0,,0.184,0.368,0.076,0.0,0.0,0.167,0.156,0.333,0.379,,,,,,,77.0,91.0,87.0,0.132,-1.24,85.6,0.214,0.571,0.074,,,,,,,,,,,,,,,
5,2024-06-11,745244,Pop Out,field_out,True,668942,689672,Josh Rojas,Drew Thorpe,0,5facdca0-b923-42a8-a9a4-9e7cab3cefe5,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,93.0,105.0,104.0,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,0.344,0.17,,0.354,0.39,,0.62,,1.57,91.0,81.5,,81.0,,0.184,0.368,0.076,0.0,0.0,0.167,0.156,0.333,0.379,,,,,,,77.0,91.0,87.0,0.132,-1.24,85.6,0.214,0.571,0.074,,,,,,,,,,,,,,,
6,2024-06-11,745244,Strikeout,strikeout,True,677594,689672,Julio Rodríguez,Drew Thorpe,0,800ddb57-4f8b-4efe-96a5-5888b91e6c0c,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,93.0,105.0,104.0,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,0.344,0.17,,0.354,0.39,,0.62,,1.57,91.0,81.5,,81.0,,0.184,0.368,0.076,0.0,0.0,0.167,0.156,0.333,0.379,,,,,,,77.0,91.0,87.0,0.132,-1.24,85.6,0.214,0.571,0.074,,,,,,,,,,,,,,,
7,2024-06-11,745244,Single,single,False,657557,646242,Paul DeJong,Jhonathan Diaz,0,a7e6a4c3-cbff-4565-9f08-7ca6b3c60fa5,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-11,745244,Single,single,False,686676,646242,Korey Lee,Jhonathan Diaz,1,2db2a9be-e10a-46e6-9b36-d8f130eaf3be,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-11,745244,Single,single,False,676113,646242,Zach DeLoach,Jhonathan Diaz,1,ecf55ac7-33a4-42ad-8e3c-181d8980a9a0,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-11,745244,Strikeout,strikeout,True,670032,646242,Nicky Lopez,Jhonathan Diaz,0,cd621421-06bb-4a80-8fdd-a7ef4c308423,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-06-11,745244,Single,single,False,455117,646242,Martín Maldonado,Jhonathan Diaz,1,c2094e95-94c5-4316-aa9d-1a8b88a5b31c,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-06-11,745244,Strikeout,strikeout,True,667452,646242,Corey Julks,Jhonathan Diaz,0,8e532464-f4f4-4f50-84fd-50c3605d3948,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-06-11,745244,Groundout,field_out,True,672820,646242,Lenyn Sosa,Jhonathan Diaz,0,d36abac0-4cd5-4fed-b164-fde4bc0433b5,646242.0,jhonathandiaz,"Diaz, J",Left,Jhonathan Diaz,SEA,5.06,4.48,5.1,107.0,70.0,100.0,0.867,6.75,1.69,15.19,3.38,1.67,0.19,0.381,0.095,0.286,0.5,71.0,94.0,70.0,90.0,124.0,131.0,56.0,116.0,104.0,70.0,93.0,89.0,81.0,115.0,126.0,0.22,0.28,0.122,0.146,0.232,0.23,-1.84,-7.04,-10.81,-0.97,90.6,81.1,88.2,79.0,73.0,0.143,0.571,0.214,0.429,0.429,0.25,0.2,0.2,0.1,0.667,1.667,0.0,0.667,0.667,0.111,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-06-11,745244,Groundout,field_out,True,663728,689672,Cal Raleigh,Drew Thorpe,0,849ffe78-af84-4e50-a21a-05724907c3d2,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,93.0,105.0,104.0,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,0.344,0.17,,0.354,0.39,,0.62,,1.57,91.0,81.5,,81.0,,0.184,0.368,0.076,0.0,0.0,0.167,0.156,0.333,0.379,,,,,,,77.0,91.0,87.0,0.132,-1.24,85.6,0.214,0.571,0.074,,,,,,,,,,,,,,,
15,2024-06-11,745244,Groundout,field_out,True,571745,689672,Mitch Haniger,Drew Thorpe,0,fca10ab5-7951-44ce-bb9b-7eb7ad1aee98,689672.0,drewthorpe,Thorpe,Right,Drew Thorpe,CHW,3.58,3.56,32.2,98.0,82.0,94.0,0.783,5.23,4.13,5.23,1.1,0.91,0.286,0.378,0.276,0.204,0.375,93.0,105.0,104.0,,,,66.0,96.0,85.0,,,,97.0,97.0,101.0,,0.344,0.17,,0.354,0.39,,0.62,,1.57,91.0,81.5,,81.0,,0.184,0.368,0.076,0.0,0.0,0.167,0.156,0.333,0.379,,,,,,,77.0,91.0,87.0,0.132,-1.24,85.6,0.214,0.571,0.074,,,,,,,,,,,,,,,
