,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-03-28,746737,Groundout,field_out,True,682928,593423,CJ Abrams,Frankie Montas,0,0fda339a-1f9f-4d65-a704-a8c6492937d0,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-03-28,746737,Pop Out,field_out,True,657041,593423,Lane Thomas,Frankie Montas,0,f56cb015-7d77-4f9c-8199-d979735d5d3e,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-03-28,746737,Single,single,True,608385,593423,Jesse Winker,Frankie Montas,1,9c03ec1f-7610-48b1-b9c9-b30c7b508745,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-03-28,746737,Walk,walk,False,663697,680686,Jonathan India,Josiah Gray,0,07140beb-e572-44df-a968-6a911c02d4c7,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,,,,0.097,0.222,0.244,,0.227,-2.75,-3.3,,-1.98,-2.28,92.7,87.7,,92.5,84.3,0.4,0.7,0.294,0.333,0.333,0.0,,,,0.4,0.7,0.333,0.25,0.5,0.333,41.0,99.0,87.0,34.0,89.0,91.0,0.108,0.102,-4.7,-6.2,86.7,81.7,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,
4,2024-03-28,746737,Flyout,field_out,True,666181,680686,Will Benson,Josiah Gray,0,7a4a0de5-aced-4350-8ffe-845e4b71c08a,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,,,,0.097,0.222,0.244,,0.227,-2.75,-3.3,,-1.98,-2.28,92.7,87.7,,92.5,84.3,0.4,0.7,0.294,0.333,0.333,0.0,,,,0.4,0.7,0.333,0.25,0.5,0.333,41.0,99.0,87.0,34.0,89.0,91.0,0.108,0.102,-4.7,-6.2,86.7,81.7,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,
5,2024-03-28,746737,Strikeout,strikeout,True,687952,680686,Christian Encarnacion-Strand,Josiah Gray,0,315562c6-ec18-4c06-b739-99aa5a22d95f,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,,,,0.097,0.222,0.244,,0.227,-2.75,-3.3,,-1.98,-2.28,92.7,87.7,,92.5,84.3,0.4,0.7,0.294,0.333,0.333,0.0,,,,0.4,0.7,0.333,0.25,0.5,0.333,41.0,99.0,87.0,34.0,89.0,91.0,0.108,0.102,-4.7,-6.2,86.7,81.7,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,
6,2024-03-28,746737,Strikeout,strikeout,True,600869,680686,Jeimer Candelario,Josiah Gray,0,53c43cd6-3be8-4b35-b082-559e3470d497,680686.0,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.02,8.1,94.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,93.0,94.0,92.0,114.0,91.0,90.0,95.0,98.0,96.0,86.0,94.0,89.0,,,,0.097,0.222,0.244,,0.227,-2.75,-3.3,,-1.98,-2.28,92.7,87.7,,92.5,84.3,0.4,0.7,0.294,0.333,0.333,0.0,,,,0.4,0.7,0.333,0.25,0.5,0.333,41.0,99.0,87.0,34.0,89.0,91.0,0.108,0.102,-4.7,-6.2,86.7,81.7,0.667,1.0,0.222,0.333,1.333,0.5,,,,,,
7,2024-03-28,746737,Pop Out,field_out,True,608841,593423,Joey Meneses,Frankie Montas,0,00d6cbb6-54af-4702-bf89-79c2b732ad60,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-03-28,746737,Pop Out,field_out,True,608336,593423,Joey Gallo,Frankie Montas,0,8197b04a-a453-4784-8f8a-245f8d0caeb1,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-03-28,746737,Single,single,False,660688,593423,Keibert Ruiz,Frankie Montas,0,ef1ce739-fc0f-4bf4-bf6c-fc39e0c39645,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,85.0,104.0,98.0,85.0,101.0,97.0,117.0,98.0,100.0,106.0,94.0,92.0,120.0,97.0,106.0,0.155,0.344,0.173,0.218,0.11,-0.34,-2.54,-0.21,1.59,-0.61,95.3,90.2,85.7,94.3,84.9,0.231,0.433,0.19,0.221,0.338,0.121,0.214,0.329,0.426,0.378,0.711,0.209,0.217,0.435,0.294,,,,,,,,,,,,,,,,,,,,,,,,
