,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-07-06,746529,Single,single,False,672580,596295,Maikel Garcia,Austin Gomber,0,62f93cac-9ff8-4a5b-b46d-488b7ea542a0,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,0.001,0.412,0.158,0.218,0.211,-1.25,-43.05,-0.33,0.82,-0.09,90.4,80.9,90.1,83.8,77.1,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,0.274,0.532,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-06,746529,Strikeout,strikeout,True,677951,596295,Bobby Witt Jr.,Austin Gomber,0,98208e40-8f4d-473f-b72a-b26a5d0bfb16,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,0.001,0.412,0.158,0.218,0.211,-1.25,-43.05,-0.33,0.82,-0.09,90.4,80.9,90.1,83.8,77.1,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,0.274,0.532,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-06,746529,Forceout,force_out,True,686469,596295,Vinnie Pasquantino,Austin Gomber,1,16a61b94-d5d5-46fb-b062-13e027e98e44,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,0.001,0.412,0.158,0.218,0.211,-1.25,-43.05,-0.33,0.82,-0.09,90.4,80.9,90.1,83.8,77.1,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,0.274,0.532,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-06,746529,Groundout,field_out,True,521692,596295,Salvador Perez,Austin Gomber,0,2d948aab-2c0b-4cee-8cd3-78441c1bc2c8,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,0.001,0.412,0.158,0.218,0.211,-1.25,-43.05,-0.33,0.82,-0.09,90.4,80.9,90.1,83.8,77.1,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,0.274,0.532,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-06,746529,Groundout,field_out,True,453568,607625,Charlie Blackmon,Seth Lugo,0,090fa8c4-7e2d-4f42-8329-6c53a084ae35,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,,,,0.191,0.248,0.141,,0.057,1.99,0.6,-0.63,,0.16,92.4,87.5,92.3,85.3,,0.183,0.275,0.159,0.175,0.275,0.366,0.2,0.25,0.321,0.278,0.556,0.172,124.0,103.0,112.0,105.0,95.0,94.0,0.069,0.026,0.268,0.22,0.95,1.06,91.0,85.6,79.3,0.278,0.426,0.124,0.269,0.365,0.326,0.375,0.375,0.186,0.091,0.364,0.273
5,2024-07-06,746529,Groundout,field_out,True,678662,607625,Ezequiel Tovar,Seth Lugo,0,60540efc-0533-48d2-a88f-cb2b981571d7,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,,,,0.191,0.248,0.141,,0.057,1.99,0.6,-0.63,,0.16,92.4,87.5,92.3,85.3,,0.183,0.275,0.159,0.175,0.275,0.366,0.2,0.25,0.321,0.278,0.556,0.172,124.0,103.0,112.0,105.0,95.0,94.0,0.069,0.026,0.268,0.22,0.95,1.06,91.0,85.6,79.3,0.278,0.426,0.124,0.269,0.365,0.326,0.375,0.375,0.186,0.091,0.364,0.273
6,2024-07-06,746529,Walk,walk,False,641857,607625,Ryan McMahon,Seth Lugo,0,779ab584-c23e-4f69-9294-6cf048bbc812,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,,,,0.191,0.248,0.141,,0.057,1.99,0.6,-0.63,,0.16,92.4,87.5,92.3,85.3,,0.183,0.275,0.159,0.175,0.275,0.366,0.2,0.25,0.321,0.278,0.556,0.172,124.0,103.0,112.0,105.0,95.0,94.0,0.069,0.026,0.268,0.22,0.95,1.06,91.0,85.6,79.3,0.278,0.426,0.124,0.269,0.365,0.326,0.375,0.375,0.186,0.091,0.364,0.273
7,2024-07-06,746529,Strikeout,strikeout,True,553869,607625,Elias Díaz,Seth Lugo,0,1f318685-380d-4967-8e54-e9dd8c579d94,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,,,,0.191,0.248,0.141,,0.057,1.99,0.6,-0.63,,0.16,92.4,87.5,92.3,85.3,,0.183,0.275,0.159,0.175,0.275,0.366,0.2,0.25,0.321,0.278,0.556,0.172,124.0,103.0,112.0,105.0,95.0,94.0,0.069,0.026,0.268,0.22,0.95,1.06,91.0,85.6,79.3,0.278,0.426,0.124,0.269,0.365,0.326,0.375,0.375,0.186,0.091,0.364,0.273
8,2024-07-06,746529,Groundout,field_out,True,592669,596295,Hunter Renfroe,Austin Gomber,0,ff44f4a7-091b-4116-8752-862beb9528bc,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,0.001,0.412,0.158,0.218,0.211,-1.25,-43.05,-0.33,0.82,-0.09,90.4,80.9,90.1,83.8,77.1,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,0.274,0.532,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-06,746529,Pop Out,field_out,True,669004,596295,MJ Melendez,Austin Gomber,0,1e06bb5b-8190-4404-882f-89e6490d05bb,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.61,4.79,99.2,103.0,79.0,97.0,0.828,6.05,2.26,9.48,1.63,1.05,0.222,0.434,0.142,0.351,0.428,86.0,105.0,101.0,73.0,98.0,90.0,51.0,110.0,96.0,86.0,102.0,100.0,78.0,111.0,105.0,0.001,0.412,0.158,0.218,0.211,-1.25,-43.05,-0.33,0.82,-0.09,90.4,80.9,90.1,83.8,77.1,0.312,0.567,0.093,0.188,0.337,0.266,0.274,0.369,0.275,0.274,0.532,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
