,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-09-28,744799,Walk,walk,False,656941,669022,Kyle Schwarber,MacKenzie Gore,0,5ccfe07e-736e-4adb-b2c1-f63c4ad704e3,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.19,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.298,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,0.553,0.158,0.196,0.093,-0.02,-0.77,0.62,-1.35,96.0,85.9,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,0.255,0.422,0.323,0.28,0.48,0.512,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,744799,Pop Out,field_out,True,607208,669022,Trea Turner,MacKenzie Gore,0,b86e1c8f-d549-4905-b028-247c4dc7f6d4,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.19,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.298,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,0.553,0.158,0.196,0.093,-0.02,-0.77,0.62,-1.35,96.0,85.9,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,0.255,0.422,0.323,0.28,0.48,0.512,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,744799,Strikeout,strikeout,True,547180,669022,Bryce Harper,MacKenzie Gore,0,7d9e08bc-5efa-4c2e-9b40-ac565fae05df,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.19,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.298,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,0.553,0.158,0.196,0.093,-0.02,-0.77,0.62,-1.35,96.0,85.9,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,0.255,0.422,0.323,0.28,0.48,0.512,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,744799,Pop Out,field_out,True,592206,669022,Nick Castellanos,MacKenzie Gore,0,fee98732-5eef-4652-af2d-835ea14c7b52,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.19,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.298,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,0.553,0.158,0.196,0.093,-0.02,-0.77,0.62,-1.35,96.0,85.9,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,0.255,0.422,0.323,0.28,0.48,0.512,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-28,744799,Strikeout,strikeout,True,671277,554430,Luis García Jr.,Zack Wheeler,0,4cf00ce3-58fe-45cf-93ee-bf2e813ed3e9,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.81,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.286,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,128.0,106.0,115.0,0.416,0.125,0.1,,0.88,1.04,-0.98,,95.3,,84.9,81.8,0.21,0.397,0.296,0.205,0.397,0.387,,,,,,,0.152,0.273,0.335,111.0,103.0,107.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.093,0.074,-0.23,1.47,2.68,91.1,86.1,94.6,0.189,0.259,0.142,0.226,0.371,0.183,0.137,0.196,0.402
5,2024-09-28,744799,Strikeout,strikeout,True,695578,554430,James Wood,Zack Wheeler,0,8a250ed7-e8df-432f-a24c-17716beca897,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.81,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.286,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,128.0,106.0,115.0,0.416,0.125,0.1,,0.88,1.04,-0.98,,95.3,,84.9,81.8,0.21,0.397,0.296,0.205,0.397,0.387,,,,,,,0.152,0.273,0.335,111.0,103.0,107.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.093,0.074,-0.23,1.47,2.68,91.1,86.1,94.6,0.189,0.259,0.142,0.226,0.371,0.183,0.137,0.196,0.402
6,2024-09-28,744799,Single,single,False,660688,554430,Keibert Ruiz,Zack Wheeler,0,dd66e34e-ee32-4c1a-8ee1-4521d4bd002e,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.81,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.286,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,128.0,106.0,115.0,0.416,0.125,0.1,,0.88,1.04,-0.98,,95.3,,84.9,81.8,0.21,0.397,0.296,0.205,0.397,0.387,,,,,,,0.152,0.273,0.335,111.0,103.0,107.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.093,0.074,-0.23,1.47,2.68,91.1,86.1,94.6,0.189,0.259,0.142,0.226,0.371,0.183,0.137,0.196,0.402
7,2024-09-28,744799,Lineout,field_out,True,677588,554430,José Tena,Zack Wheeler,0,dbfdb82d-3b9b-4c13-8496-a619ca0b4fc7,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.81,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.286,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,128.0,106.0,115.0,0.416,0.125,0.1,,0.88,1.04,-0.98,,95.3,,84.9,81.8,0.21,0.397,0.296,0.205,0.397,0.387,,,,,,,0.152,0.273,0.335,111.0,103.0,107.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.093,0.074,-0.23,1.47,2.68,91.1,86.1,94.6,0.189,0.259,0.142,0.226,0.371,0.183,0.137,0.196,0.402
8,2024-09-28,744799,Groundout,field_out,True,664761,669022,Alec Bohm,MacKenzie Gore,0,dde63df5-b3eb-42a2-bd82-5fdc2e4d99ea,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.19,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.298,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,0.553,0.158,0.196,0.093,-0.02,-0.77,0.62,-1.35,96.0,85.9,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,0.255,0.422,0.323,0.28,0.48,0.512,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-28,744799,Single,single,False,592663,669022,J.T. Realmuto,MacKenzie Gore,0,2b6d777a-e4de-45ad-8a83-1b43f5e1c92a,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.19,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.298,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,0.553,0.158,0.196,0.093,-0.02,-0.77,0.62,-1.35,96.0,85.9,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,0.255,0.422,0.323,0.28,0.48,0.512,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
