,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-07,746530,Strikeout,strikeout,True,624428,685299,Adam Frazier,Tanner Gordon,0,b2381316-f1ff-4ae3-8310-c2d6f12cc159,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,10.61,8.6,9.1,101.0,86.0,96.0,0.83,6.75,1.93,15.43,5.79,0.79,0.194,0.528,0.056,0.389,0.459,82.0,106.0,103.0,84.0,98.0,96.0,89.0,87.0,74.0,92.0,103.0,95.0,0.069,0.396,0.277,0.258,-5.23,3.84,-5.16,-6.94,92.4,84.0,92.7,85.2,0.286,0.786,0.259,0.467,0.867,0.171,0.417,1.0,0.185,,,,,,,,,,,,,,,,,,,,,
1,2024-07-07,746530,Strikeout,strikeout,True,677951,685299,Bobby Witt Jr.,Tanner Gordon,0,7aa546a0-cf4c-4334-afe1-0ac462213e86,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,10.61,8.6,9.1,101.0,86.0,96.0,0.83,6.75,1.93,15.43,5.79,0.79,0.194,0.528,0.056,0.389,0.459,82.0,106.0,103.0,84.0,98.0,96.0,89.0,87.0,74.0,92.0,103.0,95.0,0.069,0.396,0.277,0.258,-5.23,3.84,-5.16,-6.94,92.4,84.0,92.7,85.2,0.286,0.786,0.259,0.467,0.867,0.171,0.417,1.0,0.185,,,,,,,,,,,,,,,,,,,,,
2,2024-07-07,746530,Groundout,field_out,True,686469,685299,Vinnie Pasquantino,Tanner Gordon,0,7e561bdd-250a-4e9e-b3d1-9e53503b7866,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,10.61,8.6,9.1,101.0,86.0,96.0,0.83,6.75,1.93,15.43,5.79,0.79,0.194,0.528,0.056,0.389,0.459,82.0,106.0,103.0,84.0,98.0,96.0,89.0,87.0,74.0,92.0,103.0,95.0,0.069,0.396,0.277,0.258,-5.23,3.84,-5.16,-6.94,92.4,84.0,92.7,85.2,0.286,0.786,0.259,0.467,0.867,0.171,0.417,1.0,0.185,,,,,,,,,,,,,,,,,,,,,
3,2024-07-07,746530,Strikeout,strikeout,True,453568,663903,Charlie Blackmon,Brady Singer,0,e5648767-ee75-4d19-97f7-bd45e9b84b57,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.297,0.541,0.184,0.3,0.4,0.143,0.278,0.418,0.103,,,,,,,,,,,,,,,,,,
4,2024-07-07,746530,Strikeout,strikeout,True,678662,663903,Ezequiel Tovar,Brady Singer,0,c5e11df0-ef8f-41d5-94da-8bcbc68e3fd1,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.297,0.541,0.184,0.3,0.4,0.143,0.278,0.418,0.103,,,,,,,,,,,,,,,,,,
5,2024-07-07,746530,Groundout,field_out,True,641857,663903,Ryan McMahon,Brady Singer,0,b07c8c55-c99d-4623-ad7a-2da6b77c93e0,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.2,4.89,104.0,101.0,86.0,94.0,0.768,8.57,2.77,8.31,1.13,1.71,0.173,0.392,0.146,0.349,0.413,80.0,78.0,69.0,58.0,97.0,86.0,79.0,102.0,92.0,104.0,101.0,100.0,0.382,0.137,0.453,0.028,-1.75,0.62,0.21,-3.58,91.6,88.0,92.1,82.8,0.333,1.0,0.267,0.297,0.541,0.184,0.3,0.4,0.143,0.278,0.418,0.103,,,,,,,,,,,,,,,,,,
6,2024-07-07,746530,Single,single,False,521692,685299,Salvador Perez,Tanner Gordon,0,4960b582-cbca-4b14-ac4b-3c5782d1f60e,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,10.61,8.6,9.1,101.0,86.0,96.0,0.83,6.75,1.93,15.43,5.79,0.79,0.194,0.528,0.056,0.389,0.459,82.0,106.0,103.0,84.0,98.0,96.0,89.0,87.0,74.0,92.0,103.0,95.0,0.069,0.396,0.277,0.258,-5.23,3.84,-5.16,-6.94,92.4,84.0,92.7,85.2,0.286,0.786,0.259,0.467,0.867,0.171,0.417,1.0,0.185,,,,,,,,,,,,,,,,,,,,,
7,2024-07-07,746530,Single,single,False,686681,685299,Michael Massey,Tanner Gordon,1,03260360-f5e4-447e-8b85-8f3f4c92a7a1,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,10.61,8.6,9.1,101.0,86.0,96.0,0.83,6.75,1.93,15.43,5.79,0.79,0.194,0.528,0.056,0.389,0.459,82.0,106.0,103.0,84.0,98.0,96.0,89.0,87.0,74.0,92.0,103.0,95.0,0.069,0.396,0.277,0.258,-5.23,3.84,-5.16,-6.94,92.4,84.0,92.7,85.2,0.286,0.786,0.259,0.467,0.867,0.171,0.417,1.0,0.185,,,,,,,,,,,,,,,,,,,,,
8,2024-07-07,746530,Single,single,False,666023,685299,Freddy Fermin,Tanner Gordon,1,12f2f3d1-3cf6-48f5-aaca-ea0e9c76aca6,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,10.61,8.6,9.1,101.0,86.0,96.0,0.83,6.75,1.93,15.43,5.79,0.79,0.194,0.528,0.056,0.389,0.459,82.0,106.0,103.0,84.0,98.0,96.0,89.0,87.0,74.0,92.0,103.0,95.0,0.069,0.396,0.277,0.258,-5.23,3.84,-5.16,-6.94,92.4,84.0,92.7,85.2,0.286,0.786,0.259,0.467,0.867,0.171,0.417,1.0,0.185,,,,,,,,,,,,,,,,,,,,,
9,2024-07-07,746530,Flyout,field_out,True,669004,685299,MJ Melendez,Tanner Gordon,0,74aa61e2-4372-47af-b62d-288698f1092e,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,10.61,8.6,9.1,101.0,86.0,96.0,0.83,6.75,1.93,15.43,5.79,0.79,0.194,0.528,0.056,0.389,0.459,82.0,106.0,103.0,84.0,98.0,96.0,89.0,87.0,74.0,92.0,103.0,95.0,0.069,0.396,0.277,0.258,-5.23,3.84,-5.16,-6.94,92.4,84.0,92.7,85.2,0.286,0.786,0.259,0.467,0.867,0.171,0.417,1.0,0.185,,,,,,,,,,,,,,,,,,,,,
