,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff
10,2024-09-14,744884,Pop Out,field_out,True,676391,502043,Ernie Clement,Kyle Gibson,0,953e5a3c-6a3f-45c0-9915-28ad52a82eb7,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
11,2024-09-14,744884,Strikeout,strikeout,True,672386,502043,Alejandro Kirk,Kyle Gibson,0,28bc96da-e44c-4064-8f1e-51eb5ed14ed8,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
12,2024-09-14,744884,Groundout,field_out,True,663457,621244,Lars Nootbaar,José Berríos,0,c97ce572-3211-4d27-a59f-6926b4b5596c,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
13,2024-09-14,744884,Flyout,field_out,True,686780,621244,Pedro Pagés,José Berríos,0,ca9dd660-1ba9-48d7-bcd5-c6c528c29419,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
14,2024-09-14,744884,Home Run,home_run,False,691023,621244,Jordan Walker,José Berríos,0,b2ce6d43-21b4-4b16-8096-b08d6c30d5dc,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
15,2024-09-14,744884,Lineout,field_out,True,691026,621244,Masyn Winn,José Berríos,0,2e7861cd-0d1a-4a07-a233-ec4e896582d0,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
16,2024-09-14,744884,Flyout,field_out,True,680718,502043,Addison Barger,Kyle Gibson,0,6a8e49cd-5d3c-4e51-8a17-a8ec118429b6,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
17,2024-09-14,744884,Home Run,home_run,False,676914,502043,Davis Schneider,Kyle Gibson,0,9b34c643-1440-49ba-9a3f-b1f8844217eb,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
18,2024-09-14,744884,Double,double,False,694388,502043,Joey Loperfido,Kyle Gibson,0,8b9db6b5-4618-4fa5-9c96-0ce7795115d1,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
19,2024-09-14,744884,Lineout,field_out,True,543807,502043,George Springer,Kyle Gibson,0,85672aa4-3d9d-4ea2-8d61-623fb7242d26,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
20,2024-09-14,744884,Flyout,field_out,True,664770,502043,Nathan Lukes,Kyle Gibson,0,92ef39a0-11be-4676-93f6-11ee641c0fdf,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
21,2024-09-14,744884,Flyout,field_out,True,676475,621244,Alec Burleson,José Berríos,0,63c37732-20ac-4c02-b0ea-bcdd21d533d0,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
22,2024-09-14,744884,Groundout,field_out,True,502671,621244,Paul Goldschmidt,José Berríos,0,db8e58e1-a3d0-439b-95b2-7a5c3f07a99f,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
23,2024-09-14,744884,Walk,walk,False,571448,621244,Nolan Arenado,José Berríos,0,5189ee87-e31f-45f1-871b-26ee30d85157,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
24,2024-09-14,744884,Single,single,False,680977,621244,Brendan Donovan,José Berríos,1,22191670-aec2-4896-8326-ad232a9294a6,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
25,2024-09-14,744884,Strikeout,strikeout,True,695336,621244,Thomas Saggese,José Berríos,0,7ce9bc39-be98-47ac-b19c-fe27c8aa5e6a,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
26,2024-09-14,744884,Groundout,field_out,True,665489,502043,Vladimir Guerrero Jr.,Kyle Gibson,0,44cca2b5-88a3-48b7-b305-4a0f80f8292c,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
27,2024-09-14,744884,Walk,walk,False,687462,502043,Spencer Horwitz,Kyle Gibson,0,780d1025-be40-4044-965a-f20769c8e52f,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
28,2024-09-14,744884,Flyout,field_out,True,676391,502043,Ernie Clement,Kyle Gibson,0,7b0889dc-d1bc-4d74-921d-e1d2c1961140,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
29,2024-09-14,744884,Lineout,field_out,True,672386,502043,Alejandro Kirk,Kyle Gibson,0,a4ca353a-45a9-4fe1-ac9c-f1fddaf00c2c,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.11,4.73,159.2,98.0,94.0,95.0,0.754,8.12,3.49,8.46,1.13,1.32,0.219,0.424,0.178,0.346,0.357,99.0,92.0,88.0,103.0,103.0,104.0,81.0,90.0,85.0,84.0,102.0,97.0,96.0,95.0,90.0,0.269,0.129,0.21,0.086,0.095,-0.94,0.38,0.46,-2.02,0.65,91.4,88.6,84.9,90.7,78.4,0.263,0.409,0.088,,,,0.2,0.273,0.383,0.258,0.53,0.07,0.306,0.463,0.194,104.0,103.0,105.0,0.212,0.97,80.7,0.199,0.313,0.414,0.314,0.686,0.47,,,
30,2024-09-14,744884,Lineout,field_out,True,663457,621244,Lars Nootbaar,José Berríos,0,53c1c73d-d087-423e-9909-b688eb0de02a,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
31,2024-09-14,744884,Groundout,field_out,True,686780,621244,Pedro Pagés,José Berríos,0,78b47ab5-9d40-44ab-ba1c-eb69f6d3ad67,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
32,2024-09-14,744884,Walk,walk,False,691023,621244,Jordan Walker,José Berríos,0,0f88ebca-cef4-4b01-948a-d037b97f4250,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.44,4.76,183.1,103.0,92.0,99.0,0.812,7.02,2.45,7.66,1.42,1.18,0.255,0.415,0.155,0.346,0.414,86.0,104.0,101.0,111.0,102.0,105.0,81.0,100.0,93.0,86.0,103.0,95.0,82.0,106.0,98.0,0.342,0.181,0.033,0.285,0.158,-1.48,-1.14,1.29,0.44,0.98,94.1,91.5,84.8,93.4,83.2,0.257,0.347,0.124,0.181,0.383,0.307,0.171,0.374,0.262,0.315,0.576,0.192,0.333,0.375,0.1,,,,,,,,,,,,,,,
