,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FS_ba,FS_slg,FS_whiff
0,2024-06-30,746290,Strikeout,strikeout,True,680757,607625,Steven Kwan,Seth Lugo,0,44a929e9-bb60-4b8a-85ad-6ecf75d83b1a,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273
1,2024-06-30,746290,Walk,walk,False,682177,607625,Daniel Schneemann,Seth Lugo,0,0eb0fba4-92e7-4525-854b-b67c706a80af,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273
2,2024-06-30,746290,Strikeout,strikeout,True,608070,607625,José Ramírez,Seth Lugo,0,3d90c3d7-0795-47ca-bb86-854686cf5168,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273
3,2024-06-30,746290,Groundout,field_out,True,647304,607625,Josh Naylor,Seth Lugo,0,b204ae55-389e-4dc4-a9a8-66d825a1aa63,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273
4,2024-06-30,746290,Flyout,field_out,True,672580,671106,Maikel Garcia,Logan Allen,0,b5c1ebcd-d792-4de3-82aa-e2a1b7d5598d,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,,0.183,,0.183,-1.5,0.37,,,-2.18,,-1.11,91.2,85.4,,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.263,0.509,0.355,,,,0.245,0.449,0.196,0.254,0.479,0.278,,,
5,2024-06-30,746290,Single,single,False,677951,671106,Bobby Witt Jr.,Logan Allen,0,d4b2b613-df35-43ab-b94c-ff79c3a963ab,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,,0.183,,0.183,-1.5,0.37,,,-2.18,,-1.11,91.2,85.4,,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.263,0.509,0.355,,,,0.245,0.449,0.196,0.254,0.479,0.278,,,
6,2024-06-30,746290,Single,single,False,686469,671106,Vinnie Pasquantino,Logan Allen,1,fda78274-1c2d-49f9-b425-f1f87432db91,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,,0.183,,0.183,-1.5,0.37,,,-2.18,,-1.11,91.2,85.4,,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.263,0.509,0.355,,,,0.245,0.449,0.196,0.254,0.479,0.278,,,
7,2024-06-30,746290,Forceout,force_out,True,521692,671106,Salvador Perez,Logan Allen,1,70492a90-a16d-4527-a2b3-b1289fda4a3a,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,,0.183,,0.183,-1.5,0.37,,,-2.18,,-1.11,91.2,85.4,,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.263,0.509,0.355,,,,0.245,0.449,0.196,0.254,0.479,0.278,,,
8,2024-06-30,746290,Lineout,field_out,True,592669,671106,Hunter Renfroe,Logan Allen,0,7baf48e8-20b6-4620-9dba-0c6d7019667d,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.67,5.5,87.1,97.0,78.0,92.0,0.793,7.83,3.61,10.31,1.85,1.07,0.258,0.362,0.151,0.321,0.409,101.0,94.0,97.0,,,,61.0,98.0,88.0,,,,91.0,98.0,86.0,92.0,99.0,97.0,,0.483,0.15,,0.183,,0.183,-1.5,0.37,,,-2.18,,-1.11,91.2,85.4,,81.6,,78.6,,0.329,0.593,0.159,,,,,,,0.263,0.509,0.355,,,,0.245,0.449,0.196,0.254,0.479,0.278,,,
9,2024-06-30,746290,Strikeout,strikeout,True,678877,607625,Jhonkensy Noel,Seth Lugo,0,aab72317-98c0-4d19-bc46-0b84c7877bfe,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,71.0,102.0,92.0,127.0,99.0,106.0,105.0,95.0,94.0,0.191,0.248,0.069,0.026,0.141,0.268,0.057,1.99,0.22,0.95,0.6,-0.63,1.06,0.16,92.4,91.0,85.6,87.5,92.3,85.3,79.3,0.183,0.275,0.159,0.278,0.426,0.124,0.175,0.275,0.366,0.278,0.556,0.172,0.269,0.365,0.326,0.375,0.375,0.186,0.2,0.25,0.321,0.091,0.364,0.273
