,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff
0,2024-06-06,746784,Home Run,home_run,False,680776,663765,Jarren Duran,Jake Woodford,0,613762c1-1378-471d-a59e-52943afaf214,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,
1,2024-06-06,746784,Lineout,field_out,True,665839,663765,Enmanuel Valdez,Jake Woodford,0,f8da5827-950a-4ede-b57f-b3177dee813e,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,
2,2024-06-06,746784,Double,double,False,608701,663765,Rob Refsnyder,Jake Woodford,0,8d312612-da40-48a1-a142-d832317a9d06,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,
3,2024-06-06,746784,Strikeout,strikeout,True,646240,663765,Rafael Devers,Jake Woodford,0,b6ab24a6-fe4d-4bfe-9e3e-a03b4a67fba2,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,
4,2024-06-06,746784,Walk,walk,False,641933,663765,Tyler O'Neill,Jake Woodford,0,b0df0650-b3b8-4891-8f3f-0fdc65a88d2a,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,
5,2024-06-06,746784,Lineout,field_out,True,642086,663765,Dominic Smith,Jake Woodford,0,20196285-78d3-4252-9c9e-ef882f9f5b65,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,
6,2024-06-06,746784,Strikeout,strikeout,True,676113,656557,Zach DeLoach,Tanner Houck,0,8dae753e-f9c9-4e2e-8c75-120e7dededd4,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.2,0.4,0.235,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,
7,2024-06-06,746784,Groundout,field_out,True,670032,656557,Nicky Lopez,Tanner Houck,0,a66e457f-1f7f-4eea-9f76-32ed99316e06,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.2,0.4,0.235,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,
8,2024-06-06,746784,Strikeout,strikeout,True,673357,656557,Luis Robert Jr.,Tanner Houck,0,1b8f820c-b982-4772-91d5-af52fa943831,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,,,,,,,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,0.299,,0.022,0.423,,,-0.99,0.49,1.85,,,87.1,,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.2,0.4,0.235,116.0,105.0,111.0,0.255,1.83,88.4,0.188,0.234,0.233,,,,,,
9,2024-06-06,746784,Hit By Pitch,hit_by_pitch,False,657136,663765,Connor Wong,Jake Woodford,0,1e6241e6-39c7-4dbc-84f8-4992725e8cf8,663765.0,jakewoodford,Woodford,Right,Jake Woodford,CHW,10.8,7.51,8.1,100.0,94.0,95.0,0.833,7.56,5.4,16.2,2.16,0.57,0.242,0.455,0.03,0.394,0.462,68.0,72.0,78.0,66.0,110.0,100.0,88.0,104.0,90.0,112.0,104.0,104.0,93.0,96.0,93.0,0.329,0.046,0.266,0.295,0.064,-2.47,-3.68,-4.22,-3.0,-1.54,91.7,88.0,86.0,91.3,82.1,0.286,0.571,0.267,0.5,0.667,0.056,0.385,0.769,0.2,,,,,,,,,,,,,,,
