,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SV_ba,SV_slg,SV_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-08,746345,Lineout,field_out,True,682998,434378,Corbin Carroll,Justin Verlander,0,ce071e7f-20a3-473c-9b5b-8f82c3d67a49,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.3,4.11,74.2,100.0,118.0,102.0,0.806,7.59,2.89,9.52,1.69,0.49,0.291,0.346,0.179,0.278,0.436,117.0,96.0,101.0,113.0,100.0,97.0,118.0,99.0,102.0,127.0,107.0,112.0,0.495,0.183,0.225,0.096,-0.73,0.22,-1.23,0.73,93.5,84.1,86.8,77.7,0.298,0.522,0.213,0.212,0.379,0.22,0.325,0.5,0.204,0.154,0.154,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-08,746345,Groundout,field_out,True,672695,434378,Geraldo Perdomo,Justin Verlander,0,3fd3569c-4052-4819-8320-22f3ed168812,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.3,4.11,74.2,100.0,118.0,102.0,0.806,7.59,2.89,9.52,1.69,0.49,0.291,0.346,0.179,0.278,0.436,117.0,96.0,101.0,113.0,100.0,97.0,118.0,99.0,102.0,127.0,107.0,112.0,0.495,0.183,0.225,0.096,-0.73,0.22,-1.23,0.73,93.5,84.1,86.8,77.7,0.298,0.522,0.213,0.212,0.379,0.22,0.325,0.5,0.204,0.154,0.154,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-08,746345,Hit By Pitch,hit_by_pitch,False,592626,434378,Joc Pederson,Justin Verlander,0,a772456f-2422-448f-8857-5ce80237a098,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.3,4.11,74.2,100.0,118.0,102.0,0.806,7.59,2.89,9.52,1.69,0.49,0.291,0.346,0.179,0.278,0.436,117.0,96.0,101.0,113.0,100.0,97.0,118.0,99.0,102.0,127.0,107.0,112.0,0.495,0.183,0.225,0.096,-0.73,0.22,-1.23,0.73,93.5,84.1,86.8,77.7,0.298,0.522,0.213,0.212,0.379,0.22,0.325,0.5,0.204,0.154,0.154,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-08,746345,Flyout,field_out,True,605137,434378,Josh Bell,Justin Verlander,0,aa99ba38-9150-4788-a43e-63cf9c9d4daf,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.3,4.11,74.2,100.0,118.0,102.0,0.806,7.59,2.89,9.52,1.69,0.49,0.291,0.346,0.179,0.278,0.436,117.0,96.0,101.0,113.0,100.0,97.0,118.0,99.0,102.0,127.0,107.0,112.0,0.495,0.183,0.225,0.096,-0.73,0.22,-1.23,0.73,93.5,84.1,86.8,77.7,0.298,0.522,0.213,0.212,0.379,0.22,0.325,0.5,0.204,0.154,0.154,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-08,746345,Strikeout,strikeout,True,514888,669194,Jose Altuve,Ryne Nelson,0,52185f3c-cd62-4fb5-9dc6-c46bb52c1603,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.33,4.16,147.2,106.0,100.0,104.0,0.839,7.62,2.07,9.39,1.04,1.11,0.274,0.386,0.145,0.331,0.465,109.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,111.0,112.0,110.0,0.555,0.104,0.058,0.1,0.6,-0.62,1.82,-2.34,95.2,83.0,83.8,77.8,0.25,0.421,0.195,0.226,0.34,0.156,0.138,0.207,0.148,0.302,0.587,0.203,78.0,106.0,96.0,0.183,-1.13,91.3,0.328,0.525,0.151,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
5,2024-09-08,746345,Groundout,field_out,True,670541,669194,Yordan Alvarez,Ryne Nelson,0,037a2412-4ee8-4438-9b86-570da883d239,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.33,4.16,147.2,106.0,100.0,104.0,0.839,7.62,2.07,9.39,1.04,1.11,0.274,0.386,0.145,0.331,0.465,109.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,111.0,112.0,110.0,0.555,0.104,0.058,0.1,0.6,-0.62,1.82,-2.34,95.2,83.0,83.8,77.8,0.25,0.421,0.195,0.226,0.34,0.156,0.138,0.207,0.148,0.302,0.587,0.203,78.0,106.0,96.0,0.183,-1.13,91.3,0.328,0.525,0.151,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
6,2024-09-08,746345,Catcher Interference,catcher_interf,False,663656,669194,Kyle Tucker,Ryne Nelson,0,1125c3bb-ea1d-49b9-9731-8cdd1413fa49,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.33,4.16,147.2,106.0,100.0,104.0,0.839,7.62,2.07,9.39,1.04,1.11,0.274,0.386,0.145,0.331,0.465,109.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,111.0,112.0,110.0,0.555,0.104,0.058,0.1,0.6,-0.62,1.82,-2.34,95.2,83.0,83.8,77.8,0.25,0.421,0.195,0.226,0.34,0.156,0.138,0.207,0.148,0.302,0.587,0.203,78.0,106.0,96.0,0.183,-1.13,91.3,0.328,0.525,0.151,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
7,2024-09-08,746345,Strikeout,strikeout,True,608324,669194,Alex Bregman,Ryne Nelson,0,fffa8786-3c3b-4097-b3e5-a3f9f913e13c,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.33,4.16,147.2,106.0,100.0,104.0,0.839,7.62,2.07,9.39,1.04,1.11,0.274,0.386,0.145,0.331,0.465,109.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,111.0,112.0,110.0,0.555,0.104,0.058,0.1,0.6,-0.62,1.82,-2.34,95.2,83.0,83.8,77.8,0.25,0.421,0.195,0.226,0.34,0.156,0.138,0.207,0.148,0.302,0.587,0.203,78.0,106.0,96.0,0.183,-1.13,91.3,0.328,0.525,0.151,0.4,0.733,0.167,,,,,,,,,,,,,,,,,,,,,
8,2024-09-08,746345,Single,single,False,664983,434378,Jake McCarthy,Justin Verlander,0,eca9497b-65db-45cc-82a8-d387bb0626fb,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.3,4.11,74.2,100.0,118.0,102.0,0.806,7.59,2.89,9.52,1.69,0.49,0.291,0.346,0.179,0.278,0.436,117.0,96.0,101.0,113.0,100.0,97.0,118.0,99.0,102.0,127.0,107.0,112.0,0.495,0.183,0.225,0.096,-0.73,0.22,-1.23,0.73,93.5,84.1,86.8,77.7,0.298,0.522,0.213,0.212,0.379,0.22,0.325,0.5,0.204,0.154,0.154,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-08,746345,Single,single,False,553993,434378,Eugenio Suárez,Justin Verlander,1,c7f5f66c-fe4a-4a71-be58-777031e5b8f7,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.3,4.11,74.2,100.0,118.0,102.0,0.806,7.59,2.89,9.52,1.69,0.49,0.291,0.346,0.179,0.278,0.436,117.0,96.0,101.0,113.0,100.0,97.0,118.0,99.0,102.0,127.0,107.0,112.0,0.495,0.183,0.225,0.096,-0.73,0.22,-1.23,0.73,93.5,84.1,86.8,77.7,0.298,0.522,0.213,0.212,0.379,0.22,0.325,0.5,0.204,0.154,0.154,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
