,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-06-26,745325,Groundout,field_out,True,663538,806185,Nico Hoerner,Hayden Birdsong,0,c7e52e9e-4757-4033-b873-82e68f05a118,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,124.0,95.0,103.0,0.481,0.226,0.109,0.183,-0.86,2.55,4.34,-5.36,95.8,88.2,86.0,81.1,0.25,0.5,0.141,0.467,0.733,0.444,0.154,0.231,0.308,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-26,745325,Strikeout,strikeout,True,683737,806185,Michael Busch,Hayden Birdsong,0,4bd5eb07-891b-423f-a18c-e872b0ef21af,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,124.0,95.0,103.0,0.481,0.226,0.109,0.183,-0.86,2.55,4.34,-5.36,95.8,88.2,86.0,81.1,0.25,0.5,0.141,0.467,0.733,0.444,0.154,0.231,0.308,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-26,745325,Flyout,field_out,True,641355,806185,Cody Bellinger,Hayden Birdsong,0,8b00bb91-bcf6-4fff-9c12-38fddbabf0e2,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,124.0,95.0,103.0,0.481,0.226,0.109,0.183,-0.86,2.55,4.34,-5.36,95.8,88.2,86.0,81.1,0.25,0.5,0.141,0.467,0.733,0.444,0.154,0.231,0.308,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-26,745325,Groundout,field_out,True,689172,669713,Brett Wisely,Hayden Wesneski,0,50063c8a-501c-4874-9fe0-b0de71c0fffd,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,,,,50.0,100.0,85.0,132.0,100.0,111.0,0.368,0.399,,0.027,-0.5,0.19,,1.36,94.5,86.9,82.2,,0.25,0.444,0.132,0.143,0.143,0.214,0.185,0.383,0.428,,,,91.0,100.0,95.0,76.0,97.0,98.0,0.121,0.085,2.33,-0.74,88.1,93.5,0.273,0.545,0.123,0.182,0.182,0.209,,,,,,,,,,,,
4,2024-06-26,745325,Strikeout,strikeout,True,671218,669713,Heliot Ramos,Hayden Wesneski,0,ccc2f0c5-aaa9-434e-950c-e1be89113b14,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,,,,50.0,100.0,85.0,132.0,100.0,111.0,0.368,0.399,,0.027,-0.5,0.19,,1.36,94.5,86.9,82.2,,0.25,0.444,0.132,0.143,0.143,0.214,0.185,0.383,0.428,,,,91.0,100.0,95.0,76.0,97.0,98.0,0.121,0.085,2.33,-0.74,88.1,93.5,0.273,0.545,0.123,0.182,0.182,0.209,,,,,,,,,,,,
5,2024-06-26,745325,Strikeout,strikeout,True,656305,669713,Matt Chapman,Hayden Wesneski,0,27b512e1-96fa-41ba-a4cc-c4aa3f311754,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,94.0,101.0,101.0,,,,50.0,100.0,85.0,132.0,100.0,111.0,0.368,0.399,,0.027,-0.5,0.19,,1.36,94.5,86.9,82.2,,0.25,0.444,0.132,0.143,0.143,0.214,0.185,0.383,0.428,,,,91.0,100.0,95.0,76.0,97.0,98.0,0.121,0.085,2.33,-0.74,88.1,93.5,0.273,0.545,0.123,0.182,0.182,0.209,,,,,,,,,,,,
6,2024-06-26,745325,Flyout,field_out,True,673548,806185,Seiya Suzuki,Hayden Birdsong,0,1ffd1484-485c-4a60-abca-3cf6d0658907,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,124.0,95.0,103.0,0.481,0.226,0.109,0.183,-0.86,2.55,4.34,-5.36,95.8,88.2,86.0,81.1,0.25,0.5,0.141,0.467,0.733,0.444,0.154,0.231,0.308,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-26,745325,Walk,walk,False,664023,806185,Ian Happ,Hayden Birdsong,0,f72e7b53-8c52-4d36-9d1f-e12e84c06439,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,124.0,95.0,103.0,0.481,0.226,0.109,0.183,-0.86,2.55,4.34,-5.36,95.8,88.2,86.0,81.1,0.25,0.5,0.141,0.467,0.733,0.444,0.154,0.231,0.308,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-26,745325,Walk,walk,False,666624,806185,Christopher Morel,Hayden Birdsong,1,c96b5801-7475-4c00-93e0-9dd2b7d0fa64,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,124.0,95.0,103.0,0.481,0.226,0.109,0.183,-0.86,2.55,4.34,-5.36,95.8,88.2,86.0,81.1,0.25,0.5,0.141,0.467,0.733,0.444,0.154,0.231,0.308,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-26,745325,Strikeout,strikeout,True,621020,806185,Dansby Swanson,Hayden Birdsong,0,037fdecb-7ec7-41ae-8726-3acf23e9b29d,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,124.0,95.0,103.0,0.481,0.226,0.109,0.183,-0.86,2.55,4.34,-5.36,95.8,88.2,86.0,81.1,0.25,0.5,0.141,0.467,0.733,0.444,0.154,0.231,0.308,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
