,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-21,746826,Groundout,field_out,True,686611,543294,Dylan Crews,Kyle Hendricks,0,91f45f7b-92a8-44ee-9c1f-5320495620e5,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.28,4.95,123.1,105.0,95.0,101.0,0.826,6.2,2.99,10.58,1.53,1.33,0.231,0.405,0.201,0.286,0.398,107.0,107.0,107.0,88.0,110.0,108.0,59.0,93.0,86.0,97.0,105.0,96.0,0.354,0.128,0.132,0.386,-1.61,-1.01,0.38,-0.95,87.7,80.9,87.6,74.3,0.277,0.427,0.239,0.344,0.51,0.108,0.229,0.313,0.244,0.243,0.568,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-21,746826,Strikeout,strikeout,True,695578,543294,James Wood,Kyle Hendricks,0,fb19899a-1efb-4675-8da2-68869ca5cb6d,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.28,4.95,123.1,105.0,95.0,101.0,0.826,6.2,2.99,10.58,1.53,1.33,0.231,0.405,0.201,0.286,0.398,107.0,107.0,107.0,88.0,110.0,108.0,59.0,93.0,86.0,97.0,105.0,96.0,0.354,0.128,0.132,0.386,-1.61,-1.01,0.38,-0.95,87.7,80.9,87.6,74.3,0.277,0.427,0.239,0.344,0.51,0.108,0.229,0.313,0.244,0.243,0.568,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-21,746826,Single,single,False,671277,543294,Luis García Jr.,Kyle Hendricks,0,747317fd-97e2-408d-8031-eb7eb3d3cdf7,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.28,4.95,123.1,105.0,95.0,101.0,0.826,6.2,2.99,10.58,1.53,1.33,0.231,0.405,0.201,0.286,0.398,107.0,107.0,107.0,88.0,110.0,108.0,59.0,93.0,86.0,97.0,105.0,96.0,0.354,0.128,0.132,0.386,-1.61,-1.01,0.38,-0.95,87.7,80.9,87.6,74.3,0.277,0.427,0.239,0.344,0.51,0.108,0.229,0.313,0.244,0.243,0.568,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-21,746826,Caught Stealing 2B,caught_stealing_2b,True,660766,543294,Juan Yepez,Kyle Hendricks,0,bf96c51f-4e65-4035-97d0-1ca2b3b0d992,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.28,4.95,123.1,105.0,95.0,101.0,0.826,6.2,2.99,10.58,1.53,1.33,0.231,0.405,0.201,0.286,0.398,107.0,107.0,107.0,88.0,110.0,108.0,59.0,93.0,86.0,97.0,105.0,96.0,0.354,0.128,0.132,0.386,-1.61,-1.01,0.38,-0.95,87.7,80.9,87.6,74.3,0.277,0.427,0.239,0.344,0.51,0.108,0.229,0.313,0.244,0.243,0.568,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-21,746826,Strikeout,strikeout,True,664023,669022,Ian Happ,MacKenzie Gore,0,828d6799-a8d8-4036-8192-5fe9b00078b4,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.04,4.32,160.1,98.0,111.0,101.0,0.758,9.65,3.59,9.43,0.84,1.12,0.258,0.377,0.149,0.297,0.435,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,,0.554,0.196,0.092,-0.02,,0.47,-1.53,96.0,85.9,,82.8,0.292,0.5,0.516,,,,0.225,0.304,0.33,0.279,0.42,0.222,91.0,92.0,92.0,0.157,-1.04,90.7,0.26,0.43,0.317,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,
5,2024-09-21,746826,Strikeout,strikeout,True,621020,669022,Dansby Swanson,MacKenzie Gore,0,e231aeb3-1948-4083-b7c6-54c93b7528ef,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.04,4.32,160.1,98.0,111.0,101.0,0.758,9.65,3.59,9.43,0.84,1.12,0.258,0.377,0.149,0.297,0.435,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,,0.554,0.196,0.092,-0.02,,0.47,-1.53,96.0,85.9,,82.8,0.292,0.5,0.516,,,,0.225,0.304,0.33,0.279,0.42,0.222,91.0,92.0,92.0,0.157,-1.04,90.7,0.26,0.43,0.317,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,
6,2024-09-21,746826,Pop Out,field_out,True,641355,669022,Cody Bellinger,MacKenzie Gore,0,02307fa7-3cba-4a10-ab00-f38d22a9e3db,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.04,4.32,160.1,98.0,111.0,101.0,0.758,9.65,3.59,9.43,0.84,1.12,0.258,0.377,0.149,0.297,0.435,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,,0.554,0.196,0.092,-0.02,,0.47,-1.53,96.0,85.9,,82.8,0.292,0.5,0.516,,,,0.225,0.304,0.33,0.279,0.42,0.222,91.0,92.0,92.0,0.157,-1.04,90.7,0.26,0.43,0.317,0.444,0.667,0.263,,,,,,,,,,,,,,,,,,
7,2024-09-21,746826,Single,single,False,660766,543294,Juan Yepez,Kyle Hendricks,0,51db4537-2e38-46bb-b5e3-51a6a0319226,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.28,4.95,123.1,105.0,95.0,101.0,0.826,6.2,2.99,10.58,1.53,1.33,0.231,0.405,0.201,0.286,0.398,107.0,107.0,107.0,88.0,110.0,108.0,59.0,93.0,86.0,97.0,105.0,96.0,0.354,0.128,0.132,0.386,-1.61,-1.01,0.38,-0.95,87.7,80.9,87.6,74.3,0.277,0.427,0.239,0.344,0.51,0.108,0.229,0.313,0.244,0.243,0.568,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-21,746826,Single,single,False,677588,543294,José Tena,Kyle Hendricks,1,38a064fd-b6c6-4f91-ae8e-084ba3d5c8ff,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.28,4.95,123.1,105.0,95.0,101.0,0.826,6.2,2.99,10.58,1.53,1.33,0.231,0.405,0.201,0.286,0.398,107.0,107.0,107.0,88.0,110.0,108.0,59.0,93.0,86.0,97.0,105.0,96.0,0.354,0.128,0.132,0.386,-1.61,-1.01,0.38,-0.95,87.7,80.9,87.6,74.3,0.277,0.427,0.239,0.344,0.51,0.108,0.229,0.313,0.244,0.243,0.568,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-21,746826,Pop Out,field_out,True,660688,543294,Keibert Ruiz,Kyle Hendricks,0,2c32eb09-56de-4965-922c-f7c82cf8f8a6,543294.0,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,6.28,4.95,123.1,105.0,95.0,101.0,0.826,6.2,2.99,10.58,1.53,1.33,0.231,0.405,0.201,0.286,0.398,107.0,107.0,107.0,88.0,110.0,108.0,59.0,93.0,86.0,97.0,105.0,96.0,0.354,0.128,0.132,0.386,-1.61,-1.01,0.38,-0.95,87.7,80.9,87.6,74.3,0.277,0.427,0.239,0.344,0.51,0.108,0.229,0.313,0.244,0.243,0.568,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
