,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-26,745691,Flyout,field_out,True,683002,543037,Gunnar Henderson,Gerrit Cole,0,d413e6c4-1d22-418f-a616-5c262230cebe,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.59,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,116.0,100.0,104.0,128.0,106.0,112.0,102.0,99.0,106.0,99.0,102.0,102.0,0.002,0.462,0.163,0.146,0.187,0.04,0.7,-0.7,17.25,1.25,2.35,-3.6,95.9,91.4,88.2,93.7,88.2,82.5,0.186,0.36,0.233,0.209,0.239,0.301,0.213,0.262,0.265,0.327,0.558,0.22,0.333,0.667,0.28,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-26,745691,Groundout,field_out,True,676059,543037,Jordan Westburg,Gerrit Cole,0,7704326e-cd0c-405b-b694-81031ccc5261,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.59,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,116.0,100.0,104.0,128.0,106.0,112.0,102.0,99.0,106.0,99.0,102.0,102.0,0.002,0.462,0.163,0.146,0.187,0.04,0.7,-0.7,17.25,1.25,2.35,-3.6,95.9,91.4,88.2,93.7,88.2,82.5,0.186,0.36,0.233,0.209,0.239,0.301,0.213,0.262,0.265,0.327,0.558,0.22,0.333,0.667,0.28,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-26,745691,Groundout,field_out,True,623993,543037,Anthony Santander,Gerrit Cole,0,016a9ac5-7a45-44af-9b28-f4ce90159c4d,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.59,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,116.0,100.0,104.0,128.0,106.0,112.0,102.0,99.0,106.0,99.0,102.0,102.0,0.002,0.462,0.163,0.146,0.187,0.04,0.7,-0.7,17.25,1.25,2.35,-3.6,95.9,91.4,88.2,93.7,88.2,82.5,0.186,0.36,0.233,0.209,0.239,0.301,0.213,0.262,0.265,0.327,0.558,0.22,0.333,0.667,0.28,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-26,745691,Strikeout,strikeout,True,650402,669203,Gleyber Torres,Corbin Burnes,0,16713e1f-0971-4a89-8e64-7c57492fcd79,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,,,,133.0,105.0,120.0,,,,125.0,105.0,108.0,0.078,,0.45,0.146,,0.11,,1.37,-0.5,0.7,,0.2,,95.3,89.2,97.0,87.2,,,,,0.2,0.326,0.378,0.196,0.268,0.463,0.251,0.362,0.19,0.194,0.339,0.377,109.0,101.0,106.0,104.0,95.0,89.0,0.215,0.44,80.3,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,
4,2024-09-26,745691,Strikeout,strikeout,True,665742,669203,Juan Soto,Corbin Burnes,0,6a206948-c2b5-465e-8378-c56d6a291ce3,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,,,,133.0,105.0,120.0,,,,125.0,105.0,108.0,0.078,,0.45,0.146,,0.11,,1.37,-0.5,0.7,,0.2,,95.3,89.2,97.0,87.2,,,,,0.2,0.326,0.378,0.196,0.268,0.463,0.251,0.362,0.19,0.194,0.339,0.377,109.0,101.0,106.0,104.0,95.0,89.0,0.215,0.44,80.3,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,
5,2024-09-26,745691,Strikeout,strikeout,True,592450,669203,Aaron Judge,Corbin Burnes,0,cb0e68cd-fa5d-43ec-a55f-a297460744f9,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,,,,133.0,105.0,120.0,,,,125.0,105.0,108.0,0.078,,0.45,0.146,,0.11,,1.37,-0.5,0.7,,0.2,,95.3,89.2,97.0,87.2,,,,,0.2,0.326,0.378,0.196,0.268,0.463,0.251,0.362,0.19,0.194,0.339,0.377,109.0,101.0,106.0,104.0,95.0,89.0,0.215,0.44,80.3,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,
6,2024-09-26,745691,Strikeout,strikeout,True,681297,543037,Colton Cowser,Gerrit Cole,0,b4037c6d-bd86-41fc-a471-edcb0ebd8be8,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.59,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,116.0,100.0,104.0,128.0,106.0,112.0,102.0,99.0,106.0,99.0,102.0,102.0,0.002,0.462,0.163,0.146,0.187,0.04,0.7,-0.7,17.25,1.25,2.35,-3.6,95.9,91.4,88.2,93.7,88.2,82.5,0.186,0.36,0.233,0.209,0.239,0.301,0.213,0.262,0.265,0.327,0.558,0.22,0.333,0.667,0.28,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-26,745691,Lineout,field_out,True,668939,543037,Adley Rutschman,Gerrit Cole,0,c6589ec3-c526-4d30-8303-2f30aadfee37,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.59,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,116.0,100.0,104.0,128.0,106.0,112.0,102.0,99.0,106.0,99.0,102.0,102.0,0.002,0.462,0.163,0.146,0.187,0.04,0.7,-0.7,17.25,1.25,2.35,-3.6,95.9,91.4,88.2,93.7,88.2,82.5,0.186,0.36,0.233,0.209,0.239,0.301,0.213,0.262,0.265,0.327,0.558,0.22,0.333,0.667,0.28,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-26,745691,Groundout,field_out,True,656811,543037,Ryan O'Hearn,Gerrit Cole,0,be3bcd56-c57e-479d-be33-de8ac6430f15,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.59,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,116.0,100.0,104.0,128.0,106.0,112.0,102.0,99.0,106.0,99.0,102.0,102.0,0.002,0.462,0.163,0.146,0.187,0.04,0.7,-0.7,17.25,1.25,2.35,-3.6,95.9,91.4,88.2,93.7,88.2,82.5,0.186,0.36,0.233,0.209,0.239,0.301,0.213,0.262,0.265,0.327,0.558,0.22,0.333,0.667,0.28,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-26,745691,Groundout,field_out,True,669224,669203,Austin Wells,Corbin Burnes,0,7d0f7b00-1582-4e16-948a-789db0327b07,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,,,,133.0,105.0,120.0,,,,125.0,105.0,108.0,0.078,,0.45,0.146,,0.11,,1.37,-0.5,0.7,,0.2,,95.3,89.2,97.0,87.2,,,,,0.2,0.326,0.378,0.196,0.268,0.463,0.251,0.362,0.19,0.194,0.339,0.377,109.0,101.0,106.0,104.0,95.0,89.0,0.215,0.44,80.3,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,
