,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-26,745146,Strikeout,strikeout,True,682928,543243,CJ Abrams,Sonny Gray,0,247ae829-15c3-435e-9fef-48ba6076a901,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.79,3.68,111.2,102.0,108.0,106.0,0.741,11.12,2.18,7.74,0.97,1.32,0.208,0.428,0.141,0.346,0.447,68.0,91.0,85.0,116.0,96.0,97.0,106.0,95.0,101.0,92.0,115.0,113.0,150.0,116.0,130.0,89.0,98.0,98.0,0.169,0.238,0.185,0.182,0.158,0.067,0.2,1.15,0.57,-0.05,1.81,-0.99,92.5,87.7,88.5,93.0,85.0,80.0,0.179,0.252,0.42,0.214,0.405,0.206,0.325,0.55,0.183,0.258,0.424,0.29,0.174,0.304,0.324,0.278,0.556,0.263,,,,,,,,,,,,
1,2024-07-26,745146,Strikeout,strikeout,True,657041,543243,Lane Thomas,Sonny Gray,0,5d1a280d-daf9-4b00-91ca-80ceec3762c3,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.79,3.68,111.2,102.0,108.0,106.0,0.741,11.12,2.18,7.74,0.97,1.32,0.208,0.428,0.141,0.346,0.447,68.0,91.0,85.0,116.0,96.0,97.0,106.0,95.0,101.0,92.0,115.0,113.0,150.0,116.0,130.0,89.0,98.0,98.0,0.169,0.238,0.185,0.182,0.158,0.067,0.2,1.15,0.57,-0.05,1.81,-0.99,92.5,87.7,88.5,93.0,85.0,80.0,0.179,0.252,0.42,0.214,0.405,0.206,0.325,0.55,0.183,0.258,0.424,0.29,0.174,0.304,0.324,0.278,0.556,0.263,,,,,,,,,,,,
2,2024-07-26,745146,Strikeout,strikeout,True,608385,543243,Jesse Winker,Sonny Gray,0,758b15ea-65eb-4ede-969e-1d2c609eca95,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.79,3.68,111.2,102.0,108.0,106.0,0.741,11.12,2.18,7.74,0.97,1.32,0.208,0.428,0.141,0.346,0.447,68.0,91.0,85.0,116.0,96.0,97.0,106.0,95.0,101.0,92.0,115.0,113.0,150.0,116.0,130.0,89.0,98.0,98.0,0.169,0.238,0.185,0.182,0.158,0.067,0.2,1.15,0.57,-0.05,1.81,-0.99,92.5,87.7,88.5,93.0,85.0,80.0,0.179,0.252,0.42,0.214,0.405,0.206,0.325,0.55,0.183,0.258,0.424,0.29,0.174,0.304,0.324,0.278,0.556,0.263,,,,,,,,,,,,
3,2024-07-26,745146,Groundout,field_out,True,691026,669022,Masyn Winn,MacKenzie Gore,0,5af0c7e8-02ae-4e0a-857a-16b137c5daab,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.51,4.17,105.2,98.0,114.0,102.0,0.744,10.31,3.66,9.79,0.77,0.95,0.279,0.346,0.166,0.289,0.436,94.0,88.0,93.0,107.0,104.0,105.0,129.0,99.0,104.0,,,,91.0,90.0,91.0,,,,,0.551,,0.164,0.196,0.089,-0.16,,,-0.63,0.75,-2.27,96.3,,85.8,,90.9,83.1,0.5,0.75,0.235,,,,0.295,0.436,0.235,,,,0.213,0.258,0.348,0.345,0.655,0.518,0.234,0.344,0.361,,,,,,,,,
4,2024-07-26,745146,Single,single,False,575929,669022,Willson Contreras,MacKenzie Gore,0,dae4aab5-c083-46dd-b213-05af23d015ab,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.51,4.17,105.2,98.0,114.0,102.0,0.744,10.31,3.66,9.79,0.77,0.95,0.279,0.346,0.166,0.289,0.436,94.0,88.0,93.0,107.0,104.0,105.0,129.0,99.0,104.0,,,,91.0,90.0,91.0,,,,,0.551,,0.164,0.196,0.089,-0.16,,,-0.63,0.75,-2.27,96.3,,85.8,,90.9,83.1,0.5,0.75,0.235,,,,0.295,0.436,0.235,,,,0.213,0.258,0.348,0.345,0.655,0.518,0.234,0.344,0.361,,,,,,,,,
5,2024-07-26,745146,Forceout,force_out,True,676475,669022,Alec Burleson,MacKenzie Gore,1,a5c7764d-a220-4f80-a377-65a39dec80aa,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.51,4.17,105.2,98.0,114.0,102.0,0.744,10.31,3.66,9.79,0.77,0.95,0.279,0.346,0.166,0.289,0.436,94.0,88.0,93.0,107.0,104.0,105.0,129.0,99.0,104.0,,,,91.0,90.0,91.0,,,,,0.551,,0.164,0.196,0.089,-0.16,,,-0.63,0.75,-2.27,96.3,,85.8,,90.9,83.1,0.5,0.75,0.235,,,,0.295,0.436,0.235,,,,0.213,0.258,0.348,0.345,0.655,0.518,0.234,0.344,0.361,,,,,,,,,
6,2024-07-26,745146,Walk,walk,False,571448,669022,Nolan Arenado,MacKenzie Gore,1,20232b06-b73d-4dad-bb67-e3435aacf404,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.51,4.17,105.2,98.0,114.0,102.0,0.744,10.31,3.66,9.79,0.77,0.95,0.279,0.346,0.166,0.289,0.436,94.0,88.0,93.0,107.0,104.0,105.0,129.0,99.0,104.0,,,,91.0,90.0,91.0,,,,,0.551,,0.164,0.196,0.089,-0.16,,,-0.63,0.75,-2.27,96.3,,85.8,,90.9,83.1,0.5,0.75,0.235,,,,0.295,0.436,0.235,,,,0.213,0.258,0.348,0.345,0.655,0.518,0.234,0.344,0.361,,,,,,,,,
7,2024-07-26,745146,Flyout,field_out,True,502671,669022,Paul Goldschmidt,MacKenzie Gore,0,370dc84b-05d2-4324-801f-7c246748d797,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.51,4.17,105.2,98.0,114.0,102.0,0.744,10.31,3.66,9.79,0.77,0.95,0.279,0.346,0.166,0.289,0.436,94.0,88.0,93.0,107.0,104.0,105.0,129.0,99.0,104.0,,,,91.0,90.0,91.0,,,,,0.551,,0.164,0.196,0.089,-0.16,,,-0.63,0.75,-2.27,96.3,,85.8,,90.9,83.1,0.5,0.75,0.235,,,,0.295,0.436,0.235,,,,0.213,0.258,0.348,0.345,0.655,0.518,0.234,0.344,0.361,,,,,,,,,
8,2024-07-26,745146,Single,single,False,660766,543243,Juan Yepez,Sonny Gray,0,1d1ca5b1-738c-4f79-ba49-bc69520b6271,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.79,3.68,111.2,102.0,108.0,106.0,0.741,11.12,2.18,7.74,0.97,1.32,0.208,0.428,0.141,0.346,0.447,68.0,91.0,85.0,116.0,96.0,97.0,106.0,95.0,101.0,92.0,115.0,113.0,150.0,116.0,130.0,89.0,98.0,98.0,0.169,0.238,0.185,0.182,0.158,0.067,0.2,1.15,0.57,-0.05,1.81,-0.99,92.5,87.7,88.5,93.0,85.0,80.0,0.179,0.252,0.42,0.214,0.405,0.206,0.325,0.55,0.183,0.258,0.424,0.29,0.174,0.304,0.324,0.278,0.556,0.263,,,,,,,,,,,,
9,2024-07-26,745146,Strikeout,strikeout,True,695578,543243,James Wood,Sonny Gray,0,f6410aad-569e-49db-9cf4-25db8712d595,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.79,3.68,111.2,102.0,108.0,106.0,0.741,11.12,2.18,7.74,0.97,1.32,0.208,0.428,0.141,0.346,0.447,68.0,91.0,85.0,116.0,96.0,97.0,106.0,95.0,101.0,92.0,115.0,113.0,150.0,116.0,130.0,89.0,98.0,98.0,0.169,0.238,0.185,0.182,0.158,0.067,0.2,1.15,0.57,-0.05,1.81,-0.99,92.5,87.7,88.5,93.0,85.0,80.0,0.179,0.252,0.42,0.214,0.405,0.206,0.325,0.55,0.183,0.258,0.424,0.29,0.174,0.304,0.324,0.278,0.556,0.263,,,,,,,,,,,,
