,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-30,746481,Lineout,field_out,True,680977,666159,Brendan Donovan,Matt Manning,0,cf3c384f-1279-4e64-a438-ed4967e48588,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-30,746481,Flyout,field_out,True,575929,666159,Willson Contreras,Matt Manning,0,488b86c6-b81c-4d9d-8f69-19314ef2162e,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-30,746481,Strikeout,strikeout,True,663457,666159,Lars Nootbaar,Matt Manning,0,88906818-b2e0-4a1c-9886-2378de1e0e6b,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-30,746481,Flyout,field_out,True,663837,571927,Matt Vierling,Steven Matz,0,29f3bc5f-8cac-4233-8e29-4267eeaa94fd,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,105.0,106.0,112.0,,,,82.0,87.0,88.0,,,,,,0.082,0.068,,,-4.58,-4.17,,,88.3,77.8,,,,0.5,0.6,0.238,0.5,0.5,0.0,,,,100.0,105.0,100.0,77.0,103.0,97.0,0.591,0.259,1.05,-3.92,83.3,93.9,0.245,0.358,0.121,0.357,0.595,0.26,,,,,,,,,,,,,,,
4,2024-04-30,746481,Single,single,False,628451,571927,Andy Ibáñez,Steven Matz,0,84f26b66-65bf-4648-a606-2ae59e9f35b3,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,105.0,106.0,112.0,,,,82.0,87.0,88.0,,,,,,0.082,0.068,,,-4.58,-4.17,,,88.3,77.8,,,,0.5,0.6,0.238,0.5,0.5,0.0,,,,100.0,105.0,100.0,77.0,103.0,97.0,0.591,0.259,1.05,-3.92,83.3,93.9,0.245,0.358,0.121,0.357,0.595,0.26,,,,,,,,,,,,,,,
5,2024-04-30,746481,Walk,walk,False,592192,571927,Mark Canha,Steven Matz,1,37632ea8-a150-4578-b054-a83fddd83034,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,105.0,106.0,112.0,,,,82.0,87.0,88.0,,,,,,0.082,0.068,,,-4.58,-4.17,,,88.3,77.8,,,,0.5,0.6,0.238,0.5,0.5,0.0,,,,100.0,105.0,100.0,77.0,103.0,97.0,0.591,0.259,1.05,-3.92,83.3,93.9,0.245,0.358,0.121,0.357,0.595,0.26,,,,,,,,,,,,,,,
6,2024-04-30,746481,Double,double,False,682985,571927,Riley Greene,Steven Matz,1,fcf12773-944f-4f11-abb4-62166592cd7c,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,105.0,106.0,112.0,,,,82.0,87.0,88.0,,,,,,0.082,0.068,,,-4.58,-4.17,,,88.3,77.8,,,,0.5,0.6,0.238,0.5,0.5,0.0,,,,100.0,105.0,100.0,77.0,103.0,97.0,0.591,0.259,1.05,-3.92,83.3,93.9,0.245,0.358,0.121,0.357,0.595,0.26,,,,,,,,,,,,,,,
7,2024-04-30,746481,Groundout,field_out,True,679529,571927,Spencer Torkelson,Steven Matz,1,7ed242bc-c7c6-436f-b1a3-d28d8fc8f637,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,105.0,106.0,112.0,,,,82.0,87.0,88.0,,,,,,0.082,0.068,,,-4.58,-4.17,,,88.3,77.8,,,,0.5,0.6,0.238,0.5,0.5,0.0,,,,100.0,105.0,100.0,77.0,103.0,97.0,0.591,0.259,1.05,-3.92,83.3,93.9,0.245,0.358,0.121,0.357,0.595,0.26,,,,,,,,,,,,,,,
8,2024-04-30,746481,Strikeout,strikeout,True,668670,571927,Jake Rogers,Steven Matz,0,adb0b322-0c10-4e61-ba41-3199b7be52e7,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,105.0,106.0,112.0,,,,82.0,87.0,88.0,,,,,,0.082,0.068,,,-4.58,-4.17,,,88.3,77.8,,,,0.5,0.6,0.238,0.5,0.5,0.0,,,,100.0,105.0,100.0,77.0,103.0,97.0,0.591,0.259,1.05,-3.92,83.3,93.9,0.245,0.358,0.121,0.357,0.595,0.26,,,,,,,,,,,,,,,
9,2024-04-30,746481,Strikeout,strikeout,True,571448,666159,Nolan Arenado,Matt Manning,0,efb1a635-9095-42e8-9cd1-8ff39fffff9c,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
