,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-30,745787,Pop Out,field_out,True,622534,640455,Manuel Margot,Sean Manaea,0,595b21fa-cdd2-4534-a5d8-9ef2b7505bcf,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,88.0,98.0,95.0,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,0.397,0.135,0.088,0.26,0.12,1.22,1.0,1.07,0.47,-1.45,92.4,88.4,85.4,92.4,79.9,0.222,0.354,0.204,0.178,0.299,0.397,0.169,0.299,0.312,0.28,0.467,0.238,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
1,2024-07-30,745787,Strikeout,strikeout,True,621439,640455,Byron Buxton,Sean Manaea,0,92f930f5-20d4-404e-8247-e062437c00a5,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,88.0,98.0,95.0,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,0.397,0.135,0.088,0.26,0.12,1.22,1.0,1.07,0.47,-1.45,92.4,88.4,85.4,92.4,79.9,0.222,0.354,0.204,0.178,0.299,0.397,0.169,0.299,0.312,0.28,0.467,0.238,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
2,2024-07-30,745787,Walk,walk,False,668904,640455,Royce Lewis,Sean Manaea,0,ac09bd4d-0259-49da-9af8-0fd1eadb4b2e,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,88.0,98.0,95.0,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,0.397,0.135,0.088,0.26,0.12,1.22,1.0,1.07,0.47,-1.45,92.4,88.4,85.4,92.4,79.9,0.222,0.354,0.204,0.178,0.299,0.397,0.169,0.299,0.312,0.28,0.467,0.238,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
3,2024-07-30,745787,Strikeout,strikeout,True,669304,640455,Jose Miranda,Sean Manaea,0,f0059706-7a7c-41a3-a8ae-f8c62aa23653,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,88.0,98.0,95.0,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,0.397,0.135,0.088,0.26,0.12,1.22,1.0,1.07,0.47,-1.45,92.4,88.4,85.4,92.4,79.9,0.222,0.354,0.204,0.178,0.299,0.397,0.169,0.299,0.312,0.28,0.467,0.238,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
4,2024-07-30,745787,Groundout,field_out,True,596019,701581,Francisco Lindor,David Festa,0,628134f8-476a-4436-b9f3-89310888dbf3,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,,,,123.0,101.0,106.0,,,,,0.407,,0.316,0.277,-1.1,,,1.57,-0.9,94.8,,88.5,,86.2,,,,,,,0.304,0.571,0.194,0.2,0.5,0.417,,,,0.203,0.339,0.25,,,,,,,,,,,,,,,,,,
5,2024-07-30,745787,Pop Out,field_out,True,607043,701581,Brandon Nimmo,David Festa,0,81785a1d-f418-4205-b409-edb0b10dcfba,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,,,,123.0,101.0,106.0,,,,,0.407,,0.316,0.277,-1.1,,,1.57,-0.9,94.8,,88.5,,86.2,,,,,,,0.304,0.571,0.194,0.2,0.5,0.417,,,,0.203,0.339,0.25,,,,,,,,,,,,,,,,,,
6,2024-07-30,745787,Pop Out,field_out,True,502110,701581,J.D. Martinez,David Festa,0,34f625dc-6312-4d96-9f13-d34a225b46c2,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.89,4.11,42.1,101.0,100.0,103.0,0.738,10.84,2.55,8.29,1.7,0.79,0.246,0.439,0.193,0.351,0.408,71.0,108.0,107.0,104.0,97.0,98.0,,,,123.0,101.0,106.0,,,,,0.407,,0.316,0.277,-1.1,,,1.57,-0.9,94.8,,88.5,,86.2,,,,,,,0.304,0.571,0.194,0.2,0.5,0.417,,,,0.203,0.339,0.25,,,,,,,,,,,,,,,,,,
7,2024-07-30,745787,Strikeout,strikeout,True,467793,640455,Carlos Santana,Sean Manaea,0,b4a622b6-f14f-4562-9b46-f2df01c764d1,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,88.0,98.0,95.0,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,0.397,0.135,0.088,0.26,0.12,1.22,1.0,1.07,0.47,-1.45,92.4,88.4,85.4,92.4,79.9,0.222,0.354,0.204,0.178,0.299,0.397,0.169,0.299,0.312,0.28,0.467,0.238,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
8,2024-07-30,745787,Groundout,field_out,True,650489,640455,Willi Castro,Sean Manaea,0,407b362f-c178-4e75-b06d-57d5bcd95494,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,88.0,98.0,95.0,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,0.397,0.135,0.088,0.26,0.12,1.22,1.0,1.07,0.47,-1.45,92.4,88.4,85.4,92.4,79.9,0.222,0.354,0.204,0.178,0.299,0.397,0.169,0.299,0.312,0.28,0.467,0.238,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
9,2024-07-30,745787,Groundout,field_out,True,668885,640455,Austin Martin,Sean Manaea,0,2d6424b8-8a11-48d1-9916-9af56a2a8f35,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.51,3.89,143.2,97.0,87.0,96.0,0.762,9.33,3.26,7.02,1.0,0.85,0.263,0.375,0.154,0.323,0.439,88.0,98.0,95.0,82.0,104.0,99.0,86.0,100.0,98.0,88.0,88.0,92.0,84.0,87.0,85.0,0.397,0.135,0.088,0.26,0.12,1.22,1.0,1.07,0.47,-1.45,92.4,88.4,85.4,92.4,79.9,0.222,0.354,0.204,0.178,0.299,0.397,0.169,0.299,0.312,0.28,0.467,0.238,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
