,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-30,746938,Lineout,field_out,True,650333,670174,Luis Arraez,Josh Winckowski,0,538b2d20-bfdd-46b0-be41-6cc4173a66dd,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,0.138,-1.24,-0.93,0.04,1.11,-0.72,94.6,89.8,91.5,94.9,84.8,0.305,0.475,0.177,0.289,0.467,0.243,0.3,0.333,0.102,0.143,0.19,0.348,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-30,746938,Groundout,field_out,True,595777,670174,Jurickson Profar,Josh Winckowski,0,ed53d9de-b773-4322-b80a-c00c288a894b,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,0.138,-1.24,-0.93,0.04,1.11,-0.72,94.6,89.8,91.5,94.9,84.8,0.305,0.475,0.177,0.289,0.467,0.243,0.3,0.333,0.102,0.143,0.19,0.348,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-30,746938,Strikeout,strikeout,True,630105,670174,Jake Cronenworth,Josh Winckowski,0,6935ee57-3dd8-4766-9293-051a88d8a6ab,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,0.138,-1.24,-0.93,0.04,1.11,-0.72,94.6,89.8,91.5,94.9,84.8,0.305,0.475,0.177,0.289,0.467,0.243,0.3,0.333,0.102,0.143,0.19,0.348,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-30,746938,Groundout,field_out,True,680776,663362,Jarren Duran,Matt Waldron,0,448648b8-826f-4aac-8f93-41ef9a657bfb,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,,0.35,1.49,0.78,0.59,,90.7,87.0,,90.0,79.1,0.288,0.411,0.067,0.208,0.292,0.145,,,,0.228,0.443,0.186,0.247,0.419,0.208,77.6,0.395,-0.13,0.21,0.325,0.272,,,,,,,,,,,,,,,,,,
4,2024-06-30,746938,Flyout,field_out,True,666152,663362,David Hamilton,Matt Waldron,0,d15af0a5-21d3-4f2b-9357-2bb6aa984c8d,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,,0.35,1.49,0.78,0.59,,90.7,87.0,,90.0,79.1,0.288,0.411,0.067,0.208,0.292,0.145,,,,0.228,0.443,0.186,0.247,0.419,0.208,77.6,0.395,-0.13,0.21,0.325,0.272,,,,,,,,,,,,,,,,,,
5,2024-06-30,746938,Walk,walk,False,677800,663362,Wilyer Abreu,Matt Waldron,0,8d7090cc-01b9-4b51-b299-66e0626edb02,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,,0.35,1.49,0.78,0.59,,90.7,87.0,,90.0,79.1,0.288,0.411,0.067,0.208,0.292,0.145,,,,0.228,0.443,0.186,0.247,0.419,0.208,77.6,0.395,-0.13,0.21,0.325,0.272,,,,,,,,,,,,,,,,,,
6,2024-06-30,746938,Home Run,home_run,False,646240,663362,Rafael Devers,Matt Waldron,1,7253198f-044f-4a55-8278-3ef162726964,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,,0.35,1.49,0.78,0.59,,90.7,87.0,,90.0,79.1,0.288,0.411,0.067,0.208,0.292,0.145,,,,0.228,0.443,0.186,0.247,0.419,0.208,77.6,0.395,-0.13,0.21,0.325,0.272,,,,,,,,,,,,,,,,,,
7,2024-06-30,746938,Groundout,field_out,True,665839,663362,Enmanuel Valdez,Matt Waldron,0,9d4d5506-575d-493c-a2e0-93947f69bbd2,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,57.0,107.0,92.0,74.0,107.0,101.0,113.0,101.0,106.0,82.0,96.0,88.0,0.134,0.202,0.062,0.206,,0.35,1.49,0.78,0.59,,90.7,87.0,,90.0,79.1,0.288,0.411,0.067,0.208,0.292,0.145,,,,0.228,0.443,0.186,0.247,0.419,0.208,77.6,0.395,-0.13,0.21,0.325,0.272,,,,,,,,,,,,,,,,,,
8,2024-06-30,746938,Single,single,False,592518,670174,Manny Machado,Josh Winckowski,0,55536ae9-7891-4cc8-ae25-2d0eaf05a662,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,0.138,-1.24,-0.93,0.04,1.11,-0.72,94.6,89.8,91.5,94.9,84.8,0.305,0.475,0.177,0.289,0.467,0.243,0.3,0.333,0.102,0.143,0.19,0.348,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-30,746938,Lineout,field_out,True,456781,670174,Donovan Solano,Josh Winckowski,0,0f66c253-2353-4468-8d34-f1dc237f67a6,670174.0,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,3.27,4.48,41.1,101.0,100.0,97.0,0.811,7.19,3.27,9.58,0.87,1.83,0.239,0.381,0.179,0.299,0.422,99.0,95.0,93.0,58.0,106.0,93.0,99.0,101.0,97.0,120.0,109.0,110.0,98.0,100.0,92.0,0.331,0.033,0.353,0.145,0.138,-1.24,-0.93,0.04,1.11,-0.72,94.6,89.8,91.5,94.9,84.8,0.305,0.475,0.177,0.289,0.467,0.243,0.3,0.333,0.102,0.143,0.19,0.348,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,,,,
