,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff
0,2024-08-13,745055,Pop Out,field_out,True,514888,669358,Jose Altuve,Shane Baz,0,b6643797-8672-4d8c-884c-390c8443feaa,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.48,4.23,44.0,97.0,114.0,100.0,0.788,7.36,3.48,8.39,0.82,0.98,0.273,0.424,0.129,0.364,0.45,89.0,95.0,92.0,115.0,95.0,104.0,122.0,99.0,101.0,110.0,96.0,100.0,0.465,0.286,0.16,0.089,-0.62,1.8,0.18,2.18,96.0,88.8,87.6,84.4,0.325,0.481,0.225,0.143,0.238,0.222,0.229,0.314,0.241,0.154,0.154,0.32,,,,,,,,,,,,,,,,,,,,,
1,2024-08-13,745055,Single,single,False,608324,669358,Alex Bregman,Shane Baz,0,ed1837fb-86f2-49b1-85c4-047cef42017b,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.48,4.23,44.0,97.0,114.0,100.0,0.788,7.36,3.48,8.39,0.82,0.98,0.273,0.424,0.129,0.364,0.45,89.0,95.0,92.0,115.0,95.0,104.0,122.0,99.0,101.0,110.0,96.0,100.0,0.465,0.286,0.16,0.089,-0.62,1.8,0.18,2.18,96.0,88.8,87.6,84.4,0.325,0.481,0.225,0.143,0.238,0.222,0.229,0.314,0.241,0.154,0.154,0.32,,,,,,,,,,,,,,,,,,,,,
2,2024-08-13,745055,Flyout,field_out,True,670541,669358,Yordan Alvarez,Shane Baz,0,692e46e5-734f-4233-93ea-a57fb7fbfe72,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.48,4.23,44.0,97.0,114.0,100.0,0.788,7.36,3.48,8.39,0.82,0.98,0.273,0.424,0.129,0.364,0.45,89.0,95.0,92.0,115.0,95.0,104.0,122.0,99.0,101.0,110.0,96.0,100.0,0.465,0.286,0.16,0.089,-0.62,1.8,0.18,2.18,96.0,88.8,87.6,84.4,0.325,0.481,0.225,0.143,0.238,0.222,0.229,0.314,0.241,0.154,0.154,0.32,,,,,,,,,,,,,,,,,,,,,
3,2024-08-13,745055,Strikeout,strikeout,True,673237,669358,Yainer Diaz,Shane Baz,0,c19cc932-7a2c-4ff7-9b0f-a51a8702188f,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.48,4.23,44.0,97.0,114.0,100.0,0.788,7.36,3.48,8.39,0.82,0.98,0.273,0.424,0.129,0.364,0.45,89.0,95.0,92.0,115.0,95.0,104.0,122.0,99.0,101.0,110.0,96.0,100.0,0.465,0.286,0.16,0.089,-0.62,1.8,0.18,2.18,96.0,88.8,87.6,84.4,0.325,0.481,0.225,0.143,0.238,0.222,0.229,0.314,0.241,0.154,0.154,0.32,,,,,,,,,,,,,,,,,,,,,
4,2024-08-13,745055,Lineout,field_out,True,650490,579328,Yandy Díaz,Yusei Kikuchi,0,88808d95-afd2-402e-8e49-92f11b7c17b1,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.39,4.11,143.2,102.0,110.0,105.0,0.736,10.34,2.51,8.96,1.32,1.06,0.27,0.39,0.119,0.37,0.447,101.0,94.0,92.0,99.0,105.0,105.0,116.0,103.0,108.0,112.0,100.0,108.0,0.487,0.203,0.194,0.116,-0.2,1.2,-0.4,-0.27,95.6,87.0,88.7,82.8,0.29,0.525,0.27,0.201,0.271,0.297,0.283,0.434,0.282,0.194,0.254,0.379,,,,,,,,,,,,,,,,,,,,,
5,2024-08-13,745055,Strikeout,strikeout,True,666185,579328,Dylan Carlson,Yusei Kikuchi,0,fbe0e0f0-fa66-4267-8770-d5b5ef3679a8,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.39,4.11,143.2,102.0,110.0,105.0,0.736,10.34,2.51,8.96,1.32,1.06,0.27,0.39,0.119,0.37,0.447,101.0,94.0,92.0,99.0,105.0,105.0,116.0,103.0,108.0,112.0,100.0,108.0,0.487,0.203,0.194,0.116,-0.2,1.2,-0.4,-0.27,95.6,87.0,88.7,82.8,0.29,0.525,0.27,0.201,0.271,0.297,0.283,0.434,0.282,0.194,0.254,0.379,,,,,,,,,,,,,,,,,,,,,
6,2024-08-13,745055,Flyout,field_out,True,664040,579328,Brandon Lowe,Yusei Kikuchi,0,18263a12-e0bd-4b41-b0ca-75f6db043330,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.39,4.11,143.2,102.0,110.0,105.0,0.736,10.34,2.51,8.96,1.32,1.06,0.27,0.39,0.119,0.37,0.447,101.0,94.0,92.0,99.0,105.0,105.0,116.0,103.0,108.0,112.0,100.0,108.0,0.487,0.203,0.194,0.116,-0.2,1.2,-0.4,-0.27,95.6,87.0,88.7,82.8,0.29,0.525,0.27,0.201,0.271,0.297,0.283,0.434,0.282,0.194,0.254,0.379,,,,,,,,,,,,,,,,,,,,,
7,2024-08-13,745055,Pop Out,field_out,True,665161,669358,Jeremy Peña,Shane Baz,0,be8e0bd2-bc86-424f-b5e2-44123c6bf35e,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.48,4.23,44.0,97.0,114.0,100.0,0.788,7.36,3.48,8.39,0.82,0.98,0.273,0.424,0.129,0.364,0.45,89.0,95.0,92.0,115.0,95.0,104.0,122.0,99.0,101.0,110.0,96.0,100.0,0.465,0.286,0.16,0.089,-0.62,1.8,0.18,2.18,96.0,88.8,87.6,84.4,0.325,0.481,0.225,0.143,0.238,0.222,0.229,0.314,0.241,0.154,0.154,0.32,,,,,,,,,,,,,,,,,,,,,
8,2024-08-13,745055,Strikeout,strikeout,True,605170,669358,Victor Caratini,Shane Baz,0,a5d11280-346d-47f9-a552-25bd56d7b9f9,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.48,4.23,44.0,97.0,114.0,100.0,0.788,7.36,3.48,8.39,0.82,0.98,0.273,0.424,0.129,0.364,0.45,89.0,95.0,92.0,115.0,95.0,104.0,122.0,99.0,101.0,110.0,96.0,100.0,0.465,0.286,0.16,0.089,-0.62,1.8,0.18,2.18,96.0,88.8,87.6,84.4,0.325,0.481,0.225,0.143,0.238,0.222,0.229,0.314,0.241,0.154,0.154,0.32,,,,,,,,,,,,,,,,,,,,,
9,2024-08-13,745055,Single,single,False,676694,669358,Jake Meyers,Shane Baz,0,ebf621d9-40c4-423c-a85b-3b5a1d8b2f63,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.48,4.23,44.0,97.0,114.0,100.0,0.788,7.36,3.48,8.39,0.82,0.98,0.273,0.424,0.129,0.364,0.45,89.0,95.0,92.0,115.0,95.0,104.0,122.0,99.0,101.0,110.0,96.0,100.0,0.465,0.286,0.16,0.089,-0.62,1.8,0.18,2.18,96.0,88.8,87.6,84.4,0.325,0.481,0.225,0.143,0.238,0.222,0.229,0.314,0.241,0.154,0.154,0.32,,,,,,,,,,,,,,,,,,,,,
