,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff
0,2024-08-25,746595,Flyout,field_out,True,543760,571510,Marcus Semien,Matthew Boyd,0,afc12859-8fcc-4f70-a77b-7dc0b4f49066,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,
1,2024-08-25,746595,Flyout,field_out,True,608369,571510,Corey Seager,Matthew Boyd,0,95a7f0d7-6b13-403f-8072-87b8fe994202,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,
2,2024-08-25,746595,Strikeout,strikeout,True,543257,571510,Robbie Grossman,Matthew Boyd,0,d05c0eef-bed7-4e1d-85cd-f339fa4585cc,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,
3,2024-08-25,746595,Walk,walk,False,680757,674003,Steven Kwan,Cody Bradford,0,ce182cca-1a30-404d-ab01-b9afb538bb7c,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,,,,51.0,112.0,109.0,,0.523,0.051,0.143,0.276,2.13,,4.85,-2.71,0.96,90.1,81.0,,83.4,75.3,0.229,0.313,0.353,0.173,0.316,0.231,,,,0.154,0.154,0.217,0.32,0.64,0.133,52.0,116.0,98.0,0.007,-0.66,85.9,,,,,,,,,,,,,,,
4,2024-08-25,746595,Fielders Choice,fielders_choice,False,657041,674003,Lane Thomas,Cody Bradford,1,485513bc-f99c-4961-942a-3f7514e5d1ed,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,,,,51.0,112.0,109.0,,0.523,0.051,0.143,0.276,2.13,,4.85,-2.71,0.96,90.1,81.0,,83.4,75.3,0.229,0.313,0.353,0.173,0.316,0.231,,,,0.154,0.154,0.217,0.32,0.64,0.133,52.0,116.0,98.0,0.007,-0.66,85.9,,,,,,,,,,,,,,,
5,2024-08-25,746595,Sac Fly,sac_fly,True,608070,674003,José Ramírez,Cody Bradford,1,57bf667c-5bbe-4273-a84a-0274a3a11036,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,,,,51.0,112.0,109.0,,0.523,0.051,0.143,0.276,2.13,,4.85,-2.71,0.96,90.1,81.0,,83.4,75.3,0.229,0.313,0.353,0.173,0.316,0.231,,,,0.154,0.154,0.217,0.32,0.64,0.133,52.0,116.0,98.0,0.007,-0.66,85.9,,,,,,,,,,,,,,,
6,2024-08-25,746595,Strikeout,strikeout,True,681807,674003,David Fry,Cody Bradford,0,6e057dcf-93af-4cb2-b86d-feb9ced2b2e8,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,,,,51.0,112.0,109.0,,0.523,0.051,0.143,0.276,2.13,,4.85,-2.71,0.96,90.1,81.0,,83.4,75.3,0.229,0.313,0.353,0.173,0.316,0.231,,,,0.154,0.154,0.217,0.32,0.64,0.133,52.0,116.0,98.0,0.007,-0.66,85.9,,,,,,,,,,,,,,,
7,2024-08-25,746595,Flyout,field_out,True,647304,674003,Josh Naylor,Cody Bradford,0,4135244c-b54b-4fa8-b94c-ce3c2ee4e486,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,,,,51.0,112.0,109.0,,0.523,0.051,0.143,0.276,2.13,,4.85,-2.71,0.96,90.1,81.0,,83.4,75.3,0.229,0.313,0.353,0.173,0.316,0.231,,,,0.154,0.154,0.217,0.32,0.64,0.133,52.0,116.0,98.0,0.007,-0.66,85.9,,,,,,,,,,,,,,,
8,2024-08-25,746595,Field Error,field_error,False,666969,571510,Adolis García,Matthew Boyd,0,ebc5fe34-06c9-4dc5-990d-f9fc50224355,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,
9,2024-08-25,746595,Flyout,field_out,True,673962,571510,Josh Jung,Matthew Boyd,1,30502109-4ea5-444d-969c-ec0cb73940a5,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,CLE,2.7,3.55,16.2,99.0,74.0,92.0,0.778,6.48,2.7,5.4,1.08,0.68,0.313,0.333,0.125,0.375,0.437,81.0,106.0,100.0,84.0,78.0,81.0,61.0,97.0,88.0,78.0,101.0,87.0,80.0,100.0,96.0,0.167,0.331,0.176,0.078,0.249,1.98,2.91,3.22,1.99,-2.72,92.2,81.5,91.9,79.8,74.3,0.278,0.556,0.182,0.154,0.154,0.294,0.154,0.385,0.125,0.083,0.167,0.238,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,
