,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-31,745050,Walk,walk,False,650333,669358,Luis Arraez,Shane Baz,0,62a2e39c-f74e-470e-b7ce-47030be45974,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,86.0,99.0,96.0,115.0,100.0,105.0,119.0,99.0,100.0,110.0,97.0,101.0,0.47,0.257,0.171,0.101,-0.14,0.52,1.3,2.93,95.7,88.4,87.5,84.1,0.292,0.427,0.222,0.167,0.375,0.22,0.191,0.255,0.276,0.111,0.111,0.297,,,,,,,,,,,,,,,,,,,,,
1,2024-08-31,745050,Strikeout,strikeout,True,595777,669358,Jurickson Profar,Shane Baz,0,3b9c3932-bb5c-4aba-9417-01b352a72ed9,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,86.0,99.0,96.0,115.0,100.0,105.0,119.0,99.0,100.0,110.0,97.0,101.0,0.47,0.257,0.171,0.101,-0.14,0.52,1.3,2.93,95.7,88.4,87.5,84.1,0.292,0.427,0.222,0.167,0.375,0.22,0.191,0.255,0.276,0.111,0.111,0.297,,,,,,,,,,,,,,,,,,,,,
2,2024-08-31,745050,Home Run,home_run,False,630105,669358,Jake Cronenworth,Shane Baz,1,3b4fa1fd-1497-443d-91be-e94875532451,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,86.0,99.0,96.0,115.0,100.0,105.0,119.0,99.0,100.0,110.0,97.0,101.0,0.47,0.257,0.171,0.101,-0.14,0.52,1.3,2.93,95.7,88.4,87.5,84.1,0.292,0.427,0.222,0.167,0.375,0.22,0.191,0.255,0.276,0.111,0.111,0.297,,,,,,,,,,,,,,,,,,,,,
3,2024-08-31,745050,Walk,walk,False,592518,669358,Manny Machado,Shane Baz,0,e3897691-8ebd-4803-8f00-b066f648e147,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,86.0,99.0,96.0,115.0,100.0,105.0,119.0,99.0,100.0,110.0,97.0,101.0,0.47,0.257,0.171,0.101,-0.14,0.52,1.3,2.93,95.7,88.4,87.5,84.1,0.292,0.427,0.222,0.167,0.375,0.22,0.191,0.255,0.276,0.111,0.111,0.297,,,,,,,,,,,,,,,,,,,,,
4,2024-08-31,745050,Strikeout,strikeout,True,593428,669358,Xander Bogaerts,Shane Baz,0,d8c75d2b-13f8-416a-b5d2-eb0f8ef7af6a,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,86.0,99.0,96.0,115.0,100.0,105.0,119.0,99.0,100.0,110.0,97.0,101.0,0.47,0.257,0.171,0.101,-0.14,0.52,1.3,2.93,95.7,88.4,87.5,84.1,0.292,0.427,0.222,0.167,0.375,0.22,0.191,0.255,0.276,0.111,0.111,0.297,,,,,,,,,,,,,,,,,,,,,
5,2024-08-31,745050,Flyout,field_out,True,701538,669358,Jackson Merrill,Shane Baz,0,c38db58d-428d-4fbf-b672-36efca483006,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.27,4.05,55.0,98.0,113.0,101.0,0.784,7.53,3.76,7.36,0.98,0.9,0.291,0.405,0.133,0.361,0.441,86.0,99.0,96.0,115.0,100.0,105.0,119.0,99.0,100.0,110.0,97.0,101.0,0.47,0.257,0.171,0.101,-0.14,0.52,1.3,2.93,95.7,88.4,87.5,84.1,0.292,0.427,0.222,0.167,0.375,0.22,0.191,0.255,0.276,0.111,0.111,0.297,,,,,,,,,,,,,,,,,,,,,
6,2024-08-31,745050,Groundout,field_out,True,666624,681190,Christopher Morel,Randy Vásquez,0,93cb765b-8649-473e-9f90-9b5e47c26e96,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,5.18,6.2,92.0,102.0,107.0,101.0,0.837,5.67,2.74,11.54,1.27,1.04,0.204,0.39,0.186,0.333,0.437,98.0,99.0,96.0,125.0,103.0,106.0,92.0,103.0,100.0,135.0,101.0,110.0,0.292,0.102,0.199,0.121,-0.65,-0.26,-0.43,-4.03,94.3,88.6,82.3,82.2,0.315,0.483,0.228,,,,0.238,0.429,0.239,0.38,0.64,0.099,105.0,102.0,98.0,107.0,99.0,95.0,0.157,0.129,1.99,-2.27,90.3,94.2,0.446,0.595,0.112,0.24,0.36,0.157,0.239,0.413,0.247
7,2024-08-31,745050,Groundout,field_out,True,664040,681190,Brandon Lowe,Randy Vásquez,0,7da4f27b-d3cd-44fc-bfd0-a31598f6a3e3,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,5.18,6.2,92.0,102.0,107.0,101.0,0.837,5.67,2.74,11.54,1.27,1.04,0.204,0.39,0.186,0.333,0.437,98.0,99.0,96.0,125.0,103.0,106.0,92.0,103.0,100.0,135.0,101.0,110.0,0.292,0.102,0.199,0.121,-0.65,-0.26,-0.43,-4.03,94.3,88.6,82.3,82.2,0.315,0.483,0.228,,,,0.238,0.429,0.239,0.38,0.64,0.099,105.0,102.0,98.0,107.0,99.0,95.0,0.157,0.129,1.99,-2.27,90.3,94.2,0.446,0.595,0.112,0.24,0.36,0.157,0.239,0.413,0.247
8,2024-08-31,745050,Walk,walk,False,691406,681190,Junior Caminero,Randy Vásquez,0,9f439ff8-8252-476a-8cbc-d56fce0b1d48,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,5.18,6.2,92.0,102.0,107.0,101.0,0.837,5.67,2.74,11.54,1.27,1.04,0.204,0.39,0.186,0.333,0.437,98.0,99.0,96.0,125.0,103.0,106.0,92.0,103.0,100.0,135.0,101.0,110.0,0.292,0.102,0.199,0.121,-0.65,-0.26,-0.43,-4.03,94.3,88.6,82.3,82.2,0.315,0.483,0.228,,,,0.238,0.429,0.239,0.38,0.64,0.099,105.0,102.0,98.0,107.0,99.0,95.0,0.157,0.129,1.99,-2.27,90.3,94.2,0.446,0.595,0.112,0.24,0.36,0.157,0.239,0.413,0.247
9,2024-08-31,745050,Double,double,False,666139,681190,Josh Lowe,Randy Vásquez,1,2a7ce638-1b3d-4817-b90d-c487e77b3267,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,5.18,6.2,92.0,102.0,107.0,101.0,0.837,5.67,2.74,11.54,1.27,1.04,0.204,0.39,0.186,0.333,0.437,98.0,99.0,96.0,125.0,103.0,106.0,92.0,103.0,100.0,135.0,101.0,110.0,0.292,0.102,0.199,0.121,-0.65,-0.26,-0.43,-4.03,94.3,88.6,82.3,82.2,0.315,0.483,0.228,,,,0.238,0.429,0.239,0.38,0.64,0.099,105.0,102.0,98.0,107.0,99.0,95.0,0.157,0.129,1.99,-2.27,90.3,94.2,0.446,0.595,0.112,0.24,0.36,0.157,0.239,0.413,0.247
