,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
10,2024-04-19,745592,Flyout,field_out,True,643217,605513,Andrew Benintendi,Spencer Turnbull,0,39a35296-d731-4207-8468-5820a8120789,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
11,2024-04-19,745592,Walk,walk,False,657557,605513,Paul DeJong,Spencer Turnbull,0,df893943-6dbc-4d96-8e36-c153844d9f25,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
12,2024-04-19,745592,Groundout,field_out,True,669699,605513,Braden Shewmake,Spencer Turnbull,0,53c31b5c-fd82-4bab-b806-47115124b447,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
13,2024-04-19,745592,Groundout,field_out,True,593160,676979,Whit Merrifield,Garrett Crochet,0,27b9e1ee-5989-4179-9775-3905742a6284,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
14,2024-04-19,745592,Flyout,field_out,True,624641,676979,Edmundo Sosa,Garrett Crochet,0,5247f726-a47c-443d-b73b-d20e2f761108,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
15,2024-04-19,745592,Flyout,field_out,True,665506,676979,Cristian Pache,Garrett Crochet,0,47186bbb-4e37-4528-882b-b24be4eb570e,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
16,2024-04-19,745592,Strikeout,strikeout,True,670032,605513,Nicky Lopez,Spencer Turnbull,0,1924be61-331e-46ff-ad38-671c509f3d17,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
17,2024-04-19,745592,Flyout,field_out,True,455117,605513,Martín Maldonado,Spencer Turnbull,0,53d2b26e-5f26-48c0-b2c9-ca72a066c613,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
18,2024-04-19,745592,Strikeout,strikeout,True,666150,605513,Dominic Fletcher,Spencer Turnbull,0,777658a5-a5d5-41e7-86a3-0ab248a30d65,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
19,2024-04-19,745592,Strikeout,strikeout,True,656941,676979,Kyle Schwarber,Garrett Crochet,0,444cbeb0-f589-409a-8c5e-013c956e5e0d,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
20,2024-04-19,745592,Double,double,False,607208,676979,Trea Turner,Garrett Crochet,0,01949c24-0827-4483-9762-f17ae8032e96,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
21,2024-04-19,745592,Walk,walk,False,547180,676979,Bryce Harper,Garrett Crochet,0,3e627014-e05a-48e1-82d4-07057e0e0090,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
22,2024-04-19,745592,Pop Out,field_out,True,592663,676979,J.T. Realmuto,Garrett Crochet,0,6d71b24a-64ad-4216-a351-dd5b96eced0b,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
23,2024-04-19,745592,Home Run,home_run,False,664761,676979,Alec Bohm,Garrett Crochet,1,613d3236-cfb1-4031-894e-c59f636c0c6b,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
24,2024-04-19,745592,Flyout,field_out,True,592206,676979,Nick Castellanos,Garrett Crochet,0,80062f3d-d705-48f6-8235-fb8a196b0764,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
25,2024-04-19,745592,Groundout,field_out,True,650391,605513,Eloy Jiménez,Spencer Turnbull,0,26224627-ad2c-42d4-9cd2-1c7016b2ee6b,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
26,2024-04-19,745592,Groundout,field_out,True,657757,605513,Gavin Sheets,Spencer Turnbull,0,f07106e4-5619-4cee-a795-1e849337c138,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
27,2024-04-19,745592,Flyout,field_out,True,683734,605513,Andrew Vaughn,Spencer Turnbull,0,14a9e952-9259-4e62-862e-514d5e909633,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
28,2024-04-19,745592,Home Run,home_run,False,593160,676979,Whit Merrifield,Garrett Crochet,0,ecf65804-14ca-48db-839c-b3544e26ba99,676979.0,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.02,2.44,107.1,103.0,103.0,103.0,0.698,12.58,1.93,6.62,0.84,1.24,0.262,0.371,0.181,0.319,0.471,69.0,103.0,103.0,,,,105.0,103.0,103.0,,,,138.0,99.0,103.0,,0.552,0.114,,0.061,1.77,,-2.87,,-0.38,97.0,90.8,,84.1,,0.188,0.274,0.31,0.227,0.614,0.372,,,,,,,0.179,0.321,0.279,92.0,107.0,104.0,0.273,2.05,91.4,0.213,0.283,0.351
29,2024-04-19,745592,Strikeout,strikeout,True,624641,623167,Edmundo Sosa,Chris Flexen,0,7d085ece-e674-4829-8e5b-2d9a4bfdc070,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,0.003,0.383,0.076,0.117,0.146,-1.19,2.95,-1.07,0.1,-1.45,91.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.258,0.387,0.286,,,,0.282,0.462,0.289,0.25,0.433,0.322,47.0,103.0,93.0,0.275,0.91,87.3,0.243,0.417,0.237
30,2024-04-19,745592,Lineout,field_out,True,665506,623167,Cristian Pache,Chris Flexen,0,664d2b2b-a4e2-40ac-b455-a33e78dd5d36,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,0.003,0.383,0.076,0.117,0.146,-1.19,2.95,-1.07,0.1,-1.45,91.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.258,0.387,0.286,,,,0.282,0.462,0.289,0.25,0.433,0.322,47.0,103.0,93.0,0.275,0.91,87.3,0.243,0.417,0.237
31,2024-04-19,745592,Lineout,field_out,True,656941,623167,Kyle Schwarber,Chris Flexen,0,aaad0c50-cf33-4f16-bb73-5ef21fcd8d77,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,0.003,0.383,0.076,0.117,0.146,-1.19,2.95,-1.07,0.1,-1.45,91.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.258,0.387,0.286,,,,0.282,0.462,0.289,0.25,0.433,0.322,47.0,103.0,93.0,0.275,0.91,87.3,0.243,0.417,0.237
32,2024-04-19,745592,Lineout,field_out,True,643217,605513,Andrew Benintendi,Spencer Turnbull,0,8a41bcd4-8d4d-4762-a7a1-86baa7d0ea8e,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
33,2024-04-19,745592,Strikeout,strikeout,True,657557,605513,Paul DeJong,Spencer Turnbull,0,90eb7a83-a1f6-4a7f-85b5-e80dd2a03722,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
34,2024-04-19,745592,Groundout,field_out,True,669699,605513,Braden Shewmake,Spencer Turnbull,0,91bd89a7-bf43-45f0-95e6-17d964f95390,605513.0,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,3.96,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,94.0,127.0,97.0,102.0,0.123,0.348,0.385,0.09,0.053,-0.45,-1.62,1.97,2.03,1.38,92.0,87.7,93.2,83.9,78.8,0.28,0.453,0.162,0.071,0.071,0.406,0.238,0.667,0.089,0.067,0.067,0.594,0.0,0.0,0.167,,,,,,,,,
35,2024-04-19,745592,Single,single,False,607208,623167,Trea Turner,Chris Flexen,0,7ce29e59-40d5-4cdf-a3d4-3d41856f0edd,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,0.003,0.383,0.076,0.117,0.146,-1.19,2.95,-1.07,0.1,-1.45,91.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.258,0.387,0.286,,,,0.282,0.462,0.289,0.25,0.433,0.322,47.0,103.0,93.0,0.275,0.91,87.3,0.243,0.417,0.237
