,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-05-26,746469,Groundout,field_out,True,676914,663554,Davis Schneider,Casey Mize,0,86d39718-ca5e-4a74-a4c0-45f12e09c0e9,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-26,746469,Pop Out,field_out,True,643376,663554,Danny Jansen,Casey Mize,0,c4492410-e226-4b2b-849b-3f521d2d8a88,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-26,746469,Single,single,False,665489,663554,Vladimir Guerrero Jr.,Casey Mize,0,6b3feb3d-ba75-4216-ab41-186a4e45df7c,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-26,746469,Forceout,force_out,True,666182,663554,Bo Bichette,Casey Mize,1,2d0f3e17-191a-4b24-bb07-5f1b0aa8854c,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-26,746469,Single,single,False,663837,579328,Matt Vierling,Yusei Kikuchi,0,372558f6-2a7d-4834-ab30-98d096b97fb8,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,,,,0.491,,0.158,,-0.31,,,-0.05,,95.6,,,89.2,,0.302,0.55,0.269,0.241,0.31,0.297,,,,,,,0.278,0.435,0.271,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.189,0.264,0.329,,,,,,,,,
5,2024-05-26,746469,Flyout,field_out,True,628451,579328,Andy Ibáñez,Yusei Kikuchi,0,cb0527ca-51f6-4bbd-a5c5-d8316378f031,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,,,,0.491,,0.158,,-0.31,,,-0.05,,95.6,,,89.2,,0.302,0.55,0.269,0.241,0.31,0.297,,,,,,,0.278,0.435,0.271,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.189,0.264,0.329,,,,,,,,,
6,2024-05-26,746469,Lineout,field_out,True,592192,579328,Mark Canha,Yusei Kikuchi,0,6aa921fc-d592-4848-933e-b4e722f3c0e1,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,,,,0.491,,0.158,,-0.31,,,-0.05,,95.6,,,89.2,,0.302,0.55,0.269,0.241,0.31,0.297,,,,,,,0.278,0.435,0.271,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.189,0.264,0.329,,,,,,,,,
7,2024-05-26,746469,Single,single,False,570482,579328,Gio Urshela,Yusei Kikuchi,1,9b23b9e6-20a0-4b8e-ab55-b05337e3dbf1,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,,,,0.491,,0.158,,-0.31,,,-0.05,,95.6,,,89.2,,0.302,0.55,0.269,0.241,0.31,0.297,,,,,,,0.278,0.435,0.271,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.189,0.264,0.329,,,,,,,,,
8,2024-05-26,746469,Forceout,force_out,True,608348,579328,Carson Kelly,Yusei Kikuchi,1,65b3523b-bfed-4ae4-ac29-f5c75f115a53,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,,,,0.491,,0.158,,-0.31,,,-0.05,,95.6,,,89.2,,0.302,0.55,0.269,0.241,0.31,0.297,,,,,,,0.278,0.435,0.271,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.189,0.264,0.329,,,,,,,,,
9,2024-05-26,746469,Walk,walk,False,596129,663554,Daniel Vogelbach,Casey Mize,0,dd5423fd-7210-4146-8c80-5e8dfdab793a,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,100.0,91.0,94.0,112.0,102.0,104.0,0.076,0.393,0.172,0.282,0.077,-0.14,-1.78,-0.36,0.58,-2.77,95.6,85.7,95.6,85.7,79.6,0.292,0.401,0.201,0.239,0.366,0.189,0.323,0.452,0.321,0.345,0.414,0.111,0.286,0.571,0.172,,,,,,,,,,,,,,,,,,,,,,,,
