,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,EP%,wEP/C,vEP
0,2024-08-06,747086,Single,single,False,668930,693821,Brice Turang,Bryce Elder,0,9136463d-4ef4-406f-b378-e16af6c950ef,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,4.97,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,46.0,97.0,85.0,66.0,99.0,89.0,135.0,105.0,118.0,0.426,0.127,0.315,0.132,-3.25,-1.03,-1.05,-0.02,91.5,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-06,747086,Strikeout,strikeout,True,694192,693821,Jackson Chourio,Bryce Elder,1,129ad193-a072-4c80-9914-78bbecdfb6a1,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,4.97,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,46.0,97.0,85.0,66.0,99.0,89.0,135.0,105.0,118.0,0.426,0.127,0.315,0.132,-3.25,-1.03,-1.05,-0.02,91.5,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-06,747086,Strikeout,strikeout,True,669003,693821,Garrett Mitchell,Bryce Elder,1,263461ac-363d-4846-85a9-46a7d4483148,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,4.97,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,46.0,97.0,85.0,66.0,99.0,89.0,135.0,105.0,118.0,0.426,0.127,0.315,0.132,-3.25,-1.03,-1.05,-0.02,91.5,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-06,747086,Triple,triple,False,661388,693821,William Contreras,Bryce Elder,1,a9b0a2e0-d611-492c-9a9b-8448aa81d21c,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,4.97,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,46.0,97.0,85.0,66.0,99.0,89.0,135.0,105.0,118.0,0.426,0.127,0.315,0.132,-3.25,-1.03,-1.05,-0.02,91.5,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-06,747086,Home Run,home_run,False,642715,693821,Willy Adames,Bryce Elder,1,437cf0c0-709f-4450-83d3-0e747f18ec4f,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,4.97,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,46.0,97.0,85.0,66.0,99.0,89.0,135.0,105.0,118.0,0.426,0.127,0.315,0.132,-3.25,-1.03,-1.05,-0.02,91.5,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-06,747086,Lineout,field_out,True,641343,693821,Jake Bauers,Bryce Elder,0,9c392c6c-c412-44ee-a5ee-d0fcc1fc6acd,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,4.97,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,46.0,97.0,85.0,66.0,99.0,89.0,135.0,105.0,118.0,0.426,0.127,0.315,0.132,-3.25,-1.03,-1.05,-0.02,91.5,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-06,747086,Single,single,False,624585,607067,Jorge Soler,Colin Rea,0,f8cf3d26-e47f-49a7-a135-cecca295a25c,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,0.307,0.183,0.172,,1.15,-0.23,3.54,,92.8,,92.3,82.0,0.284,0.477,0.111,,,,,,,0.186,0.283,0.24,102.0,108.0,103.0,76.0,95.0,88.0,78.0,95.0,96.0,0.212,0.084,0.042,-1.11,-1.28,-4.24,87.7,86.4,78.6,0.288,0.64,0.173,0.078,0.089,0.244,0.275,0.412,0.267,0.417,0.708,0.189,,,
7,2024-08-06,747086,Grounded Into DP,grounded_into_double_play,True,663586,607067,Austin Riley,Colin Rea,1,cf3dea0a-6c75-4269-ad5f-eb23b590712d,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,0.307,0.183,0.172,,1.15,-0.23,3.54,,92.8,,92.3,82.0,0.284,0.477,0.111,,,,,,,0.186,0.283,0.24,102.0,108.0,103.0,76.0,95.0,88.0,78.0,95.0,96.0,0.212,0.084,0.042,-1.11,-1.28,-4.24,87.7,86.4,78.6,0.288,0.64,0.173,0.078,0.089,0.244,0.275,0.412,0.267,0.417,0.708,0.189,,,
8,2024-08-06,747086,Flyout,field_out,True,542303,607067,Marcell Ozuna,Colin Rea,0,27606f9a-86a0-4d1b-bef9-95fe043892aa,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,,,,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,0.307,0.183,0.172,,1.15,-0.23,3.54,,92.8,,92.3,82.0,0.284,0.477,0.111,,,,,,,0.186,0.283,0.24,102.0,108.0,103.0,76.0,95.0,88.0,78.0,95.0,96.0,0.212,0.084,0.042,-1.11,-1.28,-4.24,87.7,86.4,78.6,0.288,0.64,0.173,0.078,0.089,0.244,0.275,0.412,0.267,0.417,0.708,0.189,,,
9,2024-08-06,747086,Double,double,False,656555,693821,Rhys Hoskins,Bryce Elder,0,e93f3c84-a8ff-42ab-a909-e522aabc3fd1,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,4.97,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,46.0,97.0,85.0,66.0,99.0,89.0,135.0,105.0,118.0,0.426,0.127,0.315,0.132,-3.25,-1.03,-1.05,-0.02,91.5,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-06,747086,Groundout,field_out,True,686217,693821,Sal Frelick,Bryce Elder,1,a1855887-7e33-431c-a505-392b83e30390,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,4.97,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,46.0,97.0,85.0,66.0,99.0,89.0,135.0,105.0,118.0,0.426,0.127,0.315,0.132,-3.25,-1.03,-1.05,-0.02,91.5,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-06,747086,Single,single,False,687401,693821,Joey Ortiz,Bryce Elder,1,5e73250e-0f9f-40d4-a290-fb6763149488,693821.0,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,4.97,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,46.0,97.0,85.0,66.0,99.0,89.0,135.0,105.0,118.0,0.426,0.127,0.315,0.132,-3.25,-1.03,-1.05,-0.02,91.5,85.1,90.2,83.7,0.344,0.458,0.086,0.278,0.593,0.412,0.258,0.258,0.283,0.32,0.68,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
