,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FS_ba,FS_slg,FS_whiff
0,2024-08-16,747001,Single,single,False,680776,669203,Jarren Duran,Corbin Burnes,0,8cb4f8e7-6ba2-40b9-9af2-e798684c6d6e,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,101.0,94.0,88.0,134.0,105.0,121.0,118.0,105.0,107.0,0.082,0.438,0.152,0.22,0.108,0.96,-0.95,0.95,0.43,0.29,95.5,89.1,97.0,87.5,80.4,0.26,0.39,0.177,0.2,0.342,0.384,0.192,0.263,0.456,0.196,0.357,0.38,0.244,0.444,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-16,747001,Double,double,False,677800,669203,Wilyer Abreu,Corbin Burnes,1,220f8b24-5d28-4fac-a3a4-f3d5734d8af9,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,101.0,94.0,88.0,134.0,105.0,121.0,118.0,105.0,107.0,0.082,0.438,0.152,0.22,0.108,0.96,-0.95,0.95,0.43,0.29,95.5,89.1,97.0,87.5,80.4,0.26,0.39,0.177,0.2,0.342,0.384,0.192,0.263,0.456,0.196,0.357,0.38,0.244,0.444,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-16,747001,Groundout,field_out,True,671213,669203,Triston Casas,Corbin Burnes,1,04e1db1b-a3e2-45a0-b01c-e6f47f8d7915,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,101.0,94.0,88.0,134.0,105.0,121.0,118.0,105.0,107.0,0.082,0.438,0.152,0.22,0.108,0.96,-0.95,0.95,0.43,0.29,95.5,89.1,97.0,87.5,80.4,0.26,0.39,0.177,0.2,0.342,0.384,0.192,0.263,0.456,0.196,0.357,0.38,0.244,0.444,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-16,747001,Double,double,False,646240,669203,Rafael Devers,Corbin Burnes,1,4b1a9b45-a7cd-421b-ae34-fc0379f5ae84,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,101.0,94.0,88.0,134.0,105.0,121.0,118.0,105.0,107.0,0.082,0.438,0.152,0.22,0.108,0.96,-0.95,0.95,0.43,0.29,95.5,89.1,97.0,87.5,80.4,0.26,0.39,0.177,0.2,0.342,0.384,0.192,0.263,0.456,0.196,0.357,0.38,0.244,0.444,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-16,747001,Strikeout,strikeout,True,657136,669203,Connor Wong,Corbin Burnes,0,e21c6888-7bf7-4c2a-92d5-39c0e7da23fb,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,101.0,94.0,88.0,134.0,105.0,121.0,118.0,105.0,107.0,0.082,0.438,0.152,0.22,0.108,0.96,-0.95,0.95,0.43,0.29,95.5,89.1,97.0,87.5,80.4,0.26,0.39,0.177,0.2,0.342,0.384,0.192,0.263,0.456,0.196,0.357,0.38,0.244,0.444,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-16,747001,Walk,walk,False,807799,669203,Masataka Yoshida,Corbin Burnes,0,594538ba-ad38-418d-ae26-b5efc62dd3d5,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,101.0,94.0,88.0,134.0,105.0,121.0,118.0,105.0,107.0,0.082,0.438,0.152,0.22,0.108,0.96,-0.95,0.95,0.43,0.29,95.5,89.1,97.0,87.5,80.4,0.26,0.39,0.177,0.2,0.342,0.384,0.192,0.263,0.456,0.196,0.357,0.38,0.244,0.444,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-16,747001,Strikeout,strikeout,True,686765,669203,Nick Sogard,Corbin Burnes,0,801b159c-c0a2-47da-9b41-d7250f72cd8a,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,3.23,3.37,164.1,103.0,117.0,107.0,0.739,8.22,2.19,7.94,1.1,1.41,0.206,0.427,0.188,0.29,0.4,109.0,100.0,104.0,110.0,102.0,107.0,101.0,94.0,88.0,134.0,105.0,121.0,118.0,105.0,107.0,0.082,0.438,0.152,0.22,0.108,0.96,-0.95,0.95,0.43,0.29,95.5,89.1,97.0,87.5,80.4,0.26,0.39,0.177,0.2,0.342,0.384,0.192,0.263,0.456,0.196,0.357,0.38,0.244,0.444,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-16,747001,Strikeout,strikeout,True,681297,657514,Colton Cowser,Brennan Bernardino,0,124a05c8-3ffe-4528-872e-0bd5ae675fac,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.5,3.92,46.1,96.0,94.0,92.0,0.805,9.71,3.88,8.74,0.97,1.37,0.233,0.419,0.155,0.302,0.486,,,,95.0,93.0,98.0,85.0,103.0,92.0,86.0,97.0,95.0,135.0,81.0,76.0,0.476,0.112,0.058,0.354,,-1.08,0.01,3.1,-0.76,,86.8,,91.4,84.2,78.9,0.4,0.5,0.067,0.208,0.333,0.323,0.0,0.0,0.133,,,,0.289,0.456,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-16,747001,Walk,walk,False,623993,657514,Anthony Santander,Brennan Bernardino,0,da3640dc-1fe0-4a7d-acdd-4ffe56d182df,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.5,3.92,46.1,96.0,94.0,92.0,0.805,9.71,3.88,8.74,0.97,1.37,0.233,0.419,0.155,0.302,0.486,,,,95.0,93.0,98.0,85.0,103.0,92.0,86.0,97.0,95.0,135.0,81.0,76.0,0.476,0.112,0.058,0.354,,-1.08,0.01,3.1,-0.76,,86.8,,91.4,84.2,78.9,0.4,0.5,0.067,0.208,0.333,0.323,0.0,0.0,0.133,,,,0.289,0.456,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-16,747001,Strikeout,strikeout,True,683002,657514,Gunnar Henderson,Brennan Bernardino,0,2d5c0e93-62db-4b44-b898-62effaa7e474,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.5,3.92,46.1,96.0,94.0,92.0,0.805,9.71,3.88,8.74,0.97,1.37,0.233,0.419,0.155,0.302,0.486,,,,95.0,93.0,98.0,85.0,103.0,92.0,86.0,97.0,95.0,135.0,81.0,76.0,0.476,0.112,0.058,0.354,,-1.08,0.01,3.1,-0.76,,86.8,,91.4,84.2,78.9,0.4,0.5,0.067,0.208,0.333,0.323,0.0,0.0,0.133,,,,0.289,0.456,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,
