,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,wFA/C,wSI/C,wSL/C,vFA,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-24,745346,Strikeout,strikeout,True,607043,676254,Brandon Nimmo,Ryan Walker,0,c18531cc-e2d9-40ae-9f48-a04079d1ab19,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,65.0,122.0,100.0,92.0,101.0,97.0,126.0,101.0,113.0,0.537,0.008,0.456,-6.38,1.69,1.39,94.2,95.2,83.6,0.215,0.29,0.254,0.195,0.299,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-24,745346,Strikeout,strikeout,True,516782,676254,Starling Marte,Ryan Walker,0,08e1ecca-13eb-43dd-8d8d-8521873181b0,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,65.0,122.0,100.0,92.0,101.0,97.0,126.0,101.0,113.0,0.537,0.008,0.456,-6.38,1.69,1.39,94.2,95.2,83.6,0.215,0.29,0.254,0.195,0.299,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-24,745346,Single,single,False,596019,676254,Francisco Lindor,Ryan Walker,0,a35dabcf-b387-4779-b25f-5c1cdda14f82,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,65.0,122.0,100.0,92.0,101.0,97.0,126.0,101.0,113.0,0.537,0.008,0.456,-6.38,1.69,1.39,94.2,95.2,83.6,0.215,0.29,0.254,0.195,0.299,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-24,745346,Hit By Pitch,hit_by_pitch,False,624413,676254,Pete Alonso,Ryan Walker,1,b2e3a123-2945-4906-ad51-c4c9c4d2efdf,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,65.0,122.0,100.0,92.0,101.0,97.0,126.0,101.0,113.0,0.537,0.008,0.456,-6.38,1.69,1.39,94.2,95.2,83.6,0.215,0.29,0.254,0.195,0.299,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-24,745346,Flyout,field_out,True,683146,676254,Brett Baty,Ryan Walker,0,1636e98e-3efb-44ac-853a-5566a65fdffb,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,2.45,2.85,51.1,101.0,108.0,104.0,0.714,11.05,2.1,6.49,0.53,1.56,0.25,0.383,0.175,0.3,0.451,65.0,122.0,100.0,92.0,101.0,97.0,126.0,101.0,113.0,0.537,0.008,0.456,-6.38,1.69,1.39,94.2,95.2,83.6,0.215,0.29,0.254,0.195,0.299,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-24,745346,Strikeout,strikeout,True,596103,640455,Austin Slater,Sean Manaea,0,3b167e77-5bf6-4b70-a5bc-8c6f47247647,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,0.397,0.1,0.255,0.32,1.2,0.11,92.5,92.5,80.2,0.229,0.344,0.19,0.143,0.429,0.328,92.0,99.0,96.0,83.0,88.0,85.0,0.119,0.128,0.62,-1.41,88.4,85.6,0.316,0.456,0.258,0.227,0.295,0.213,0.242,0.273,0.178,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-24,745346,Strikeout,strikeout,True,527038,640455,Wilmer Flores,Sean Manaea,0,0a41cf25-86ff-46c4-9c8a-519a83f009cc,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,0.397,0.1,0.255,0.32,1.2,0.11,92.5,92.5,80.2,0.229,0.344,0.19,0.143,0.429,0.328,92.0,99.0,96.0,83.0,88.0,85.0,0.119,0.128,0.62,-1.41,88.4,85.6,0.316,0.456,0.258,0.227,0.295,0.213,0.242,0.273,0.178,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-24,745346,Strikeout,strikeout,True,624424,640455,Michael Conforto,Sean Manaea,0,1e2edce0-f6a8-40cc-98f5-6fc714459992,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,0.397,0.1,0.255,0.32,1.2,0.11,92.5,92.5,80.2,0.229,0.344,0.19,0.143,0.429,0.328,92.0,99.0,96.0,83.0,88.0,85.0,0.119,0.128,0.62,-1.41,88.4,85.6,0.316,0.456,0.258,0.227,0.295,0.213,0.242,0.273,0.178,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-24,745346,Groundout,field_out,True,621438,663546,Tyrone Taylor,Sean Hjelle,0,94fc6c17-6b90-48e6-8073-cdf9058f444e,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,4.24,3.22,46.2,104.0,101.0,105.0,0.808,9.06,1.35,9.26,1.35,2.86,0.338,0.331,0.144,0.266,0.435,,,,101.0,107.0,104.0,,,,0.552,,,,0.44,,,94.6,,0.333,0.424,0.104,,,,,,,70.0,88.0,79.0,0.1,,-0.2,,92.5,,,,,,,,0.182,0.455,0.1,109.0,103.0,112.0,0.348,-0.14,85.6,0.178,0.384,0.386,,,,,,,,,,,,,,,
9,2024-04-24,745346,Groundout,field_out,True,643446,663546,Jeff McNeil,Sean Hjelle,0,48ed2cb7-1c5a-4fbf-98ca-1046a52ac91d,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,SFG,4.24,3.22,46.2,104.0,101.0,105.0,0.808,9.06,1.35,9.26,1.35,2.86,0.338,0.331,0.144,0.266,0.435,,,,101.0,107.0,104.0,,,,0.552,,,,0.44,,,94.6,,0.333,0.424,0.104,,,,,,,70.0,88.0,79.0,0.1,,-0.2,,92.5,,,,,,,,0.182,0.455,0.1,109.0,103.0,112.0,0.348,-0.14,85.6,0.178,0.384,0.386,,,,,,,,,,,,,,,
