,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-09-04,745045,Pop Out,field_out,True,467793,642121,Carlos Santana,Cole Sulser,0,1cb916ab-e7b0-480f-843c-929956bf4e79,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,108.0,105.0,102.0,126.0,109.0,119.0,80.0,103.0,99.0,0.525,0.143,0.101,0.23,1.58,3.54,-2.46,-4.47,92.5,88.0,84.5,81.6,0.188,0.25,0.214,0.25,0.667,0.227,0.333,0.333,0.25,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-04,745045,Single,single,False,668904,642121,Royce Lewis,Cole Sulser,0,47eea328-b802-470b-91df-f8946b1052f2,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,108.0,105.0,102.0,126.0,109.0,119.0,80.0,103.0,99.0,0.525,0.143,0.101,0.23,1.58,3.54,-2.46,-4.47,92.5,88.0,84.5,81.6,0.188,0.25,0.214,0.25,0.667,0.227,0.333,0.333,0.25,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-04,745045,Strikeout,strikeout,True,670242,642121,Matt Wallner,Cole Sulser,0,366efc9c-e373-4276-9de1-d6b7453e7e0e,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,108.0,105.0,102.0,126.0,109.0,119.0,80.0,103.0,99.0,0.525,0.143,0.101,0.23,1.58,3.54,-2.46,-4.47,92.5,88.0,84.5,81.6,0.188,0.25,0.214,0.25,0.667,0.227,0.333,0.333,0.25,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-04,745045,Flyout,field_out,True,669304,642121,Jose Miranda,Cole Sulser,0,98c9d6db-9592-408b-a52d-c84d342f720b,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,108.0,105.0,102.0,126.0,109.0,119.0,80.0,103.0,99.0,0.525,0.143,0.101,0.23,1.58,3.54,-2.46,-4.47,92.5,88.0,84.5,81.6,0.188,0.25,0.214,0.25,0.667,0.227,0.333,0.333,0.25,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-04,745045,Single,single,False,650490,678692,Yandy Díaz,Ronny Henriquez,0,13198380-16e5-4e15-a1e5-15bc928a3bb9,678692.0,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,2.81,5.45,16.0,103.0,107.0,105.0,0.746,6.75,1.69,7.88,1.13,1.79,0.184,0.347,0.143,0.469,0.454,86.0,105.0,99.0,125.0,107.0,117.0,111.0,96.0,100.0,,,,0.303,,0.345,0.324,-0.53,,-1.48,3.11,95.5,,90.6,88.4,0.25,0.5,0.119,0.174,0.174,0.341,0.313,0.563,0.378,,,,124.0,113.0,106.0,0.029,5.97,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-04,745045,Forceout,force_out,True,664040,678692,Brandon Lowe,Ronny Henriquez,1,24d50518-00b9-458f-8ee5-a7fc59dbd2ae,678692.0,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,2.81,5.45,16.0,103.0,107.0,105.0,0.746,6.75,1.69,7.88,1.13,1.79,0.184,0.347,0.143,0.469,0.454,86.0,105.0,99.0,125.0,107.0,117.0,111.0,96.0,100.0,,,,0.303,,0.345,0.324,-0.53,,-1.48,3.11,95.5,,90.6,88.4,0.25,0.5,0.119,0.174,0.174,0.341,0.313,0.563,0.378,,,,124.0,113.0,106.0,0.029,5.97,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-04,745045,Groundout,field_out,True,691406,678692,Junior Caminero,Ronny Henriquez,1,c94ede16-fc85-48db-bc2d-5f3707472149,678692.0,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,2.81,5.45,16.0,103.0,107.0,105.0,0.746,6.75,1.69,7.88,1.13,1.79,0.184,0.347,0.143,0.469,0.454,86.0,105.0,99.0,125.0,107.0,117.0,111.0,96.0,100.0,,,,0.303,,0.345,0.324,-0.53,,-1.48,3.11,95.5,,90.6,88.4,0.25,0.5,0.119,0.174,0.174,0.341,0.313,0.563,0.378,,,,124.0,113.0,106.0,0.029,5.97,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-04,745045,Groundout,field_out,True,666139,678692,Josh Lowe,Ronny Henriquez,0,3d652adb-001f-4765-ad63-cd28a416e096,678692.0,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,2.81,5.45,16.0,103.0,107.0,105.0,0.746,6.75,1.69,7.88,1.13,1.79,0.184,0.347,0.143,0.469,0.454,86.0,105.0,99.0,125.0,107.0,117.0,111.0,96.0,100.0,,,,0.303,,0.345,0.324,-0.53,,-1.48,3.11,95.5,,90.6,88.4,0.25,0.5,0.119,0.174,0.174,0.341,0.313,0.563,0.378,,,,124.0,113.0,106.0,0.029,5.97,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-04,745045,Groundout,field_out,True,680777,642121,Ryan Jeffers,Cole Sulser,0,a6cc2b24-f808-496e-ab26-5b957c09f5ed,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,108.0,105.0,102.0,126.0,109.0,119.0,80.0,103.0,99.0,0.525,0.143,0.101,0.23,1.58,3.54,-2.46,-4.47,92.5,88.0,84.5,81.6,0.188,0.25,0.214,0.25,0.667,0.227,0.333,0.333,0.25,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-04,745045,Flyout,field_out,True,650489,642121,Willi Castro,Cole Sulser,0,bc429df7-83e2-44be-bf5f-625889af53ed,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,108.0,105.0,102.0,126.0,109.0,119.0,80.0,103.0,99.0,0.525,0.143,0.101,0.23,1.58,3.54,-2.46,-4.47,92.5,88.0,84.5,81.6,0.188,0.25,0.214,0.25,0.667,0.227,0.333,0.333,0.25,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
