,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU_ba,CU_slg,CU_whiff
0,2024-08-31,746182,Flyout,field_out,True,641487,542881,J.P. Crawford,Tyler Anderson,0,f5de9d3d-c616-4c79-9024-26203c794ffb,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,89.0,100.0,97.0,67.0,95.0,83.0,76.0,145.0,145.0,99.0,99.0,96.0,0.035,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,-2.5,1.23,-3.12,1.54,89.4,84.2,78.8,88.1,81.2,71.6,0.175,0.244,0.39,0.258,0.479,0.183,0.268,0.473,0.243,0.227,0.545,0.159,0.0,0.0,0.364,,,,,,,,,
1,2024-08-31,746182,Single,single,False,677594,542881,Julio Rodríguez,Tyler Anderson,0,3c603f6e-5f75-41ee-8037-257139f2cadb,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,89.0,100.0,97.0,67.0,95.0,83.0,76.0,145.0,145.0,99.0,99.0,96.0,0.035,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,-2.5,1.23,-3.12,1.54,89.4,84.2,78.8,88.1,81.2,71.6,0.175,0.244,0.39,0.258,0.479,0.183,0.268,0.473,0.243,0.227,0.545,0.159,0.0,0.0,0.364,,,,,,,,,
2,2024-08-31,746182,Strikeout,strikeout,True,663728,542881,Cal Raleigh,Tyler Anderson,0,86ba2763-15ea-468d-8f10-f6608565aff7,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,89.0,100.0,97.0,67.0,95.0,83.0,76.0,145.0,145.0,99.0,99.0,96.0,0.035,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,-2.5,1.23,-3.12,1.54,89.4,84.2,78.8,88.1,81.2,71.6,0.175,0.244,0.39,0.258,0.479,0.183,0.268,0.473,0.243,0.227,0.545,0.159,0.0,0.0,0.364,,,,,,,,,
3,2024-08-31,746182,Forceout,force_out,True,668227,542881,Randy Arozarena,Tyler Anderson,1,bbf55ccb-395d-4df5-a481-711f00340a45,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,89.0,100.0,97.0,67.0,95.0,83.0,76.0,145.0,145.0,99.0,99.0,96.0,0.035,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,-2.5,1.23,-3.12,1.54,89.4,84.2,78.8,88.1,81.2,71.6,0.175,0.244,0.39,0.258,0.479,0.183,0.268,0.473,0.243,0.227,0.545,0.159,0.0,0.0,0.364,,,,,,,,,
4,2024-08-31,746182,Lineout,field_out,True,621493,693433,Taylor Ward,Bryan Woo,0,717686c7-a391-48f6-9f1f-6bc796666366,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.36,2.53,99.0,108.0,104.0,108.0,0.808,7.0,0.82,6.82,0.91,1.01,0.284,0.363,0.151,0.243,0.511,86.0,101.0,97.0,97.0,110.0,107.0,117.0,111.0,111.0,114.0,103.0,110.0,,,,0.234,0.488,,0.179,,0.098,1.46,,1.96,1.82,,1.17,94.8,,89.6,94.6,84.2,,0.167,0.292,0.167,0.222,0.348,0.243,,,,0.225,0.324,0.104,0.25,0.429,0.188,0.065,0.065,0.396,,,,,,
5,2024-08-31,746182,Flyout,field_out,True,687263,693433,Zach Neto,Bryan Woo,0,0a8ca5fa-7ebd-43b9-ad3f-e4d463a78835,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.36,2.53,99.0,108.0,104.0,108.0,0.808,7.0,0.82,6.82,0.91,1.01,0.284,0.363,0.151,0.243,0.511,86.0,101.0,97.0,97.0,110.0,107.0,117.0,111.0,111.0,114.0,103.0,110.0,,,,0.234,0.488,,0.179,,0.098,1.46,,1.96,1.82,,1.17,94.8,,89.6,94.6,84.2,,0.167,0.292,0.167,0.222,0.348,0.243,,,,0.225,0.324,0.104,0.25,0.429,0.188,0.065,0.065,0.396,,,,,,
6,2024-08-31,746182,Lineout,field_out,True,694384,693433,Nolan Schanuel,Bryan Woo,0,ccf27ffc-ae00-4dad-ac60-9b961e0f0edf,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.36,2.53,99.0,108.0,104.0,108.0,0.808,7.0,0.82,6.82,0.91,1.01,0.284,0.363,0.151,0.243,0.511,86.0,101.0,97.0,97.0,110.0,107.0,117.0,111.0,111.0,114.0,103.0,110.0,,,,0.234,0.488,,0.179,,0.098,1.46,,1.96,1.82,,1.17,94.8,,89.6,94.6,84.2,,0.167,0.292,0.167,0.222,0.348,0.243,,,,0.225,0.324,0.104,0.25,0.429,0.188,0.065,0.065,0.396,,,,,,
7,2024-08-31,746182,Home Run,home_run,False,457759,542881,Justin Turner,Tyler Anderson,0,84fdcfb1-fc86-46d8-be12-85f409097824,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,89.0,100.0,97.0,67.0,95.0,83.0,76.0,145.0,145.0,99.0,99.0,96.0,0.035,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,-2.5,1.23,-3.12,1.54,89.4,84.2,78.8,88.1,81.2,71.6,0.175,0.244,0.39,0.258,0.479,0.183,0.268,0.473,0.243,0.227,0.545,0.159,0.0,0.0,0.364,,,,,,,,,
8,2024-08-31,746182,Strikeout,strikeout,True,649966,542881,Luis Urías,Tyler Anderson,0,a345d11c-382d-484c-953e-feaa41725e0c,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,89.0,100.0,97.0,67.0,95.0,83.0,76.0,145.0,145.0,99.0,99.0,96.0,0.035,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,-2.5,1.23,-3.12,1.54,89.4,84.2,78.8,88.1,81.2,71.6,0.175,0.244,0.39,0.258,0.479,0.183,0.268,0.473,0.243,0.227,0.545,0.159,0.0,0.0,0.364,,,,,,,,,
9,2024-08-31,746182,Groundout,field_out,True,664238,542881,Dylan Moore,Tyler Anderson,0,79ff2022-fdb4-4ef3-aa69-6520eb19a433,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.5,4.16,167.1,100.0,96.0,100.0,0.744,7.1,3.6,7.48,1.13,0.88,0.194,0.504,0.155,0.268,0.398,105.0,100.0,106.0,89.0,100.0,97.0,67.0,95.0,83.0,76.0,145.0,145.0,99.0,99.0,96.0,0.035,0.395,0.188,0.011,0.001,0.37,-0.41,-0.66,-2.5,1.23,-3.12,1.54,89.4,84.2,78.8,88.1,81.2,71.6,0.175,0.244,0.39,0.258,0.479,0.183,0.268,0.473,0.243,0.227,0.545,0.159,0.0,0.0,0.364,,,,,,,,,
